Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1000c_1 Spectral Count	1000c_2 Spectral Count	1000c_3 Spectral Count	1000c_4 Spectral Count	16hpf_1 Spectral Count	16hpf_2 Spectral Count	16hpf_3 Spectral Count	16hpf_4 Spectral Count	256c_1 Spectral Count	256c_2 Spectral Count	256c_3 Spectral Count	256c_4 Spectral Count	28hpf_1 Spectral Count	28hpf_2 Spectral Count	28hpf_3 Spectral Count	28hpf_4 Spectral Count	3dpf_1 Spectral Count	3dpf_2 Spectral Count	3dpf_3 Spectral Count	3dpf_4 Spectral Count	4c_1 Spectral Count	4c_2 Spectral Count	4c_3 Spectral Count	4c_4 Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_3 Spectral Count	5dpf_4 Spectral Count	Bud_1 Spectral Count	Bud_2 Spectral Count	Bud_3 Spectral Count	Bud_4 Spectral Count	Dome_1 Spectral Count	Dome_2 Spectral Count	Dome_3 Spectral Count	Dome_4 Spectral Count	Oblong_1 Spectral Count	Oblong_2 Spectral Count	Oblong_3 Spectral Count	Oblong_4 Spectral Count	1000c_1 Unique Spectral Count	1000c_2 Unique Spectral Count	1000c_3 Unique Spectral Count	1000c_4 Unique Spectral Count	16hpf_1 Unique Spectral Count	16hpf_2 Unique Spectral Count	16hpf_3 Unique Spectral Count	16hpf_4 Unique Spectral Count	256c_1 Unique Spectral Count	256c_2 Unique Spectral Count	256c_3 Unique Spectral Count	256c_4 Unique Spectral Count	28hpf_1 Unique Spectral Count	28hpf_2 Unique Spectral Count	28hpf_3 Unique Spectral Count	28hpf_4 Unique Spectral Count	3dpf_1 Unique Spectral Count	3dpf_2 Unique Spectral Count	3dpf_3 Unique Spectral Count	3dpf_4 Unique Spectral Count	4c_1 Unique Spectral Count	4c_2 Unique Spectral Count	4c_3 Unique Spectral Count	4c_4 Unique Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_3 Unique Spectral Count	5dpf_4 Unique Spectral Count	Bud_1 Unique Spectral Count	Bud_2 Unique Spectral Count	Bud_3 Unique Spectral Count	Bud_4 Unique Spectral Count	Dome_1 Unique Spectral Count	Dome_2 Unique Spectral Count	Dome_3 Unique Spectral Count	Dome_4 Unique Spectral Count	Oblong_1 Unique Spectral Count	Oblong_2 Unique Spectral Count	Oblong_3 Unique Spectral Count	Oblong_4 Unique Spectral Count	1000c_1 Total Spectral Count	1000c_2 Total Spectral Count	1000c_3 Total Spectral Count	1000c_4 Total Spectral Count	16hpf_1 Total Spectral Count	16hpf_2 Total Spectral Count	16hpf_3 Total Spectral Count	16hpf_4 Total Spectral Count	256c_1 Total Spectral Count	256c_2 Total Spectral Count	256c_3 Total Spectral Count	256c_4 Total Spectral Count	28hpf_1 Total Spectral Count	28hpf_2 Total Spectral Count	28hpf_3 Total Spectral Count	28hpf_4 Total Spectral Count	3dpf_1 Total Spectral Count	3dpf_2 Total Spectral Count	3dpf_3 Total Spectral Count	3dpf_4 Total Spectral Count	4c_1 Total Spectral Count	4c_2 Total Spectral Count	4c_3 Total Spectral Count	4c_4 Total Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_3 Total Spectral Count	5dpf_4 Total Spectral Count	Bud_1 Total Spectral Count	Bud_2 Total Spectral Count	Bud_3 Total Spectral Count	Bud_4 Total Spectral Count	Dome_1 Total Spectral Count	Dome_2 Total Spectral Count	Dome_3 Total Spectral Count	Dome_4 Total Spectral Count	Oblong_1 Total Spectral Count	Oblong_2 Total Spectral Count	Oblong_3 Total Spectral Count	Oblong_4 Total Spectral Count	1000c_1 Intensity	1000c_2 Intensity	1000c_3 Intensity	1000c_4 Intensity	16hpf_1 Intensity	16hpf_2 Intensity	16hpf_3 Intensity	16hpf_4 Intensity	256c_1 Intensity	256c_2 Intensity	256c_3 Intensity	256c_4 Intensity	28hpf_1 Intensity	28hpf_2 Intensity	28hpf_3 Intensity	28hpf_4 Intensity	3dpf_1 Intensity	3dpf_2 Intensity	3dpf_3 Intensity	3dpf_4 Intensity	4c_1 Intensity	4c_2 Intensity	4c_3 Intensity	4c_4 Intensity	5dpf_1 Intensity	5dpf_2 Intensity	5dpf_3 Intensity	5dpf_4 Intensity	Bud_1 Intensity	Bud_2 Intensity	Bud_3 Intensity	Bud_4 Intensity	Dome_1 Intensity	Dome_2 Intensity	Dome_3 Intensity	Dome_4 Intensity	Oblong_1 Intensity	Oblong_2 Intensity	Oblong_3 Intensity	Oblong_4 Intensity	1000c_1 MaxLFQ Intensity	1000c_2 MaxLFQ Intensity	1000c_3 MaxLFQ Intensity	1000c_4 MaxLFQ Intensity	16hpf_1 MaxLFQ Intensity	16hpf_2 MaxLFQ Intensity	16hpf_3 MaxLFQ Intensity	16hpf_4 MaxLFQ Intensity	256c_1 MaxLFQ Intensity	256c_2 MaxLFQ Intensity	256c_3 MaxLFQ Intensity	256c_4 MaxLFQ Intensity	28hpf_1 MaxLFQ Intensity	28hpf_2 MaxLFQ Intensity	28hpf_3 MaxLFQ Intensity	28hpf_4 MaxLFQ Intensity	3dpf_1 MaxLFQ Intensity	3dpf_2 MaxLFQ Intensity	3dpf_3 MaxLFQ Intensity	3dpf_4 MaxLFQ Intensity	4c_1 MaxLFQ Intensity	4c_2 MaxLFQ Intensity	4c_3 MaxLFQ Intensity	4c_4 MaxLFQ Intensity	5dpf_1 MaxLFQ Intensity	5dpf_2 MaxLFQ Intensity	5dpf_3 MaxLFQ Intensity	5dpf_4 MaxLFQ Intensity	Bud_1 MaxLFQ Intensity	Bud_2 MaxLFQ Intensity	Bud_3 MaxLFQ Intensity	Bud_4 MaxLFQ Intensity	Dome_1 MaxLFQ Intensity	Dome_2 MaxLFQ Intensity	Dome_3 MaxLFQ Intensity	Dome_4 MaxLFQ Intensity	Oblong_1 MaxLFQ Intensity	Oblong_2 MaxLFQ Intensity	Oblong_3 MaxLFQ Intensity	Oblong_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A1L1F1|NDUF3_DANRE	A1L1F1	NDUF3_DANRE	ndufaf3	174	Danio rerio	2:Experimental evidence at transcript level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	1.0	0.999	7	123	123	123	2	3	4	4	4	3	1	4	5	5	5	4	4	2	3	4	0	0	0	0	3	2	8	4	0	0	0	1	3	2	4	3	2	3	6	4	4	5	5	7	2	3	4	4	4	3	1	4	5	5	5	4	4	2	3	4	0	0	0	0	3	2	8	4	0	0	0	1	3	2	4	3	2	3	6	4	4	5	5	7	2	3	4	4	4	3	1	4	5	5	5	4	4	2	3	4	0	0	0	0	3	2	8	4	0	0	0	1	3	2	4	3	2	3	6	4	4	5	5	7	5.3847917E8	5.7781395E8	3.8924144E8	5.5164589E8	4.2698336E8	4.02232256E8	2.08288352E8	3.9826176E8	5.8760019E8	5.6963296E8	6.1068077E8	5.6849766E8	2.06999072E8	1.534304E8	3.52210944E8	3.38929152E8	0.0	0.0	0.0	0.0	5.4309658E8	4.08677376E8	1.12830528E9	9.222279E8	0.0	0.0	0.0	0.0	3.09420352E8	1.33815288E8	5.14650432E8	3.96097216E8	5.3995654E8	7.1811213E8	5.4608096E8	4.51455136E8	7.2914662E8	5.18514784E8	8.7933939E8	9.0971776E8	3.09813504E8	3.07604192E8	2.7596016E8	3.18157568E8	1.89584128E8	1.74458448E8	2.16319616E8	2.06800064E8	2.56943872E8	2.51400496E8	3.47055808E8	3.20763296E8	2.39259136E8	1.72276E8	1.64743056E8	1.28747448E8	0.0	0.0	0.0	0.0	2.31931584E8	3.38813696E8	2.83741984E8	3.76332608E8	0.0	0.0	0.0	0.0	1.79285008E8	1.42670624E8	2.36705136E8	1.97613264E8	3.05906944E8	3.493896E8	2.1836056E8	1.98023808E8	2.60569872E8	2.3904984E8	2.358552E8	2.44455392E8	
sp|A1L1F4|PDS5A_DANRE	A1L1F4	PDS5A_DANRE	pds5a	1320	Danio rerio	2:Experimental evidence at transcript level	Sister chromatid cohesion protein PDS5 homolog A	1.0	0.999	27	128	128	128	0	0	0	0	2	4	7	4	0	0	0	0	4	4	7	5	4	6	7	12	0	0	0	0	12	11	13	13	3	2	4	3	0	1	0	0	0	0	0	0	0	0	0	0	2	4	7	4	0	0	0	0	4	4	7	5	4	6	7	12	0	0	0	0	12	11	13	13	3	2	4	3	0	1	0	0	0	0	0	0	0	0	0	0	2	4	7	4	0	0	0	0	4	4	7	5	4	6	7	12	0	0	0	0	12	11	13	13	3	2	4	3	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	5.5867556E7	1.23180992E8	1.84608832E9	2.02470144E9	0.0	0.0	0.0	0.0	1.96716496E8	1.66860544E8	1.66830592E8	1.76165664E8	2.34638304E8	3.38530432E8	3.78407296E8	5.8144256E8	0.0	0.0	0.0	0.0	4.19748224E8	4.70571008E8	6.7254637E8	7.874784E8	1.55211632E8	1.17643976E8	3.3077982E7	5.3001724E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6668064E7	1.09913152E8	8.2986136E7	9.6194256E7	0.0	0.0	0.0	0.0	2.03912016E8	1.40691792E8	1.02681536E8	7.3595488E7	1.79874352E8	1.68879536E8	1.5804992E8	1.8840136E8	0.0	0.0	0.0	0.0	1.30972128E8	2.0407528E8	1.15292488E8	1.45959312E8	2.1716608E8	3.3696672E8	5.8955308E7	1.3887439E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L1M4|P4R2B_DANRE	A1L1M4	P4R2B_DANRE	ppp4r2b	426	Danio rerio	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 2-B	1.0	0.999	7	26	26	26	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	3	2	5	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	3	2	5	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	3	2	5	4	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.4685384E7	2.3519284E7	0.0	1.9439514E7	0.0	0.0	0.0	0.0	0.0	1.6073906E7	4.1575316E7	2.914567E7	1.966991E7	1.790049E7	2.7727108E7	0.0	0.0	0.0	0.0	0.0	5.0321424E7	7.5153136E7	1.41182528E8	1.2577736E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4443762E7	2.3132316E7	0.0	1.9119672E7	0.0	0.0	0.0	0.0	0.0	1.5809439E7	4.0891268E7	2.866613E7	1.9346278E7	1.760597E7	3.1383438E7	0.0	0.0	0.0	0.0	0.0	4.3743852E7	7.0469928E7	4.931632E7	4.622868E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L1P7|DNLZ_DANRE	A1L1P7	DNLZ_DANRE	dnlz	183	Danio rerio	2:Experimental evidence at transcript level	DNL-type zinc finger protein	0.8544	0.9782	3	8	8	8	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2.8780184E7	0.0	0.0	0.0	4.97218016E8	4.49654752E8	0.0	0.0	0.0	0.0	2.5957566E7	0.0	0.0	0.0	0.0	1.4674488E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4241636E7	0.0	3.3990884E7	0.0	0.0	0.0	2.285528E7	2.8780184E7	0.0	0.0	0.0	4.97218016E8	4.49654752E8	0.0	0.0	0.0	0.0	2.5957566E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4241636E7	0.0	3.3990884E7	0.0	0.0	0.0	2.285528E7	
sp|A1L1R6|ZN423_DANRE	A1L1R6	ZN423_DANRE	znf423	1365	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 423	0.9857	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L1W4|RD10A_DANRE	A1L1W4	RD10A_DANRE	rdh10a	339	Danio rerio	2:Experimental evidence at transcript level	Retinol dehydrogenase 10-A	1.0	0.999	5	9	7	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.319843E7	1.81103552E8	7.7106008E7	0.0	1.6607452E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.916118E7	4.8465128E7	0.0	0.0	2.9595268E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L1W9|MOT10_DANRE	A1L1W9	MOT10_DANRE	slc16a10	505	Danio rerio	2:Experimental evidence at transcript level	Monocarboxylate transporter 10	0.8576	0.9965	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4297244E7	5.7976476E7	5.8425588E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4297244E7	5.7976476E7	5.8425588E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L243|MESD_DANRE	A1L243	MESD_DANRE	mesd	206	Danio rerio	2:Experimental evidence at transcript level	LRP chaperone MESD	1.0	0.999	14	227	227	227	5	6	7	6	9	8	5	5	6	6	7	8	2	3	5	4	1	1	0	2	6	7	9	7	1	0	4	4	7	8	3	5	9	9	12	7	8	7	11	7	5	6	7	6	9	8	5	5	6	6	7	8	2	3	5	4	1	1	0	2	6	7	9	7	1	0	4	4	7	8	3	5	9	9	12	7	8	7	11	7	5	6	7	6	9	8	5	5	6	6	7	8	2	3	5	4	1	1	0	2	6	7	9	7	1	0	4	4	7	8	3	5	9	9	12	7	8	7	11	7	9.2917408E8	9.5543872E8	8.1476256E8	5.5903085E8	1.26649344E9	1.56564326E9	5.9720691E8	9.536128E8	8.2506086E8	7.8221056E8	1.19798426E9	9.9151053E8	8.2188392E7	7.5991632E7	5.9079168E8	4.13373888E8	1.5931413E7	4.0930976E7	0.0	2.2070482E7	1.07549517E9	8.0195603E8	1.35265408E9	9.5966541E8	0.0	0.0	7.2911376E7	1.1059464E8	6.8759699E8	6.8920762E8	4.59163296E8	5.5736883E8	1.99123789E9	1.15371162E9	1.73876134E9	1.76367526E9	1.23450496E9	1.13333722E9	1.57816525E9	1.46263322E9	3.00658464E8	3.1302336E8	3.00295264E8	2.18487184E8	3.59643328E8	4.11652928E8	3.43025312E8	3.20903648E8	3.25766048E8	2.21193168E8	3.34404256E8	3.02361952E8	8.189844E7	7.5723544E7	2.15569088E8	2.09532288E8	4.15424E7	1.06730712E8	0.0	0.0	3.02885376E8	2.63040384E8	3.45359296E8	4.26774944E8	0.0	0.0	3.5787776E7	3.4185372E7	2.01879584E8	2.00625024E8	3.56972672E8	2.98729728E8	3.96631232E8	3.46687424E8	3.947504E8	3.95445024E8	3.44353216E8	3.03465248E8	3.76540832E8	4.00264512E8	
sp|A1L244|SAC1B_DANRE	A1L244	SAC1B_DANRE	sacm1lb	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-B	1.0	0.999	23	145	145	289	5	2	1	1	3	1	2	4	2	3	4	4	8	8	5	5	4	1	3	4	1	4	3	4	4	6	4	4	7	4	0	3	3	2	6	8	4	4	0	4	5	2	1	1	3	1	2	4	2	3	4	4	8	8	5	5	4	1	3	4	1	4	3	4	4	6	4	4	7	4	0	3	3	2	6	8	4	4	0	4	9	5	6	4	8	5	6	8	7	8	8	8	10	11	10	10	6	3	4	5	6	8	7	8	5	7	5	4	11	9	4	8	7	6	10	13	7	9	4	10	1.19137872E8	6.633804E7	2.8473906E7	0.0	8.9738496E7	0.0	9.070308E7	1.61205744E8	1.04619504E8	4.5906836E7	3.6186716E7	9.2271888E7	2.53897024E8	2.46051168E8	5.7848144E7	1.6154808E8	2.30405312E8	1.1335556E8	1.51306528E8	2.89408224E8	1.54926224E8	2.19783392E8	4.8645808E7	7.1737696E7	1.2953744E8	1.55748592E8	9.3632232E7	9.1111088E7	1.07814824E8	3.9629088E7	0.0	7.8072056E7	8.4619424E7	1.3794317E7	1.64269344E8	2.28296544E8	1.04341488E8	7.9147488E7	0.0	9.969912E7	7.3525232E7	5.1113292E7	0.0	0.0	6.469906E7	0.0	2.0856848E8	8.0724776E7	1.15146072E8	8.7939864E7	7.757824E7	5.6974632E7	7.6532568E7	1.0596104E8	1.33019736E8	5.0768184E7	7.0095288E7	1.20959976E8	7.7282912E7	9.1450472E7	1.56170976E8	2.11075824E8	2.8569158E7	6.9200856E7	2.6308952E7	6.358368E7	3.3848984E7	4.0185252E7	4.5398796E7	4.1503224E7	0.0	5.0498124E7	6.0334884E7	3.1719538E7	7.6471016E7	7.2113664E7	4.4411752E7	3.0960124E7	0.0	3.8905464E7	
sp|A1L251|ENASE_DANRE	A1L251	ENASE_DANRE	engase	713	Danio rerio	2:Experimental evidence at transcript level	Cytosolic endo-beta-N-acetylglucosaminidase	1.0	0.999	5	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3764252E7	0.0	0.0	0.0	0.0	1.3541024E7	5.024668E7	1.025833E7	1.32819056E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3764252E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32819056E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L252|RANB9_DANRE	A1L252	RANB9_DANRE	ranbp9	597	Danio rerio	2:Experimental evidence at transcript level	Ran-binding protein 9	1.0	0.999	5	13	11	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7222688.5	0.0	0.0	6.4981612E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5200066E7	0.0	8.1527496E7	5.0759408E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7222688.5	0.0	0.0	6.4981612E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5200066E7	0.0	4.9285028E7	1.8128524E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L258|D2HDH_DANRE	A1L258	D2HDH_DANRE	d2hgdh	533	Danio rerio	2:Experimental evidence at transcript level	D-2-hydroxyglutarate dehydrogenase, mitochondrial	1.0	0.999	17	123	123	123	5	5	2	6	2	2	1	0	11	10	6	6	2	1	1	1	0	0	0	0	6	6	6	8	1	0	0	0	6	1	0	0	1	2	4	7	4	6	1	3	5	5	2	6	2	2	1	0	11	10	6	6	2	1	1	1	0	0	0	0	6	6	6	8	1	0	0	0	6	1	0	0	1	2	4	7	4	6	1	3	5	5	2	6	2	2	1	0	11	10	6	6	2	1	1	1	0	0	0	0	6	6	6	8	1	0	0	0	6	1	0	0	1	2	4	7	4	6	1	3	1.3582584E8	3.06211072E8	0.0	5.976974E7	0.0	8.5789936E7	0.0	0.0	7.5637933E8	6.2551546E8	3.3716864E8	1.73771344E8	5312880.0	5.4238352E7	0.0	0.0	0.0	0.0	0.0	0.0	3.84762624E8	4.05720384E8	3.7761152E8	4.30768416E8	5.9585704E7	0.0	0.0	0.0	1.42761888E8	0.0	0.0	0.0	9.4298728E7	0.0	6.576842E7	3.92820032E8	1.3178688E8	4.51417536E8	3.272732E7	2.5234628E7	1.09826472E8	1.08062376E8	0.0	8.169996E7	0.0	7.9506704E7	0.0	0.0	1.05516344E8	8.934584E7	6.2572408E7	8.1702808E7	2.3818732E7	5.0265952E7	0.0	0.0	0.0	0.0	0.0	0.0	9.8608016E7	1.13404128E8	1.1946068E8	6.3249832E7	3.8471996E7	0.0	0.0	0.0	5.7068036E7	0.0	0.0	0.0	8.7392312E7	0.0	1.2245476E8	5.9378784E7	9.9079496E7	6.3202428E7	4.4735356E7	5.6009992E7	
sp|A1L260|CVN4A_DANRE	A1L260	CVN4A_DANRE	cavin4a	329	Danio rerio	1:Experimental evidence at protein level	Caveolae-associated protein 4a	1.0	0.999	13	81	81	81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	12	9	6	0	0	0	0	8	9	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	12	9	6	0	0	0	0	8	9	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	12	9	6	0	0	0	0	8	9	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.12770472E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0088455E9	8.0759994E8	8.6591891E8	8.1203878E8	0.0	0.0	0.0	0.0	5.5653414E8	6.9017114E8	9.1505261E8	9.1970182E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25192464E8	2.37130464E8	1.93934624E8	2.26744528E8	0.0	0.0	0.0	0.0	1.18126712E8	1.72916592E8	1.84550368E8	2.03541744E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L271|GNB5A_DANRE	A1L271	GNB5A_DANRE	gnb5a	355	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein subunit beta-5a	0.9995	0.9967	5	3	3	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.17096544E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2982372.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
