Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q642M9|DHDH_DANRE	Q642M9	DHDH_DANRE	dhdh	334	Danio rerio	2:Experimental evidence at transcript level	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	0.9999	0.9974	2	9	9	9	1	2	3	0	2	1	1	2	3	0	2	1	1	2	3	0	2	1	1.0633805E7	2.127435E7	4.6628824E7	0.0	1.2339821E7	8616106.0	1.4115619E7	1.0534217E7	1.7829026E7	0.0	1.6380234E7	7269594.5	
sp|Q66HV4|COPB_DANRE	Q66HV4	COPB_DANRE	copb1	953	Danio rerio	2:Experimental evidence at transcript level	Coatomer subunit beta	1.0	0.999	15	43	43	43	10	2	11	7	5	8	10	2	11	7	5	8	10	2	11	7	5	8	1.22607496E8	1.27622448E8	1.96345312E8	1.68871536E8	7.0154168E7	1.90043072E8	2.8555882E7	4.4989404E7	1.08660536E8	6.0594032E7	8.2876528E7	4.3025848E7	
sp|Q66HX8|GDAP2_DANRE	Q66HX8	GDAP2_DANRE	gdap2	504	Danio rerio	2:Experimental evidence at transcript level	Ganglioside-induced differentiation-associated protein 2	0.9831	0.983	2	9	9	9	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	1.19599912E8	1.4556384E8	1.44401232E8	9.7088032E7	1.4490992E8	6.4559332E7	7.2376824E7	8.9283072E7	8.7948488E7	9.7088032E7	8.8939336E7	6.4559332E7	
sp|Q66I12|CCD47_DANRE	Q66I12	CCD47_DANRE	ccdc47	486	Danio rerio	2:Experimental evidence at transcript level	PAT complex subunit CCDC47	0.9854	0.9905	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66I14|SPS3_DANRE	Q66I14	SPS3_DANRE	sephs3	447	Danio rerio	2:Experimental evidence at transcript level	Selenide, water dikinase 3	0.9992	0.9971	2	4	4	4	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0.0	0.0	0.0	0.0	3.406106E7	1.2167448E7	0.0	0.0	0.0	0.0	3.406106E7	1.2167448E7	
sp|Q66I22|SRRT_DANRE	Q66I22	SRRT_DANRE	srrt	896	Danio rerio	2:Experimental evidence at transcript level	Serrate RNA effector molecule homolog	1.0	0.9983	4	7	7	7	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	1	0.0	0.0	9794210.0	4.3708412E7	7781558.5	0.0	0.0	0.0	1.5424148E7	1.9779476E7	0.0	0.0	
sp|Q66I24|ASSY_DANRE	Q66I24	ASSY_DANRE	ass1	414	Danio rerio	2:Experimental evidence at transcript level	Argininosuccinate synthase	1.0	0.999	6	29	29	29	4	7	5	3	5	5	4	7	5	3	5	5	4	7	5	3	5	5	8.9459616E7	8.0907208E7	3.713152E7	1.2027249E7	7.9294832E7	7.2740704E7	4.4501876E7	2.4704262E7	4.0242932E7	6727615.0	7.9219208E7	4.1664456E7	
sp|Q66I42|MOESA_DANRE	Q66I42	MOESA_DANRE	msna	579	Danio rerio	1:Experimental evidence at protein level	Moesin a	1.0	0.999	21	113	113	113	19	20	19	18	18	19	19	20	19	18	18	19	19	20	19	18	18	19	8.1378861E8	1.05223859E9	6.3444954E8	1.09981491E9	5.9127277E8	9.0130106E8	2.43120656E8	2.16080976E8	2.13974272E8	2.60764176E8	1.76667184E8	1.90561408E8	
sp|Q66I73|MLRSB_DANRE	Q66I73	MLRSB_DANRE	mylpfb	170	Danio rerio	2:Experimental evidence at transcript level	Myosin regulatory light chain 2, skeletal muscle isoform B	1.0	0.999	19	49	49	199	10	7	9	6	10	7	10	7	9	6	10	7	39	32	33	25	39	31	9.6276736E8	1.0016073E9	1.01644525E9	8.2713632E8	1.10876749E9	7.817703E8	4.80162112E8	4.82666272E8	5.17311264E8	3.90862432E8	4.46634624E8	3.50992896E8	
sp|Q66L49|SCMC1_DANRE	Q66L49	SCMC1_DANRE	slc25a24	477	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial adenyl nucleotide antiporter SLC25A24	1.0	0.9988	4	12	7	12	0	2	3	3	2	2	0	2	1	2	1	1	0	2	3	3	2	2	0.0	2.8254288E7	4.3003464E7	6.519676E7	3.4979784E7	2.2096476E7	0.0	2.888969E7	4.3970556E7	2.780317E7	2.8579504E7	2.2593398E7	
sp|Q66L58|VAC14_DANRE	Q66L58	VAC14_DANRE	vac14	771	Danio rerio	2:Experimental evidence at transcript level	Protein VAC14 homolog	1.0	0.9916	4	7	7	7	3	1	2	0	0	1	3	1	2	0	0	1	3	1	2	0	0	1	1.0730296E8	7.6873208E7	7.5373712E7	0.0	0.0	4.8962344E7	7.8866192E7	7.6873208E7	7.0571288E7	0.0	0.0	4.8962344E7	
sp|Q68EH9|CRBN_DANRE	Q68EH9	CRBN_DANRE	crbn	431	Danio rerio	1:Experimental evidence at protein level	Protein cereblon	0.4776	0.9712	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q68EI0|WDR18_DANRE	Q68EI0	WDR18_DANRE	wdr18	431	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 18	0.996	0.9884	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	3.1313978E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q68EK7|RAB4B_DANRE	Q68EK7	RAB4B_DANRE	rab4b	213	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-4B	1.0	0.9989	2	8	0	8	1	1	1	0	3	2	0	0	0	0	0	0	1	1	1	0	3	2	5.29268992E8	4.08642912E8	6.5775968E7	0.0	5.4533466E8	0.0	5.29268992E8	4.08642912E8	6.5775968E7	0.0	5.4533466E8	0.0	sp|Q6PHI9|RAB4A_DANRE
sp|Q6AXJ2|EI3HA_DANRE	Q6AXJ2	EI3HA_DANRE	eif3ha	335	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit H-A	0.9995	0.997	2	4	4	4	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	0.0	0.0	0.0	0.0	693599.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6AZA0|THIL_DANRE	Q6AZA0	THIL_DANRE	acat1	420	Danio rerio	2:Experimental evidence at transcript level	Acetyl-CoA acetyltransferase, mitochondrial	1.0	0.999	13	75	75	75	9	13	13	16	10	14	9	13	13	16	10	14	9	13	13	16	10	14	9.8588986E8	1.21081024E9	1.26200602E9	1.07940518E9	1.54291187E9	1.52717952E9	3.15965536E8	3.29003424E8	3.53423008E8	3.40751456E8	3.86584224E8	3.67197568E8	
sp|Q6BEA0|PLXA4_DANRE	Q6BEA0	PLXA4_DANRE	plxna4	1903	Danio rerio	2:Experimental evidence at transcript level	Plexin-A4	0.9961	0.999	3	4	4	8	1	0	1	0	1	1	1	0	1	0	1	1	2	1	1	1	2	1	7668519.0	0.0	0.0	0.0	1.7162504E7	4653600.0	7668519.0	0.0	0.0	0.0	1.7162504E7	4653600.0	
sp|Q6DBU5|GMPPB_DANRE	Q6DBU5	GMPPB_DANRE	gmppb	360	Danio rerio	1:Experimental evidence at protein level	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	0.9807	0.9904	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DBY2|NAA50_DANRE	Q6DBY2	NAA50_DANRE	naa50	168	Danio rerio	1:Experimental evidence at protein level	N-alpha-acetyltransferase 50	0.9379	0.9725	1	3	3	3	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0.0	0.0	0.0	0.0	1.4804039E7	5814875.0	0.0	0.0	0.0	0.0	1.4804039E7	5814875.0	
sp|Q6DC04|CARM1_DANRE	Q6DC04	CARM1_DANRE	carm1	588	Danio rerio	2:Experimental evidence at transcript level	Histone-arginine methyltransferase CARM1	1.0	0.9939	4	5	5	5	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0.0	0.0	0.0	3.0203204E7	0.0	1.8762748E7	0.0	0.0	0.0	3.0203204E7	0.0	1.8762748E7	
sp|Q6DEH3|KC2D1_DANRE	Q6DEH3	KC2D1_DANRE	camk2d1	491	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 1 chain	1.0	0.999	9	12	12	33	2	3	2	1	2	2	2	3	2	1	2	2	7	6	6	4	6	4	3.92967232E8	4.6313184E8	1.92461968E8	3.08515168E8	2.13563008E8	3.4628928E8	2.2065424E8	2.64571456E8	1.92461968E8	2.0541128E8	2.13563008E8	2.29337616E8	
sp|Q6DG22|ADA_DANRE	Q6DG22	ADA_DANRE	ada	359	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase	1.0	0.9953	4	5	5	5	0	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0.0	5.8892792E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DG81|PLST_DANRE	Q6DG81	PLST_DANRE	pls3	627	Danio rerio	2:Experimental evidence at transcript level	Plastin-3	1.0	0.999	8	22	14	22	1	5	4	4	5	3	1	3	2	2	4	2	1	5	4	4	5	3	2.7076258E7	1.17027808E8	3.0361886E7	1.07730816E8	9.8564904E7	8.0435096E7	1.9725956E7	5.6137372E7	4.2167548E7	6.8684312E7	3.0972812E7	3.6596492E7	
sp|Q6DG91|PSMG1_DANRE	Q6DG91	PSMG1_DANRE	psmg1	277	Danio rerio	2:Experimental evidence at transcript level	Proteasome assembly chaperone 1	0.9644	0.999	1	7	7	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2955802.5	3206373.8	8227954.0	3051045.2	4087856.2	8081039.0	2955802.5	3206373.8	8227954.0	3051045.2	4087856.2	8081039.0	
sp|Q6DGE9|UN45B_DANRE	Q6DGE9	UN45B_DANRE	unc45b	934	Danio rerio	1:Experimental evidence at protein level	Protein unc-45 homolog B	1.0	0.997	6	8	8	8	1	1	0	1	4	1	1	1	0	1	4	1	1	1	0	1	4	1	0.0	8.0420112E7	0.0	5.0597492E7	9362599.0	8.3647552E7	0.0	8.0420112E7	0.0	4.7724252E7	0.0	8.3647552E7	
sp|Q6DGM3|RM15_DANRE	Q6DGM3	RM15_DANRE	mrpl15	296	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL15m	0.7085	0.989	1	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	1.1330731E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGQ4|CP087_DANRE	Q6DGQ4	CP087_DANRE	zgc:92818	152	Danio rerio	2:Experimental evidence at transcript level	UPF0547 protein C16orf87 homolog	0.3328	0.9484	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.9952862E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGR4|HGH1_DANRE	Q6DGR4	HGH1_DANRE	hgh1	377	Danio rerio	2:Experimental evidence at transcript level	Protein HGH1 homolog	0.7494	0.9624	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGS3|KC2D2_DANRE	Q6DGS3	KC2D2_DANRE	camk2d2	554	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 2 chain	1.0	0.999	12	53	32	53	11	8	9	10	8	7	6	5	5	7	4	5	11	8	9	10	8	7	8.8834483E8	1.04764243E9	9.263968E8	1.11723238E9	1.07085491E9	9.291657E8	3.83712608E8	4.072976E8	3.88782624E8	3.765472E8	4.07527296E8	3.24139264E8	
sp|Q6DGW9|TMCO1_DANRE	Q6DGW9	TMCO1_DANRE	tmco1	188	Danio rerio	2:Experimental evidence at transcript level	Calcium load-activated calcium channel	0.9892	0.999	1	5	5	5	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0	1	1	1.716879E7	0.0	1.2409222E7	0.0	4.461614E7	0.0	1.716879E7	0.0	1.2409222E7	0.0	4.461614E7	0.0	
sp|Q6DGY7|CRGNB_DANRE	Q6DGY7	CRGNB_DANRE	crygnb	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-B	1.0	0.999	12	130	130	130	28	21	24	16	22	19	28	21	24	16	22	19	28	21	24	16	22	19	1.07499039E10	5.4992819E9	7.4697974E9	5.5301893E9	7.4501494E9	5.6271795E9	3.07567821E9	1.32373299E9	1.84666918E9	1.36532608E9	2.06689664E9	1.32700659E9	
sp|Q6DHC1|RB18B_DANRE	Q6DHC1	RB18B_DANRE	rab18b	205	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-18-B	0.9955	0.995	2	3	3	3	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0.0	0.0	1.7415298E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DHE8|RHOAD_DANRE	Q6DHE8	RHOAD_DANRE	rhoad	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-D	0.9983	0.9983	8	2	2	27	0	0	0	1	1	0	0	0	0	1	1	0	2	5	5	3	7	5	0.0	0.0	0.0	1.4761241E7	3.2211166E7	0.0	0.0	0.0	0.0	1.4761241E7	3.2211166E7	0.0	
sp|Q6DHI0|ACY3A_DANRE	Q6DHI0	ACY3A_DANRE	acy3.1	328	Danio rerio	2:Experimental evidence at transcript level	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) A	0.7112	0.9891	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DHK1|NNRE_DANRE	Q6DHK1	NNRE_DANRE	naxe	283	Danio rerio	1:Experimental evidence at protein level	NAD(P)H-hydrate epimerase	0.3809	0.9578	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DHL4|SUMO2_DANRE	Q6DHL4	SUMO2_DANRE	sumo2	96	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 2	0.9024	0.9971	1	3	0	3	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	6.7856232E7	1.0997736E8	0.0	1.51895728E8	9.6394032E7	1.1427148E8	6.7856232E7	1.0997736E8	0.0	1.51895728E8	9.6394032E7	1.1427148E8	sp|Q6DI05|SUMO3_DANRE, sp|Q6NV25|SMO3L_DANRE
sp|Q6DHL5|LRC57_DANRE	Q6DHL5	LRC57_DANRE	lrrc57	238	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 57	0.4995	0.9735	1	4	4	4	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DHM9|RHOAB_DANRE	Q6DHM9	RHOAB_DANRE	rhoab	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-B	0.9636	0.9645	8	1	1	24	0	1	0	0	0	0	0	1	0	0	0	0	4	5	6	0	4	5	0.0	1114384.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DRC0|SYSC_DANRE	Q6DRC0	SYSC_DANRE	sars1	515	Danio rerio	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	13	35	35	35	5	8	5	8	2	7	5	8	5	8	2	7	5	8	5	8	2	7	8.7531848E7	2.53889648E8	2.040453E7	3.22738528E8	2.4321206E7	1.10449224E8	3.7702828E7	5.5083352E7	2.9826188E7	6.5112528E7	4.9510012E7	3.7502276E7	
sp|Q6DRC4|EIF3G_DANRE	Q6DRC4	EIF3G_DANRE	eif3g	293	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0	0.9989	3	9	9	9	2	1	2	1	3	0	2	1	2	1	3	0	2	1	2	1	3	0	4.1142448E7	4.0944404E7	5.088096E7	3.274842E7	5.9023364E7	0.0	3.3538232E7	4.0944404E7	3.802744E7	3.274842E7	4.790022E7	0.0	
sp|Q6DRD3|DPOLB_DANRE	Q6DRD3	DPOLB_DANRE	polb	336	Danio rerio	2:Experimental evidence at transcript level	DNA polymerase beta	0.9606	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	3492078.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DRF3|PSB1_DANRE	Q6DRF3	PSB1_DANRE	psmb1	237	Danio rerio	2:Experimental evidence at transcript level	Proteasome subunit beta type-1	1.0	0.999	9	33	33	33	6	4	6	2	11	4	6	4	6	2	11	4	6	4	6	2	11	4	2.15695312E8	2.17041312E8	2.3674864E8	5.4144492E7	2.76160224E8	6.7927664E7	8.0449776E7	3.4045504E7	2.13928992E8	3.3335578E7	1.00830824E8	1.4119176E8	
sp|Q6DRG1|RBM42_DANRE	Q6DRG1	RBM42_DANRE	rbm42	402	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 42	0.5213	0.9757	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DRI1|EI3EA_DANRE	Q6DRI1	EI3EA_DANRE	eif3ea	446	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit E-A	1.0	0.999	11	35	18	35	9	5	6	5	5	5	4	2	3	4	3	2	9	5	6	5	5	5	1.20630003E9	1.5865623E9	3.1392752E8	1.50402803E9	2.9429216E8	1.53733248E9	5.22095104E8	5.903833E8	5.4954451E8	6.8418938E8	4.95708256E8	5.7588224E8	
sp|Q6DRL5|MBB1A_DANRE	Q6DRL5	MBB1A_DANRE	mybbp1a	1269	Danio rerio	1:Experimental evidence at protein level	Myb-binding protein 1A-like protein	0.7563	0.9913	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6GMG6|S5A3B_DANRE	Q6GMG6	S5A3B_DANRE	slc52a3b	452	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 52, riboflavin transporter, member 3-B	0.7535	0.9912	1	5	5	5	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1.2715622E7	0.0	2.3131518E7	1.0381482E7	1.7457234E7	5.0329464E7	1.2715622E7	0.0	2.3131518E7	1.0381482E7	1.7457234E7	5.0329464E7	
sp|Q6GMI7|ENOPH_DANRE	Q6GMI7	ENOPH_DANRE	enoph1	261	Danio rerio	2:Experimental evidence at transcript level	Enolase-phosphatase E1	1.0	0.9988	4	9	9	9	0	2	2	2	0	3	0	2	2	2	0	3	0	2	2	2	0	3	0.0	1.25753024E8	0.0	7783650.5	0.0	8.1534384E7	0.0	1.25753024E8	0.0	0.0	0.0	8.1534384E7	
sp|Q6IQ97|RBM41_DANRE	Q6IQ97	RBM41_DANRE	rbm4.1	419	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein 4.1	0.9999	0.999	2	7	7	7	0	0	1	3	2	1	0	0	1	3	2	1	0	0	1	3	2	1	0.0	0.0	7428588.5	3.6388588E7	9.0686304E7	2.3463676E7	0.0	0.0	7428588.5	2.6936462E7	6.7307088E7	2.3463676E7	
sp|Q6IQE0|PU60B_DANRE	Q6IQE0	PU60B_DANRE	puf60b	516	Danio rerio	2:Experimental evidence at transcript level	Poly(U)-binding-splicing factor PUF60-B	1.0	0.999	4	17	17	17	2	2	1	3	3	6	2	2	1	3	3	6	2	2	1	3	3	6	7.94294E7	2.5962862E7	0.0	6.1650108E7	2.136972E7	1.36499536E8	5.5658956E7	1.70522368E8	0.0	2.9803132E7	2.5467226E7	6.0420316E7	
sp|Q6IQE1|PI42C_DANRE	Q6IQE1	PI42C_DANRE	pip4k2c	416	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	0.9187	0.9976	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6IQE5|GET3_DANRE	Q6IQE5	GET3_DANRE	get3	341	Danio rerio	1:Experimental evidence at protein level	ATPase GET3	1.0	0.9976	4	5	5	5	0	1	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	2	0.0	0.0	4.9272372E7	0.0	5261837.5	5.6318372E7	0.0	0.0	4.9272372E7	0.0	0.0	3.8087616E7	
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	Danio rerio	3:Protein inferred from homology	Cytochrome c	1.0	0.999	3	19	12	19	2	4	3	3	4	3	1	2	2	2	3	2	2	4	3	3	4	3	3.5693184E7	4.4597152E7	1.20402896E8	9.0737456E7	8.5902416E7	9.8405024E7	2.163048E7	2.7918814E7	6.5694132E7	5.1464688E7	5.2035232E7	5.7728672E7	
sp|Q6IQP3|CALUA_DANRE	Q6IQP3	CALUA_DANRE	calua	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-A	0.323	0.9462	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	6621755.5	0.0	7339566.5	0.0	0.0	0.0	6621755.5	0.0	7339566.5	
sp|Q6IQS6|SAE1_DANRE	Q6IQS6	SAE1_DANRE	sae1	348	Danio rerio	2:Experimental evidence at transcript level	SUMO-activating enzyme subunit 1	1.0	0.9987	8	31	31	31	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	6	5	1.60896784E8	6.2008144E7	1.44852944E8	4.3464516E7	1.58625776E8	9.4650432E7	5.2823408E7	3.3884304E7	5.9158444E7	3.3440638E7	5.4969256E7	6.2526124E7	
sp|Q6IQT4|CSN2_DANRE	Q6IQT4	CSN2_DANRE	cops2	443	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 2	0.5033	0.9739	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6JWV8|POPD2_DANRE	Q6JWV8	POPD2_DANRE	popdc2	370	Danio rerio	2:Experimental evidence at transcript level	Popeye domain-containing 2	0.9506	0.9986	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NSN1|LS12B_DANRE	Q6NSN1	LS12B_DANRE	lsm12b	196	Danio rerio	2:Experimental evidence at transcript level	Protein LSM12 homolog B	0.5423	0.9776	1	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	3.4992248E7	7.0929952E7	0.0	0.0	0.0	0.0	3.4992248E7	7.0929952E7	sp|Q6PBA2|LS12A_DANRE
sp|Q6NSN2|AOF_DANRE	Q6NSN2	AOF_DANRE	mao	522	Danio rerio	1:Experimental evidence at protein level	Amine oxidase [flavin-containing]	1.0	0.999	9	24	24	24	3	4	7	6	2	2	3	4	7	6	2	2	3	4	7	6	2	2	1.3348312E7	5.0729644E7	1.59838512E8	1.20310128E8	0.0	5.7923296E7	8.318752E7	9.1582368E7	6.7585752E7	3.6614508E7	0.0	2.727673E7	
sp|Q6NSN5|PURA1_DANRE	Q6NSN5	PURA1_DANRE	adss1	456	Danio rerio	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 1	1.0	0.999	3	27	27	27	3	6	2	6	5	5	3	6	2	6	5	5	3	6	2	6	5	5	2.5342324E7	1.1978032E7	0.0	7.1845768E7	2.09409184E8	1.10652768E8	2.301059E7	1.3695067E7	0.0	3.1998398E7	1.0704104E8	6.027398E7	
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	Danio rerio	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.0	0.999	8	72	72	72	12	14	15	11	10	10	12	14	15	11	10	10	12	14	15	11	10	10	6.5129926E8	1.08666266E9	1.16045274E9	8.8374778E8	7.2674067E8	5.7740346E8	2.09055568E8	2.77112512E8	3.43804576E8	1.78651168E8	1.80376608E8	1.93879584E8	
sp|Q6NUW9|FGGY_DANRE	Q6NUW9	FGGY_DANRE	fggy	545	Danio rerio	2:Experimental evidence at transcript level	FGGY carbohydrate kinase domain-containing protein	0.486	0.9721	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NUX8|RHOAA_DANRE	Q6NUX8	RHOAA_DANRE	rhoaa	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-A	1.0	0.999	9	38	0	38	6	7	7	3	8	7	0	0	0	0	0	0	6	7	7	3	8	7	8.0921944E7	2.7551136E8	1.30519552E8	1.92604016E8	2.54235648E8	1.53977664E8	6.353256E7	9.5094976E7	1.13040728E8	9.4670392E7	7.3234952E7	6.9132144E7	sp|Q7T2E8|RHOAC_DANRE
sp|Q6NV04|HACL2_DANRE	Q6NV04	HACL2_DANRE	ilvbl	621	Danio rerio	2:Experimental evidence at transcript level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	2	20	20	20	4	3	5	3	2	3	4	3	5	3	2	3	4	3	5	3	2	3	6778671.0	6665684.0	5848367.5	3592830.5	4027304.0	1220572.2	6998768.0	3239724.2	6038258.5	3709486.2	4158066.8	1120885.1	
