Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	Hp_1 Spectral Count	Hp_2 Spectral Count	Hp_3 Spectral Count	Mx_1 Spectral Count	Mx_2 Spectral Count	Mx_3 Spectral Count	T_1 Spectral Count	T_2 Spectral Count	T_3 Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	Hp_1 Unique Spectral Count	Hp_2 Unique Spectral Count	Hp_3 Unique Spectral Count	Mx_1 Unique Spectral Count	Mx_2 Unique Spectral Count	Mx_3 Unique Spectral Count	T_1 Unique Spectral Count	T_2 Unique Spectral Count	T_3 Unique Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	Hp_1 Total Spectral Count	Hp_2 Total Spectral Count	Hp_3 Total Spectral Count	Mx_1 Total Spectral Count	Mx_2 Total Spectral Count	Mx_3 Total Spectral Count	T_1 Total Spectral Count	T_2 Total Spectral Count	T_3 Total Spectral Count	C_1 Intensity	C_2 Intensity	C_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	Hp_1 Intensity	Hp_2 Intensity	Hp_3 Intensity	Mx_1 Intensity	Mx_2 Intensity	Mx_3 Intensity	T_1 Intensity	T_2 Intensity	T_3 Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Hp_1 MaxLFQ Intensity	Hp_2 MaxLFQ Intensity	Hp_3 MaxLFQ Intensity	Mx_1 MaxLFQ Intensity	Mx_2 MaxLFQ Intensity	Mx_3 MaxLFQ Intensity	T_1 MaxLFQ Intensity	T_2 MaxLFQ Intensity	T_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0R4IC37|CPSF1_DANRE	A0A0R4IC37	CPSF1_DANRE	cpsf1	1451	Danio rerio	3:Protein inferred from homology	Cleavage and polyadenylation specificity factor subunit 1	0.3137	0.9664	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1587936.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0R4IEW8|ELAV4_DANRE	A0A0R4IEW8	ELAV4_DANRE	elavl4	411	Danio rerio	1:Experimental evidence at protein level	ELAV-like protein 4	1.0	0.999	9	73	73	73	12	3	3	9	5	2	10	5	1	3	3	2	7	5	3	12	3	3	9	5	2	10	5	1	3	3	2	7	5	3	12	3	3	9	5	2	10	5	1	3	3	2	7	5	3	1.92611392E8	8.5759264E7	7.7634184E7	1.68443728E8	1.09247608E8	1.3654006E7	1.47204784E8	6.9608488E7	4.574096E7	1.7793912E7	1.5890668E7	6.1891724E7	1.47162288E8	9.56908E7	7.3709528E7	5.4034124E7	3.3779344E7	2.816206E7	4.6951232E7	3.3181048E7	2.3140706E7	4.0484664E7	2.9687476E7	2.774171E7	6.27266E7	3.4856072E7	3.1836178E7	5.1385568E7	3.9322468E7	3.1144466E7	
sp|A0A0R4IKU3|RECK_DANRE	A0A0R4IKU3	RECK_DANRE	reck	955	Danio rerio	1:Experimental evidence at protein level	Reversion-inducing cysteine-rich protein with Kazal motifs	1.0	0.9989	5	15	15	15	1	1	3	1	0	2	1	0	1	0	1	2	1	0	1	1	1	3	1	0	2	1	0	1	0	1	2	1	0	1	1	1	3	1	0	2	1	0	1	0	1	2	1	0	1	1.2676278E7	9587767.0	2.447687E7	1.2997477E7	5912349.0	8023915.5	5420662.5	0.0	1.1606664E7	0.0	5372715.0	1.6437668E7	1.2954524E7	0.0	1.7486392E7	6751772.5	5138559.5	1.1091128E7	6998990.0	5595372.0	9865900.0	6665039.5	0.0	1.4271111E7	0.0	5084669.5	8655117.0	6907236.5	0.0	8278020.5	
sp|A0A0R4IVV0|MTP_DANRE	A0A0R4IVV0	MTP_DANRE	mttp	884	Danio rerio	1:Experimental evidence at protein level	Microsomal triglyceride transfer protein large subunit	1.0	0.9989	5	9	9	9	1	0	0	1	0	0	2	0	0	1	0	0	2	0	2	1	0	0	1	0	0	2	0	0	1	0	0	2	0	2	1	0	0	1	0	0	2	0	0	1	0	0	2	0	2	4214078.5	0.0	0.0	1.2090696E7	0.0	0.0	8459801.0	0.0	0.0	6833284.0	0.0	0.0	0.0	0.0	2.0797284E7	4710424.5	0.0	0.0	6799008.0	0.0	0.0	5830686.5	0.0	0.0	2.0872916E7	0.0	0.0	0.0	0.0	1.0334562E7	
sp|A0A1Z2R986|EGLN_DANRE	A0A1Z2R986	EGLN_DANRE	eng	559	Danio rerio	2:Experimental evidence at transcript level	Endoglin	0.2433	0.9529	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A2R8QF68|GRIK2_DANRE	A0A2R8QF68	GRIK2_DANRE	grik2	908	Danio rerio	3:Protein inferred from homology	Glutamate receptor ionotropic, kainate 2	0.9957	0.9929	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1285357.5	4219053.0	0.0	1.5054155E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2769023.8	1810518.6	0.0	9119988.0	
sp|A0A8M2BID5|DESPA_DANRE	A0A8M2BID5	DESPA_DANRE	dspa	2059	Danio rerio	2:Experimental evidence at transcript level	Desmoplakin-A	1.0	0.999	15	59	59	59	4	6	6	3	4	4	3	2	4	4	4	5	6	1	3	4	6	6	3	4	4	3	2	4	4	4	5	6	1	3	4	6	6	3	4	4	3	2	4	4	4	5	6	1	3	2.8051402E7	9.1383936E7	1.20691536E8	6.166008E7	7.8141624E7	7.4029832E7	2.6477906E7	1.8529652E7	1.8454682E7	2.7097718E7	4031388.2	1.16337352E8	3.7374704E7	6.9748064E7	1.03007704E8	2.433583E7	2.6049818E7	2.9479518E7	3.2369238E7	2.9609034E7	2.9820632E7	2.1023756E7	3.578938E7	2.9125316E7	3.2118142E7	3.3890556E7	3.0768788E7	2.84447E7	2.670022E7	2.9199466E7	
sp|A0A8M9PQ61|DESPB_DANRE	A0A8M9PQ61	DESPB_DANRE	dspb	2207	Danio rerio	2:Experimental evidence at transcript level	Desmoplakin-B	1.0	0.999	25	132	132	132	11	14	8	6	13	8	10	7	6	4	11	5	12	9	8	11	14	8	6	13	8	10	7	6	4	11	5	12	9	8	11	14	8	6	13	8	10	7	6	4	11	5	12	9	8	9.9812712E7	1.48068352E8	1.70356672E8	5.9047416E7	1.21837328E8	1.26382936E8	1.14629544E8	1.0144908E8	3.2815082E7	2.2236104E8	8.039296E7	1.05325472E8	8.5291304E7	1.18438368E8	2.03489872E8	4.645552E7	5.0790788E7	4.608236E7	3.0915644E7	4.041952E7	4.31192E7	3.3258412E7	5.7421132E7	3.0765744E7	1.83898608E8	4.069456E7	4.2953112E7	3.6525472E7	4.8186292E7	6.5098032E7	
sp|A0JMD0|CLU_DANRE	A0JMD0	CLU_DANRE	cluh	1400	Danio rerio	2:Experimental evidence at transcript level	Clustered mitochondria protein homolog	0.9903	0.9902	2	8	8	8	0	0	0	0	1	1	2	1	0	0	1	0	1	1	0	0	0	0	0	1	1	2	1	0	0	1	0	1	1	0	0	0	0	0	1	1	2	1	0	0	1	0	1	1	0	0.0	4.0354804E7	9273359.0	5245897.5	2.5215036E7	2360356.5	7288076.5	2.676451E7	0.0	0.0	1.960787E7	0.0	5245036.5	1.7236202E7	9552715.0	0.0	4.0354804E7	9273359.0	5245897.5	2.5215036E7	0.0	7288076.5	2.676451E7	0.0	0.0	1.960787E7	0.0	5245036.5	1.7236202E7	9552715.0	
sp|A0JME2|MCAF1_DANRE	A0JME2	MCAF1_DANRE	atf7ip	815	Danio rerio	1:Experimental evidence at protein level	Activating transcription factor 7-interacting protein 1	0.9689	0.9985	1	6	6	6	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	2350058.8	3055000.0	821501.2	2143599.5	4967711.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1893278.1	4096869.2	1568548.8	2350058.8	3055000.0	821501.2	2143599.5	4967711.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1893278.1	4096869.2	1568548.8	
sp|A0JME6|ISOC2_DANRE	A0JME6	ISOC2_DANRE	isoc2	197	Danio rerio	2:Experimental evidence at transcript level	Isochorismatase domain-containing protein 2	0.9937	0.9981	2	3	3	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6965674E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0JMK6|SCG2B_DANRE	A0JMK6	SCG2B_DANRE	scg2b	583	Danio rerio	2:Experimental evidence at transcript level	Secretogranin-2b	0.9407	0.999	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	6885109.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0JMQ7|MTS1A_DANRE	A0JMQ7	MTS1A_DANRE	mtus1a	440	Danio rerio	2:Experimental evidence at transcript level	Microtubule-associated tumor suppressor 1 homolog A	0.9193	0.974	2	23	23	23	2	1	0	3	2	2	2	1	2	2	2	0	2	1	1	2	1	0	3	2	2	2	1	2	2	2	0	2	1	1	2	1	0	3	2	2	2	1	2	2	2	0	2	1	1	4.0215496E7	1.719618E7	2.7858386E7	2.0244904E7	1.7656904E7	3.2035568E7	2.515232E7	1.4559695E7	3.6960636E7	5.1566192E7	2.8311628E7	4.4776756E7	3.1283546E7	1.1794427E7	2.413341E7	4.0215496E7	1.719618E7	2.7858386E7	2.0244904E7	1.7656904E7	3.2035568E7	2.515232E7	1.4559695E7	3.6960636E7	5.1566192E7	2.8311628E7	4.4776756E7	3.1283546E7	1.1794427E7	2.413341E7	
sp|A0MSJ1|CRA1B_DANRE	A0MSJ1	CRA1B_DANRE	col27a1b	1658	Danio rerio	2:Experimental evidence at transcript level	Collagen alpha-1(XXVII) chain B	0.9474	0.9876	1	8	8	8	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0MTA1|APEX1_DANRE	A0MTA1	APEX1_DANRE	apex1	310	Danio rerio	1:Experimental evidence at protein level	DNA repair nuclease APEX1	1.0	0.999	11	43	43	43	4	1	3	5	3	3	2	2	3	4	3	3	3	2	2	4	1	3	5	3	3	2	2	3	4	3	3	3	2	2	4	1	3	5	3	3	2	2	3	4	3	3	3	2	2	5.4383104E7	1.5629632E8	1.26455088E8	1.11878624E8	9.5019648E7	4.5176812E7	2.578966E7	8.1326016E7	7.5769424E7	4.4629112E7	7.9692512E7	5.687524E7	8.1969344E7	7.7008848E7	6.3381E7	3.1600392E7	4.3637916E7	4.5034236E7	3.4096388E7	4.9263868E7	3.662076E7	3.1912418E7	4.6947596E7	3.7368868E7	0.0	5.13809E7	3.5544148E7	3.2977724E7	4.5258036E7	3.5444608E7	
sp|A1IH00|GOGA2_DANRE	A1IH00	GOGA2_DANRE	golga2	1028	Danio rerio	2:Experimental evidence at transcript level	Golgin subfamily A member 2	1.0	0.9985	3	6	6	6	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0.0	4011445.2	0.0	0.0	5785315.5	0.0	0.0	5079749.0	0.0	0.0	3960337.8	0.0	0.0	2241812.2	0.0	0.0	4011445.2	0.0	0.0	5785315.5	0.0	0.0	5079749.0	0.0	0.0	0.0	0.0	0.0	2241812.2	0.0	
sp|A1L1F4|PDS5A_DANRE	A1L1F4	PDS5A_DANRE	pds5a	1320	Danio rerio	2:Experimental evidence at transcript level	Sister chromatid cohesion protein PDS5 homolog A	0.9969	0.999	2	7	7	7	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	3.0621366E7	5.6655508E7	5.7143536E7	4.9422592E7	5.8300104E7	0.0	3.5736804E7	7711528.5	4.0191176E7	5.1956744E7	6.1615912E7	5.2223252E7	4.858906E7	6.91542E7	9.0690736E7	2.6478534E7	4.1663132E7	3.8296804E7	3.5541288E7	3.4364868E7	0.0	3.0901892E7	2.3200132E7	3.4753624E7	1.56311856E8	3.5520872E7	3.5107972E7	3.5091044E7	2.9418094E7	6.9906976E7	
sp|A1L1M4|P4R2B_DANRE	A1L1M4	P4R2B_DANRE	ppp4r2b	426	Danio rerio	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 2-B	0.9264	0.9987	1	10	10	10	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	763126.8	944145.8	277221.47	467033.0	362212.0	287627.6	0.0	0.0	0.0	1009498.44	413592.22	390661.44	461736.03	400210.16	542251.75	763126.8	944145.8	277221.47	467033.0	362212.0	287627.6	0.0	0.0	0.0	1009498.44	413592.22	390661.44	461736.03	400210.16	542251.75	
sp|A1L243|MESD_DANRE	A1L243	MESD_DANRE	mesd	206	Danio rerio	2:Experimental evidence at transcript level	LRP chaperone MESD	1.0	0.9989	8	26	26	26	2	2	2	3	2	1	2	2	1	2	2	2	0	0	3	2	2	2	3	2	1	2	2	1	2	2	2	0	0	3	2	2	2	3	2	1	2	2	1	2	2	2	0	0	3	1.1175129E7	7.926944E7	3.7219476E7	3.9003396E7	4.3892276E7	4.4351164E7	1.6733954E7	2.043576E7	4879597.0	2.292227E7	2.0468802E7	6.2541136E7	0.0	1.5187496E7	4.2924656E7	2.8189146E7	1.9161178E7	1.492476E7	2.0185052E7	2.8256104E7	3.7566272E7	1.4369504E7	2.5302674E7	1.2308733E7	1.6198984E7	1.6830042E7	1.6120233E7	0.0	1.88045E7	1.5030264E7	
sp|A1L260|CVN4A_DANRE	A1L260	CVN4A_DANRE	cavin4a	329	Danio rerio	1:Experimental evidence at protein level	Caveolae-associated protein 4a	1.0	0.999	8	33	33	33	0	5	1	1	1	2	2	4	2	2	4	1	2	4	2	0	5	1	1	1	2	2	4	2	2	4	1	2	4	2	0	5	1	1	1	2	2	4	2	2	4	1	2	4	2	8167974.0	1.12010224E8	2.7391096E7	1.9079076E7	9.8658808E7	2.8833172E7	1.8807264E7	1.15814576E8	3.3042926E7	9428360.0	1.26779568E8	2.7753324E7	1.8179764E7	1.44875488E8	4.7441924E7	8312422.5	4.1018844E7	1.48029E7	1.0194725E7	5.3928884E7	1.5615485E7	1.0228574E7	5.256744E7	1.8096814E7	8382320.5	4.5135644E7	1.5176228E7	9956984.0	6.18674E7	1.6561358E7	
sp|A2BGU8|SEPT3_DANRE	A2BGU8	SEPT3_DANRE	septin3	361	Danio rerio	2:Experimental evidence at transcript level	Neuronal-specific septin-3	0.9532	0.957	2	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	4419855.0	0.0	0.0	2195088.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2BIL7|BAZ1B_DANRE	A2BIL7	BAZ1B_DANRE	baz1b	1536	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	0.4166	0.9782	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	4605291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4305871.0	0.0	0.0	0.0	0.0	0.0	4605291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4305871.0	0.0	0.0	0.0	0.0	
sp|A2RV29|ZN346_DANRE	A2RV29	ZN346_DANRE	znf346	301	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 346	1.0	0.999	6	60	60	60	4	7	4	4	4	4	4	2	4	4	4	4	3	5	3	4	7	4	4	4	4	4	2	4	4	4	4	3	5	3	4	7	4	4	4	4	4	2	4	4	4	4	3	5	3	3.9050212E7	8.2247872E7	5.0601368E7	3.983276E7	5.3881952E7	1.2824593E7	3.2077924E7	3.5600696E7	5.1060416E7	4.7919308E7	5.6155812E7	4.5596048E7	3.822116E7	1.26070864E8	7.9225936E7	2.6382332E7	3.5373684E7	1.710906E7	1.7702276E7	2.9162486E7	1.5907897E7	1.6139825E7	3.5894104E7	2.2745056E7	1.7279862E7	3.4108948E7	2.1152182E7	1.9392816E7	4.0872404E7	2.101827E7	
sp|A2VD23|STM_DANRE	A2VD23	STM_DANRE	stm	613	Danio rerio	2:Experimental evidence at transcript level	Protein starmaker	1.0	0.999	6	44	44	44	5	3	3	4	3	3	3	0	3	4	2	3	4	2	2	5	3	3	4	3	3	3	0	3	4	2	3	4	2	2	5	3	3	4	3	3	3	0	3	4	2	3	4	2	2	6.00732E7	2.8059548E7	5.5671576E7	4.9630652E7	3.7954976E7	6.5116024E7	2.641964E7	0.0	4.6219488E7	6.0792408E7	2.7873346E7	5.5163248E7	4.4955812E7	3.224188E7	6.1045528E7	1.9048674E7	1.7897674E7	2.8977964E7	2.0098434E7	1.7460064E7	2.8567564E7	1.1661794E7	0.0	2.084133E7	2.1515208E7	2.8239314E7	2.3886594E7	2.1179564E7	2.0644862E7	2.7940068E7	
sp|A3KNS2|CNPY3_DANRE	A3KNS2	CNPY3_DANRE	cnpy3	276	Danio rerio	2:Experimental evidence at transcript level	Protein canopy homolog 3	0.9983	0.999	2	9	9	9	1	1	1	1	2	1	0	0	0	1	0	0	0	1	0	1	1	1	1	2	1	0	0	0	1	0	0	0	1	0	1	1	1	1	2	1	0	0	0	1	0	0	0	1	0	5303040.5	1.0144378E7	8051679.0	6404597.0	1.078162E7	6879542.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3660950.8	2104833.0	5556551.0	5593499.0	4445210.5	3532291.8	5635243.5	3802983.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3835961.8	2450775.5	
sp|A3KP74|SDHF2_DANRE	A3KP74	SDHF2_DANRE	sdhaf2	158	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase assembly factor 2, mitochondrial	0.511	0.985	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4900466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A3KPK0|AGO3_DANRE	A3KPK0	AGO3_DANRE	ago3	860	Danio rerio	3:Protein inferred from homology	Protein argonaute-3	0.9806	0.986	2	7	7	7	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	0.0	0.0	7313217.5	1.1624111E7	0.0	7720405.5	0.0	0.0	0.0	0.0	0.0	0.0	6851295.5	0.0	6960245.0	0.0	0.0	7313217.5	6969219.5	0.0	4629367.5	0.0	0.0	0.0	0.0	0.0	0.0	6851295.5	0.0	4177193.8	
sp|A3KPW9|BAG6_DANRE	A3KPW9	BAG6_DANRE	Bag6	1160	Danio rerio	3:Protein inferred from homology	Large proline-rich protein BAG6	0.9049	0.9983	1	5	5	5	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1.762972E7	1.5128306E7	1.6341412E7	1.4448432E7	1.61379E7	0.0	0.0	0.0	0.0	0.0	1.4583018E7	1.4553302E7	1.4484074E7	0.0	1.6570561E7	1.762972E7	1.5128306E7	1.6341412E7	1.4448432E7	1.61379E7	0.0	0.0	0.0	0.0	0.0	1.4583018E7	1.4553302E7	1.4484074E7	0.0	1.6570561E7	
sp|A3KQQ9|SCG3_DANRE	A3KQQ9	SCG3_DANRE	scg3	478	Danio rerio	2:Experimental evidence at transcript level	Secretogranin-3	1.0	0.9984	6	28	28	28	3	2	2	4	2	2	2	2	1	1	0	2	3	1	1	3	2	2	4	2	2	2	2	1	1	0	2	3	1	1	3	2	2	4	2	2	2	2	1	1	0	2	3	1	1	1.2119809E7	1.0321727E7	1.08795E7	9364013.0	6775728.5	9430599.0	1.2093461E7	1.1938489E7	1.0051362E7	0.0	0.0	1.2250067E7	1.1945742E7	1848104.8	2946766.2	6884945.5	1.6770171E7	5593186.5	5438816.0	4828196.5	5496058.0	7844095.5	8375090.5	7162322.5	0.0	0.0	7160914.5	8210552.0	7869381.5	1.2547572E7	
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	Danio rerio	2:Experimental evidence at transcript level	Erlin-2	0.9924	0.9987	2	3	3	13	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	1	1	1	1	1	0	2	1	0	1	1	0.0	0.0	4479016.5	0.0	0.0	0.0	3928274.8	0.0	0.0	0.0	3162098.0	0.0	0.0	0.0	0.0	0.0	0.0	4479016.5	0.0	0.0	0.0	3928274.8	0.0	0.0	0.0	3162098.0	0.0	0.0	0.0	0.0	
sp|A4IG32|MICU1_DANRE	A4IG32	MICU1_DANRE	micu1	489	Danio rerio	2:Experimental evidence at transcript level	Calcium uptake protein 1, mitochondrial	0.4434	0.9804	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	4659614.5	4071965.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3741639.5	0.0	0.0	4659614.5	4071965.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3741639.5	
sp|A4IG66|TM201_DANRE	A4IG66	TM201_DANRE	tmem201	651	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 201	0.386	0.9753	1	3	3	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2687304.0	0.0	4026759.2	0.0	3558903.2	0.0	0.0	4226874.0	0.0	0.0	3062716.2	0.0	0.0	0.0	0.0	2687304.0	0.0	4026759.2	0.0	3558903.2	0.0	0.0	4226874.0	0.0	0.0	3062716.2	0.0	0.0	0.0	0.0	
sp|A4QP16|ADN2A_DANRE	A4QP16	ADN2A_DANRE	adnp2a	962	Danio rerio	2:Experimental evidence at transcript level	Activity-dependent neuroprotective protein 2a	0.8859	0.9634	2	5	5	5	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PF61|LEG1A_DANRE	A5PF61	LEG1A_DANRE	leg1a	364	Danio rerio	1:Experimental evidence at protein level	Protein leg1a	0.9996	0.9985	2	2	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2199122.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5251713E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PL98|SDHB_DANRE	A5PL98	SDHB_DANRE	sdhb	280	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.0	0.9989	5	17	17	17	5	1	0	2	0	0	3	0	0	0	1	1	3	0	1	5	1	0	2	0	0	3	0	0	0	1	1	3	0	1	5	1	0	2	0	0	3	0	0	0	1	1	3	0	1	4.0070576E7	3589863.8	1.5284546E7	2.9286696E7	0.0	0.0	2.7875104E7	0.0	0.0	0.0	7035023.5	8439030.0	4.2615672E7	0.0	1.8376832E7	1.2389943E7	3865273.2	6656232.0	1.1433734E7	0.0	0.0	1.447883E7	0.0	0.0	0.0	7574741.0	9086461.0	1.3942345E7	0.0	8398002.0	
