Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_1 Intensity	5dpf_2 Intensity	Indistinguishable Proteins
sp|A1L1R6|ZN423_DANRE	A1L1R6	ZN423_DANRE	znf423	1365	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 423	1.0	0.999	12	20	20	20	13	7	13	7	13	7	6.3658086E8	2.91381376E8	
sp|A1L1V4|LOL2B_DANRE	A1L1V4	LOL2B_DANRE	loxl2b	762	Danio rerio	2:Experimental evidence at transcript level	Lysyl oxidase homolog 2B	0.4141	0.9601	1	1	1	1	0	1	0	1	0	1	0.0	0.0	
sp|A1L1W9|MOT10_DANRE	A1L1W9	MOT10_DANRE	slc16a10	505	Danio rerio	2:Experimental evidence at transcript level	Monocarboxylate transporter 10	0.3793	0.9542	1	1	1	1	1	0	1	0	1	0	9832262.0	0.0	
sp|A1L237|ENDUA_DANRE	A1L237	ENDUA_DANRE	endoua	303	Danio rerio	2:Experimental evidence at transcript level	Uridylate-specific endoribonuclease A	1.0	0.999	5	9	9	9	6	3	6	3	6	3	5.5186899E8	1.79150832E8	
sp|A1L243|MESD_DANRE	A1L243	MESD_DANRE	mesd	206	Danio rerio	2:Experimental evidence at transcript level	LRP chaperone MESD	1.0	0.999	7	22	22	22	13	9	13	9	13	9	1.62674342E9	9.6198662E8	
sp|A1L244|SAC1B_DANRE	A1L244	SAC1B_DANRE	sacm1lb	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-B	0.9997	0.9989	7	4	4	11	3	1	3	1	8	3	8.900916E7	6.9240352E7	
sp|A1L251|ENASE_DANRE	A1L251	ENASE_DANRE	engase	713	Danio rerio	2:Experimental evidence at transcript level	Cytosolic endo-beta-N-acetylglucosaminidase	1.0	0.9987	4	6	6	6	4	2	4	2	4	2	2.77292288E8	8.7951288E7	
sp|A1L252|RANB9_DANRE	A1L252	RANB9_DANRE	ranbp9	597	Danio rerio	2:Experimental evidence at transcript level	Ran-binding protein 9	1.0	0.999	5	7	7	7	4	3	4	3	4	3	1.61746896E8	6.3434772E7	
sp|A1L258|D2HDH_DANRE	A1L258	D2HDH_DANRE	d2hgdh	533	Danio rerio	2:Experimental evidence at transcript level	D-2-hydroxyglutarate dehydrogenase, mitochondrial	1.0	0.999	10	15	15	15	8	7	8	7	8	7	5.26939456E8	2.64568112E8	
sp|A1L259|URAD_DANRE	A1L259	URAD_DANRE	urad	174	Danio rerio	1:Experimental evidence at protein level	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0.4082	0.9592	1	1	1	1	1	0	1	0	1	0	3.4061604E7	0.0	
sp|A1L260|CVN4A_DANRE	A1L260	CVN4A_DANRE	cavin4a	329	Danio rerio	1:Experimental evidence at protein level	Caveolae-associated protein 4a	1.0	0.999	12	28	28	28	16	12	16	12	16	12	2.49606323E9	1.17767219E9	
sp|A1L271|GNB5A_DANRE	A1L271	GNB5A_DANRE	gnb5a	355	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein subunit beta-5a	1.0	0.9984	10	7	7	19	4	3	4	3	11	8	1.64724736E8	1.15717712E8	
sp|A1L2F6|TM205_DANRE	A1L2F6	TM205_DANRE	tmem205	188	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 205	0.967	0.999	1	1	1	1	1	0	1	0	1	0	3.9706776E7	0.0	
sp|A1XQX0|NR1AA_DANRE	A1XQX0	NR1AA_DANRE	nrxn1a	1491	Danio rerio	2:Experimental evidence at transcript level	Neurexin-1a	1.0	0.999	22	43	28	43	23	20	16	12	23	20	1.6013152E9	9.7853811E8	
sp|A1XQX8|NR3AA_DANRE	A1XQX8	NR3AA_DANRE	nrxn3a	1697	Danio rerio	2:Experimental evidence at transcript level	Neurexin-3a	1.0	0.999	11	10	10	21	4	6	4	6	11	10	2.10894736E8	4.9794752E8	
sp|A1XQY1|NR3BA_DANRE	A1XQY1	NR3BA_DANRE	nrxn3b	1686	Danio rerio	2:Experimental evidence at transcript level	Neurexin-3b	1.0	0.999	12	17	9	24	12	5	6	3	16	8	3.17852032E8	1.74030624E8	
sp|A1XQY3|NR3BB_DANRE	A1XQY3	NR3BB_DANRE	nrxn3b	675	Danio rerio	2:Experimental evidence at transcript level	Neurexin-3b-beta	0.946	0.9983	2	1	1	2	0	1	0	1	1	1	0.0	1.13955456E8	
sp|A2AV36|ANM7_DANRE	A2AV36	ANM7_DANRE	prmt7	683	Danio rerio	2:Experimental evidence at transcript level	Protein arginine N-methyltransferase 7	1.0	0.999	4	7	7	7	4	3	4	3	4	3	1.56493232E8	8.1263456E7	
sp|A2BEA6|ARI3A_DANRE	A2BEA6	ARI3A_DANRE	arid3a	570	Danio rerio	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 3A	0.922	0.9957	2	3	3	3	2	1	2	1	2	1	6.7200584E7	3.2436888E7	
sp|A2BG43|GLTP_DANRE	A2BG43	GLTP_DANRE	gltp	209	Danio rerio	3:Protein inferred from homology	Glycolipid transfer protein	1.0	0.9983	9	16	16	16	9	7	9	7	9	7	9.8374682E8	4.14820352E8	
sp|A2BGD5|CACO1_DANRE	A2BGD5	CACO1_DANRE	calcoco1	640	Danio rerio	3:Protein inferred from homology	Calcium-binding and coiled-coil domain-containing protein 1	1.0	0.999	5	7	7	7	4	3	4	3	4	3	1.77474688E8	5.6161264E7	
sp|A2BGG1|MTMRC_DANRE	A2BGG1	MTMRC_DANRE	mtmr12	736	Danio rerio	1:Experimental evidence at protein level	Myotubularin-related protein 12	0.938	0.9823	2	2	2	2	2	0	2	0	2	0	3.4001156E7	0.0	
sp|A2BGU8|SEPT3_DANRE	A2BGU8	SEPT3_DANRE	septin3	361	Danio rerio	2:Experimental evidence at transcript level	Neuronal-specific septin-3	1.0	0.999	14	30	30	30	19	11	19	11	19	11	1.34899968E9	1.1564384E9	
sp|A2BGU9|SERHL_DANRE	A2BGU9	SERHL_DANRE	serhl	326	Danio rerio	2:Experimental evidence at transcript level	Serine hydrolase-like protein	1.0	0.999	6	12	12	12	7	5	7	5	7	5	3.69470272E8	1.0839776E8	
sp|A2BHJ4|CNO6L_DANRE	A2BHJ4	CNO6L_DANRE	cnot6l	559	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 6-like	0.9995	0.9988	1	4	4	4	2	2	2	2	2	2	1.34197272E8	7.7415728E7	
sp|A2BID7|PRD10_DANRE	A2BID7	PRD10_DANRE	prdm10	1121	Danio rerio	3:Protein inferred from homology	PR domain zinc finger protein 10	0.9981	0.9968	3	3	3	3	3	0	3	0	3	0	7.0774952E7	0.0	
sp|A2BIJ3|BSDC1_DANRE	A2BIJ3	BSDC1_DANRE	bsdc1	412	Danio rerio	1:Experimental evidence at protein level	BSD domain-containing protein 1	0.9944	0.999	2	2	2	2	2	0	2	0	2	0	7.0754904E7	0.0	
sp|A2BIL7|BAZ1B_DANRE	A2BIL7	BAZ1B_DANRE	baz1b	1536	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	1.0	0.9986	6	7	7	7	3	4	3	4	3	4	9.5862854E8	5.3283784E7	
sp|A2CEH0|POC1B_DANRE	A2CEH0	POC1B_DANRE	poc1b	490	Danio rerio	2:Experimental evidence at transcript level	POC1 centriolar protein homolog B	0.6287	0.9748	2	3	2	3	2	1	1	1	2	1	2.972633E7	1374148.6	
sp|A2CEI4|NUP88_DANRE	A2CEI4	NUP88_DANRE	nup88	720	Danio rerio	1:Experimental evidence at protein level	Nucleoporin 88	1.0	0.9989	6	9	9	9	5	4	5	4	5	4	2.12066192E8	1.53999744E8	
sp|A2CEQ0|SCM2B_DANRE	A2CEQ0	SCM2B_DANRE	slc25a25b	469	Danio rerio	3:Protein inferred from homology	Calcium-binding mitochondrial carrier protein SCaMC-2-B	0.9669	0.999	1	1	1	1	1	0	1	0	1	0	7890727.0	0.0	
sp|A2CES0|NEUFC_DANRE	A2CES0	NEUFC_DANRE	cyb5d2	267	Danio rerio	3:Protein inferred from homology	Neuferricin	0.9943	0.999	2	3	3	3	2	1	2	1	2	1	7.794516E7	4.5662332E7	
sp|A2RRV3|PATL1_DANRE	A2RRV3	PATL1_DANRE	patl1	765	Danio rerio	1:Experimental evidence at protein level	Protein PAT1 homolog 1	0.9181	0.9974	1	1	1	1	1	0	1	0	1	0	4.0247668E7	0.0	
sp|A2RRV9|NARFL_DANRE	A2RRV9	NARFL_DANRE	narfl	411	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor narfl	1.0	0.999	9	12	12	12	8	4	8	4	8	4	3.60774496E8	1.6902424E8	
sp|A2RV01|DPH6_DANRE	A2RV01	DPH6_DANRE	dph6	255	Danio rerio	2:Experimental evidence at transcript level	Diphthine--ammonia ligase	0.9999	0.998	3	6	6	6	3	3	3	3	3	3	2.83248704E8	2.16632816E8	
sp|A2RV18|DI3L1_DANRE	A2RV18	DI3L1_DANRE	dis3l	1057	Danio rerio	2:Experimental evidence at transcript level	DIS3-like exonuclease 1	0.8337	0.9752	1	1	1	1	1	0	1	0	1	0	2.4506796E7	0.0	
sp|A2RV29|ZN346_DANRE	A2RV29	ZN346_DANRE	znf346	301	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 346	1.0	0.999	10	54	54	54	29	25	29	25	29	25	5.1805885E9	2.87507123E9	
sp|A2T929|RXRAA_DANRE	A2T929	RXRAA_DANRE	rxraa	430	Danio rerio	2:Experimental evidence at transcript level	Retinoic acid receptor RXR-alpha-A	1.0	0.9988	9	12	0	12	9	3	0	0	9	3	3.19516416E8	7.4550112E7	sp|Q90415|RXRAB_DANRE, sp|Q90416|RXRGA_DANRE
sp|A2VD23|STM_DANRE	A2VD23	STM_DANRE	stm	613	Danio rerio	2:Experimental evidence at transcript level	Protein starmaker	1.0	0.999	7	20	20	20	13	7	13	7	13	7	8.8512666E8	3.57378624E8	
sp|A3KNL5|ATF1A_DANRE	A3KNL5	ATF1A_DANRE	atp5if1a	105	Danio rerio	3:Protein inferred from homology	ATPase inhibitor A, mitochondrial	1.0	0.9988	7	29	29	29	17	12	17	12	17	12	1.23391142E9	9.408288E8	
sp|A3KNS2|CNPY3_DANRE	A3KNS2	CNPY3_DANRE	cnpy3	276	Danio rerio	2:Experimental evidence at transcript level	Protein canopy homolog 3	0.5008	0.9716	1	1	1	1	1	0	1	0	1	0	0.0	0.0	
sp|A3KP48|F162B_DANRE	A3KP48	F162B_DANRE	fam162b	155	Danio rerio	2:Experimental evidence at transcript level	Protein FAM162B	0.9996	0.998	4	6	6	6	4	2	4	2	4	2	1.85719296E8	9.1835656E7	
sp|A3KP59|RIOX1_DANRE	A3KP59	RIOX1_DANRE	riox1	544	Danio rerio	2:Experimental evidence at transcript level	Ribosomal oxygenase 1	0.9551	0.9939	2	2	2	2	1	1	1	1	1	1	1.5528034E7	0.0	
sp|A3KP74|SDHF2_DANRE	A3KP74	SDHF2_DANRE	sdhaf2	158	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase assembly factor 2, mitochondrial	0.9513	0.9954	2	3	3	3	2	1	2	1	2	1	2.6431272E8	2.8339414E7	
sp|A3KP77|OXND1_DANRE	A3KP77	OXND1_DANRE	oxnad1	270	Danio rerio	2:Experimental evidence at transcript level	Oxidoreductase NAD-binding domain-containing protein 1	1.0	0.999	5	8	8	8	4	4	4	4	4	4	7.897344E8	5.17990496E8	
sp|A3KPA0|JAM3B_DANRE	A3KPA0	JAM3B_DANRE	jam3b	302	Danio rerio	1:Experimental evidence at protein level	Junctional adhesion molecule 3B	1.0	0.999	13	35	35	35	18	17	18	17	18	17	2.9845632E9	2.54182758E9	
sp|A3KPK0|AGO3_DANRE	A3KPK0	AGO3_DANRE	ago3	860	Danio rerio	3:Protein inferred from homology	Protein argonaute-3	1.0	0.999	34	105	105	105	55	50	55	50	55	50	7.0137841E9	5.2944251E9	
sp|A3KPN8|TTC38_DANRE	A3KPN8	TTC38_DANRE	ttc38	466	Danio rerio	3:Protein inferred from homology	Tetratricopeptide repeat protein 38	1.0	0.999	7	10	10	10	6	4	6	4	6	4	3.42878272E8	1.76695872E8	
sp|A3KPP3|MOG1_DANRE	A3KPP3	MOG1_DANRE	rangrf	183	Danio rerio	2:Experimental evidence at transcript level	Ran guanine nucleotide release factor	0.3835	0.955	1	1	1	1	1	0	1	0	1	0	3.4215912E7	0.0	
sp|A3KPQ7|CEIP2_DANRE	A3KPQ7	CEIP2_DANRE	cemip2	1378	Danio rerio	1:Experimental evidence at protein level	Cell surface hyaluronidase	1.0	0.999	14	23	23	23	14	9	14	9	14	9	6.7617235E8	4.53168896E8	
sp|A3KPW9|BAG6_DANRE	A3KPW9	BAG6_DANRE	Bag6	1160	Danio rerio	3:Protein inferred from homology	Large proline-rich protein BAG6	1.0	0.999	3	9	9	9	6	3	6	3	6	3	4.6701712E8	2.66923824E8	
sp|A3KQQ9|SCG3_DANRE	A3KQQ9	SCG3_DANRE	scg3	478	Danio rerio	2:Experimental evidence at transcript level	Secretogranin-3	1.0	0.999	6	15	15	15	7	8	7	8	7	8	7.539184E8	5.7422803E8	
sp|A3KQS4|MINY1_DANRE	A3KQS4	MINY1_DANRE	mindy1	520	Danio rerio	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase MINDY-1	0.9935	0.9976	2	3	3	3	2	1	2	1	2	1	9.6906728E7	4.2808728E7	
sp|A3KQV2|BROX_DANRE	A3KQV2	BROX_DANRE	brox	411	Danio rerio	2:Experimental evidence at transcript level	BRO1 domain-containing protein BROX	0.995	0.9734	5	8	8	8	5	3	5	3	5	3	4.11493216E8	2.5047504E8	
sp|A3QK15|AACS_DANRE	A3QK15	AACS_DANRE	aacs	673	Danio rerio	2:Experimental evidence at transcript level	Acetoacetyl-CoA synthetase	1.0	0.9975	7	11	11	11	7	4	7	4	7	4	3.12736256E8	1.2452872E8	
sp|A4FUM1|SEP8B_DANRE	A4FUM1	SEP8B_DANRE	sept8b	423	Danio rerio	2:Experimental evidence at transcript level	Septin-8-B	1.0	0.999	12	10	10	104	7	3	7	3	56	48	1.08185088E9	2.10488272E8	
sp|A4IFW2|PTPRF_DANRE	A4IFW2	PTPRF_DANRE	ptprf	1909	Danio rerio	2:Experimental evidence at transcript level	Receptor-type tyrosine-protein phosphatase F	1.0	0.999	5	7	7	7	5	2	5	2	5	2	1.0169016E8	5.364488E7	
sp|A4IG32|MICU1_DANRE	A4IG32	MICU1_DANRE	micu1	489	Danio rerio	2:Experimental evidence at transcript level	Calcium uptake protein 1, mitochondrial	1.0	0.999	13	26	26	26	17	9	17	9	17	9	8.5427693E8	5.30295552E8	
sp|A4IG53|COMTB_DANRE	A4IG53	COMTB_DANRE	comtb	264	Danio rerio	2:Experimental evidence at transcript level	Catechol O-methyltransferase B	1.0	0.999	3	5	5	5	2	3	2	3	2	3	1.72239296E8	1.73118128E8	
sp|A4IG62|SUV3_DANRE	A4IG62	SUV3_DANRE	supv3l1	763	Danio rerio	2:Experimental evidence at transcript level	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.0	0.999	6	8	8	8	4	4	4	4	4	4	3.30341536E8	1.33553968E8	
sp|A4IGF3|ATP23_DANRE	A4IGF3	ATP23_DANRE	atp23	254	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial inner membrane protease ATP23 homolog	0.9994	0.9964	4	7	7	7	4	3	4	3	4	3	2.24946432E8	9.4534256E7	
sp|A4IGH4|WDR4_DANRE	A4IGH4	WDR4_DANRE	wdr4	413	Danio rerio	2:Experimental evidence at transcript level	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4	1.0	0.999	10	15	15	15	9	6	9	6	9	6	4.94895264E8	2.91771936E8	
sp|A4QN59|DPH2_DANRE	A4QN59	DPH2_DANRE	dph2	498	Danio rerio	2:Experimental evidence at transcript level	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	1.0	0.9986	4	6	6	6	4	2	4	2	4	2	9.2024352E7	9.4053536E7	
sp|A4QNW7|PHIPL_DANRE	A4QNW7	PHIPL_DANRE	phyhipl	377	Danio rerio	2:Experimental evidence at transcript level	Phytanoyl-CoA hydroxylase-interacting protein-like	1.0	0.999	13	24	24	24	16	8	16	8	16	8	6.6134758E8	3.19149056E8	
sp|A4QP73|TTC19_DANRE	A4QP73	TTC19_DANRE	ttc19	403	Danio rerio	2:Experimental evidence at transcript level	Tetratricopeptide repeat protein 19, mitochondrial	0.9665	0.999	1	1	1	1	1	0	1	0	1	0	2.1632374E7	0.0	
sp|A4QP78|CNO11_DANRE	A4QP78	CNO11_DANRE	cnot11	445	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 11	0.965	0.9989	1	2	2	2	1	1	1	1	1	1	307124.1	2018983.4	
sp|A4VCH0|SAC1A_DANRE	A4VCH0	SAC1A_DANRE	sacm1la	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-A	1.0	0.9988	10	16	9	16	9	7	4	5	9	7	4.7926304E8	2.3994432E8	
sp|A5D6U8|ACP7_DANRE	A5D6U8	ACP7_DANRE	acp7	443	Danio rerio	2:Experimental evidence at transcript level	Acid phosphatase type 7	1.0	0.9988	4	10	10	10	6	4	6	4	6	4	5.7843584E8	3.42137472E8	
sp|A5D8S8|HEXI1_DANRE	A5D8S8	HEXI1_DANRE	hexim1	319	Danio rerio	2:Experimental evidence at transcript level	Protein HEXIM1	0.7321	0.9894	1	2	2	2	1	1	1	1	1	1	8.1273512E7	8.612264E7	
sp|A5HAK0|RNSL3_DANRE	A5HAK0	RNSL3_DANRE	rnasel3	149	Danio rerio	1:Experimental evidence at protein level	Ribonuclease-like 3	0.9581	0.9987	1	2	2	2	1	1	1	1	1	1	3.96152576E8	1.72540432E8	
sp|A5PF44|GARL3_DANRE	A5PF44	GARL3_DANRE	garnl3	1015	Danio rerio	3:Protein inferred from homology	GTPase-activating Rap/Ran-GAP domain-like protein 3	0.9999	0.999	4	6	6	6	4	2	4	2	4	2	1.6752992E8	9.9579208E7	
sp|A5PF48|MYO1C_DANRE	A5PF48	MYO1C_DANRE	myo1c	1026	Danio rerio	3:Protein inferred from homology	Unconventional myosin-Ic	1.0	0.9989	5	44	26	44	21	23	14	12	21	23	2.22129331E9	1.54485274E9	
sp|A5PF61|LEG1A_DANRE	A5PF61	LEG1A_DANRE	leg1a	364	Danio rerio	1:Experimental evidence at protein level	Protein leg1a	1.0	0.999	9	53	36	53	31	22	19	17	31	22	7.734506E9	7.0208701E9	
sp|A5PL98|SDHB_DANRE	A5PL98	SDHB_DANRE	sdhb	280	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.0	0.999	21	104	104	104	56	48	56	48	56	48	9.3542216E9	7.1605437E9	
sp|A5PLC8|PTMAB_DANRE	A5PLC8	PTMAB_DANRE	ptmab	106	Danio rerio	1:Experimental evidence at protein level	Prothymosin alpha-B	1.0	0.999	6	186	186	186	108	78	108	78	108	78	5.4594077E10	3.9344476E10	
sp|A5PLK2|LHPP_DANRE	A5PLK2	LHPP_DANRE	lhpp	270	Danio rerio	2:Experimental evidence at transcript level	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1.0	0.999	14	32	32	32	19	13	19	13	19	13	1.71136243E9	1.23392653E9	
sp|A5PMF6|GT251_DANRE	A5PMF6	GT251_DANRE	colgalt1	604	Danio rerio	3:Protein inferred from homology	Procollagen galactosyltransferase 1	1.0	0.9987	8	9	9	9	6	3	6	3	6	3	5.8750182E9	7.4995208E7	
sp|A5PMU4|ANS1B_DANRE	A5PMU4	ANS1B_DANRE	anks1b	1280	Danio rerio	3:Protein inferred from homology	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	0.999	0.9985	4	5	5	5	2	3	2	3	2	3	2.11544224E8	6.0098344E7	
sp|A5PMY6|COL12_DANRE	A5PMY6	COL12_DANRE	colec12	720	Danio rerio	2:Experimental evidence at transcript level	Collectin-12	0.9983	0.999	2	3	3	3	2	1	2	1	2	1	1.32057832E8	4.7028792E7	
sp|A5PN38|F151A_DANRE	A5PN38	F151A_DANRE	fam151a	599	Danio rerio	3:Protein inferred from homology	Protein FAM151A	0.973	0.9957	2	4	4	4	1	3	1	3	1	3	1.74130608E8	4.3256224E7	
sp|A5WVX0|ITPA_DANRE	A5WVX0	ITPA_DANRE	itpa	203	Danio rerio	2:Experimental evidence at transcript level	Inosine triphosphate pyrophosphatase	1.0	0.999	11	55	55	55	30	25	30	25	30	25	4.332372E9	3.07503923E9	
sp|A5WVX1|EFNMT_DANRE	A5WVX1	EFNMT_DANRE	mettl13	690	Danio rerio	2:Experimental evidence at transcript level	eEF1A lysine and N-terminal methyltransferase	0.6572	0.9849	1	1	1	1	1	0	1	0	1	0	3.2908094E7	0.0	
sp|A5WVX9|ZDH17_DANRE	A5WVX9	ZDH17_DANRE	zdhhc17	620	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC17	0.9983	0.999	2	3	3	3	2	1	2	1	2	1	4.5724528E7	3.0026218E7	
sp|A5WWB6|ZWILC_DANRE	A5WWB6	ZWILC_DANRE	zwilch	583	Danio rerio	2:Experimental evidence at transcript level	Protein zwilch homolog	0.9951	0.999	2	2	2	2	1	1	1	1	1	1	3.0656952E7	2.1754092E7	
sp|A7E2M3|EMC10_DANRE	A7E2M3	EMC10_DANRE	emc10	257	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 10	1.0	0.999	6	14	14	14	8	6	8	6	8	6	7.2188499E8	2.69038048E8	
sp|A7MBL8|PKN2_DANRE	A7MBL8	PKN2_DANRE	pkn2	977	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase N2	1.0	0.9964	4	7	7	7	5	2	5	2	5	2	2.0248032E8	7.1962032E7	
sp|A7MBS7|THS7A_DANRE	A7MBS7	THS7A_DANRE	thsd7aa	1686	Danio rerio	1:Experimental evidence at protein level	Thrombospondin type-1 domain-containing protein 7A	1.0	0.9989	8	10	10	10	6	4	6	4	6	4	3.03144448E8	1.26303206E9	
sp|A7Y7X5|ZN711_DANRE	A7Y7X5	ZN711_DANRE	znf711	761	Danio rerio	1:Experimental evidence at protein level	Zinc finger protein 711	0.7745	0.9915	1	1	1	1	1	0	1	0	1	0	1.9987176E7	0.0	
sp|A7YT82|NMT2_DANRE	A7YT82	NMT2_DANRE	nmt2	492	Danio rerio	2:Experimental evidence at transcript level	Glycylpeptide N-tetradecanoyltransferase 2	1.0	0.9988	7	12	12	12	8	4	8	4	8	4	3.148896E8	1.81510944E8	
sp|A7YY97|CD37L_DANRE	A7YY97	CD37L_DANRE	cdc37l1	313	Danio rerio	2:Experimental evidence at transcript level	Hsp90 co-chaperone Cdc37-like 1	0.7114	0.9882	1	1	1	1	1	0	1	0	1	0	8865669.0	0.0	
sp|A8C984|MYLK3_DANRE	A8C984	MYLK3_DANRE	mylk3	715	Danio rerio	2:Experimental evidence at transcript level	Myosin light chain kinase 3	0.6624	0.9853	2	2	2	11	1	1	1	1	5	6	6375876.5	7355846.0	
sp|A8DZE6|WTIP_DANRE	A8DZE6	WTIP_DANRE	wtip	648	Danio rerio	3:Protein inferred from homology	Wilms tumor protein 1-interacting protein homolog	0.8538	0.995	1	2	2	2	1	1	1	1	1	1	8.4684496E7	6.4874676E7	
sp|A8E5C5|DS7CA_DANRE	A8E5C5	DS7CA_DANRE	dhrs7ca	324	Danio rerio	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 7C-A	1.0	0.999	10	15	15	15	11	4	11	4	11	4	2.76395136E9	3.9119136E8	
sp|A8E7C5|SAC2_DANRE	A8E7C5	SAC2_DANRE	inpp5f	1120	Danio rerio	3:Protein inferred from homology	Phosphatidylinositide phosphatase SAC2	1.0	0.9988	5	7	7	7	4	3	4	3	4	3	7.8945638E8	2.70840128E8	
sp|A8E7G4|DEN10_DANRE	A8E7G4	DEN10_DANRE	dennd10	349	Danio rerio	2:Experimental evidence at transcript level	DENN domain-containing protein 10	0.9265	0.9861	2	4	4	4	2	2	2	2	2	2	1.12987512E8	7.1883248E7	
sp|A8E7I5|TTC36_DANRE	A8E7I5	TTC36_DANRE	ttc36	187	Danio rerio	2:Experimental evidence at transcript level	Tetratricopeptide repeat protein 36	0.9951	0.9961	3	4	4	4	2	2	2	2	2	2	9.03064E7	7.281468E7	
sp|A8KB34|ACY2_DANRE	A8KB34	ACY2_DANRE	aspa	315	Danio rerio	2:Experimental evidence at transcript level	Aspartoacylase	1.0	0.999	7	12	12	12	7	5	7	5	7	5	4.01511616E8	1.28657456E8	
sp|A8KBL7|MET2A_DANRE	A8KBL7	MET2A_DANRE	mettl2a	353	Danio rerio	2:Experimental evidence at transcript level	tRNA N(3)-methylcytidine methyltransferase METTL2	0.984	0.9794	1	5	5	5	1	4	1	4	1	4	0.0	974756.94	
sp|A8WE67|KBP_DANRE	A8WE67	KBP_DANRE	kifbp	631	Danio rerio	2:Experimental evidence at transcript level	KIF-binding protein	1.0	0.999	11	16	16	16	11	5	11	5	11	5	3.9923568E8	2.52446528E8	
sp|A8WFR0|LAMP5_DANRE	A8WFR0	LAMP5_DANRE	lamp5	275	Danio rerio	2:Experimental evidence at transcript level	Lysosome-associated membrane glycoprotein 5	1.0	0.999	4	9	9	9	5	4	5	4	5	4	3.80700928E8	1.6594064E8	
sp|A8WG57|HMGC2_DANRE	A8WG57	HMGC2_DANRE	hmgcll1	335	Danio rerio	2:Experimental evidence at transcript level	3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic	0.9647	0.9989	1	2	2	2	1	1	1	1	1	1	9.570312E7	5.7229768E7	
sp|A8WG88|TMX2A_DANRE	A8WG88	TMX2A_DANRE	tmx2a	301	Danio rerio	2:Experimental evidence at transcript level	Thioredoxin-related transmembrane protein 2-A	0.9612	0.9988	1	1	1	1	1	0	1	0	1	0	2.4741086E7	0.0	
sp|A8WGA0|C27C1_DANRE	A8WGA0	C27C1_DANRE	cyp27c1	540	Danio rerio	1:Experimental evidence at protein level	Cytochrome P450 27C1	0.5826	0.9794	1	1	1	1	0	1	0	1	0	1	0.0	6.6776936E7	
sp|A8WGP3|PP4CA_DANRE	A8WGP3	PP4CA_DANRE	ppp4ca	311	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 4 catalytic subunit A	0.9977	0.999	9	2	2	55	1	1	1	1	28	27	5.1973224E7	3.2542374E7	
sp|A8WHR3|YJU2_DANRE	A8WHR3	YJU2_DANRE	yju2	345	Danio rerio	1:Experimental evidence at protein level	Splicing factor YJU2	1.0	0.999	5	11	11	11	5	6	5	6	5	6	3.45981248E8	1.91124992E8	
sp|A8Y5U1|RIMC1_DANRE	A8Y5U1	RIMC1_DANRE	rimoc1	276	Danio rerio	2:Experimental evidence at transcript level	RAB7A-interacting MON1-CCZ1 complex subunit 1	0.9783	0.996	2	3	3	3	2	1	2	1	2	1	9.6794352E7	6.7120936E7	
sp|A9C3P0|MLEC_DANRE	A9C3P0	MLEC_DANRE	mlec	285	Danio rerio	3:Protein inferred from homology	Malectin	1.0	0.999	16	82	82	82	44	38	44	38	44	38	1.1614551E10	4.13353395E9	
