Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	6hpf Spectral Count	6hpf Unique Spectral Count	6hpf Total Spectral Count	6hpf Intensity	Indistinguishable Proteins
sp|A2AV36|ANM7_DANRE	A2AV36	ANM7_DANRE	prmt7	683	Danio rerio	2:Experimental evidence at transcript level	Protein arginine N-methyltransferase 7	1.0	0.999	7	10	10	10	10	10	10	1.05948397E9	
sp|A2BEA6|ARI3A_DANRE	A2BEA6	ARI3A_DANRE	arid3a	570	Danio rerio	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 3A	1.0	0.999	8	26	26	26	26	26	26	5.1268475E9	
sp|A2BFP5|S12A9_DANRE	A2BFP5	S12A9_DANRE	slc12a9	899	Danio rerio	3:Protein inferred from homology	Solute carrier family 12 member 9	1.0	0.999	18	106	106	106	106	106	106	3.6556972E10	
sp|A2BGG1|MTMRC_DANRE	A2BGG1	MTMRC_DANRE	mtmr12	736	Danio rerio	1:Experimental evidence at protein level	Myotubularin-related protein 12	1.0	0.999	11	14	14	14	14	14	14	1.09179661E9	
sp|A2BGR3|ERC6L_DANRE	A2BGR3	ERC6L_DANRE	ercc6l	1451	Danio rerio	1:Experimental evidence at protein level	DNA excision repair protein ERCC-6-like	1.0	0.999	50	125	125	125	125	125	125	3.5576578E10	
sp|A2BGS3|TM116_DANRE	A2BGS3	TM116_DANRE	tmem116	361	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 116	0.3678	0.9518	1	1	1	1	1	1	1	7.1446976E7	
sp|A2BGT0|UBP30_DANRE	A2BGT0	UBP30_DANRE	usp30	491	Danio rerio	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase 30	1.0	0.999	12	26	26	26	26	26	26	4.13207962E9	
sp|A2BGU9|SERHL_DANRE	A2BGU9	SERHL_DANRE	serhl	326	Danio rerio	2:Experimental evidence at transcript level	Serine hydrolase-like protein	1.0	0.999	8	18	18	18	18	18	18	6.2959473E9	
sp|A2BHB7|GATC_DANRE	A2BHB7	GATC_DANRE	gatc	184	Danio rerio	3:Protein inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	1.0	0.999	8	33	33	33	33	33	33	5.4201093E9	
sp|A2BHJ4|CNO6L_DANRE	A2BHJ4	CNO6L_DANRE	cnot6l	559	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 6-like	0.9993	0.9967	2	4	4	4	4	4	4	1.3179913E9	
sp|A2BID7|PRD10_DANRE	A2BID7	PRD10_DANRE	prdm10	1121	Danio rerio	3:Protein inferred from homology	PR domain zinc finger protein 10	1.0	0.999	7	7	7	7	7	7	7	5.20427008E8	
sp|A2BIE7|TAPT1_DANRE	A2BIE7	TAPT1_DANRE	tapt1	567	Danio rerio	2:Experimental evidence at transcript level	Transmembrane anterior posterior transformation protein 1 homolog	1.0	0.9988	12	25	25	25	25	25	25	3.89560934E9	
sp|A2BIG9|NAA38_DANRE	A2BIG9	NAA38_DANRE	naa38	109	Danio rerio	3:Protein inferred from homology	N-alpha-acetyltransferase 38, NatC auxiliary subunit	0.9999	0.9987	3	5	5	5	5	5	5	8.9300384E8	
sp|A2BIJ3|BSDC1_DANRE	A2BIJ3	BSDC1_DANRE	bsdc1	412	Danio rerio	1:Experimental evidence at protein level	BSD domain-containing protein 1	1.0	0.999	7	14	14	14	14	14	14	1.59975629E9	
sp|A2BIL7|BAZ1B_DANRE	A2BIL7	BAZ1B_DANRE	baz1b	1536	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	1.0	0.999	52	102	102	102	102	102	102	4.3496518E10	
sp|A2BIL8|BC7BB_DANRE	A2BIL8	BC7BB_DANRE	bcl7bb	201	Danio rerio	2:Experimental evidence at transcript level	B-cell CLL/lymphoma 7 protein family member B-B	0.9996	0.986	7	9	8	12	9	8	12	6.7322054E8	
sp|A2CEH0|POC1B_DANRE	A2CEH0	POC1B_DANRE	poc1b	490	Danio rerio	2:Experimental evidence at transcript level	POC1 centriolar protein homolog B	1.0	0.999	12	18	18	18	18	18	18	2.51259008E9	
sp|A2CEI4|NUP88_DANRE	A2CEI4	NUP88_DANRE	nup88	720	Danio rerio	1:Experimental evidence at protein level	Nucleoporin 88	1.0	0.999	36	106	106	106	106	106	106	1.22048938E11	
sp|A2CEI6|PIWL2_DANRE	A2CEI6	PIWL2_DANRE	piwil2	1046	Danio rerio	1:Experimental evidence at protein level	Piwi-like protein 2	1.0	0.9989	16	21	21	21	21	21	21	7.3393608E9	
sp|A2CEQ0|SCM2B_DANRE	A2CEQ0	SCM2B_DANRE	slc25a25b	469	Danio rerio	3:Protein inferred from homology	Calcium-binding mitochondrial carrier protein SCaMC-2-B	1.0	0.999	18	52	46	52	52	46	52	1.24565064E10	
sp|A2CES0|NEUFC_DANRE	A2CES0	NEUFC_DANRE	cyb5d2	267	Danio rerio	3:Protein inferred from homology	Neuferricin	0.4645	0.9672	2	2	2	2	2	2	2	3.7979268E7	
sp|A2CEX1|ZDH8B_DANRE	A2CEX1	ZDH8B_DANRE	zdhhc8b	751	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC8B	0.926	0.9813	2	1	1	2	1	1	2	4.8575232E7	
sp|A2RRV3|PATL1_DANRE	A2RRV3	PATL1_DANRE	patl1	765	Danio rerio	1:Experimental evidence at protein level	Protein PAT1 homolog 1	1.0	0.999	25	58	58	58	58	58	58	1.30864118E10	
sp|A2RRV9|NARFL_DANRE	A2RRV9	NARFL_DANRE	narfl	411	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor narfl	1.0	0.999	14	28	28	28	28	28	28	7.1355607E9	
sp|A2RV01|DPH6_DANRE	A2RV01	DPH6_DANRE	dph6	255	Danio rerio	2:Experimental evidence at transcript level	Diphthine--ammonia ligase	1.0	0.999	8	13	13	13	13	13	13	2.72670848E9	
sp|A2RV18|DI3L1_DANRE	A2RV18	DI3L1_DANRE	dis3l	1057	Danio rerio	2:Experimental evidence at transcript level	DIS3-like exonuclease 1	1.0	0.999	21	38	38	38	38	38	38	3.61573862E9	
sp|A2RV29|ZN346_DANRE	A2RV29	ZN346_DANRE	znf346	301	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 346	1.0	0.999	9	34	34	34	34	34	34	7.5908628E9	
sp|A2VD23|STM_DANRE	A2VD23	STM_DANRE	stm	613	Danio rerio	2:Experimental evidence at transcript level	Protein starmaker	1.0	0.999	12	21	21	21	21	21	21	3.66652774E9	
sp|A3KNA7|SRBP2_DANRE	A3KNA7	SRBP2_DANRE	srebf2	1099	Danio rerio	1:Experimental evidence at protein level	Sterol regulatory element-binding protein 2	0.9992	0.9962	3	3	3	3	3	3	3	3.4213324E7	
sp|A3KNI7|CCDB1_DANRE	A3KNI7	CCDB1_DANRE	ccndbp1	344	Danio rerio	2:Experimental evidence at transcript level	Cyclin-D1-binding protein 1 homolog	1.0	0.999	10	15	15	15	15	15	15	2.59074176E9	
sp|A3KNK7|MED11_DANRE	A3KNK7	MED11_DANRE	med11	114	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 11	1.0	0.9989	7	11	11	11	11	11	11	3.85170227E9	
sp|A3KNL5|ATF1A_DANRE	A3KNL5	ATF1A_DANRE	atp5if1a	105	Danio rerio	3:Protein inferred from homology	ATPase inhibitor A, mitochondrial	1.0	0.999	11	264	264	264	264	264	264	4.66175164E11	
sp|A3KNM5|SIM15_DANRE	A3KNM5	SIM15_DANRE	smim15	74	Danio rerio	3:Protein inferred from homology	Small integral membrane protein 15	0.4104	0.9594	1	2	2	2	2	2	2	6.9779779E9	
sp|A3KNS2|CNPY3_DANRE	A3KNS2	CNPY3_DANRE	cnpy3	276	Danio rerio	2:Experimental evidence at transcript level	Protein canopy homolog 3	1.0	0.999	14	47	47	47	47	47	47	1.57466522E10	
sp|A3KNW0|PLD6_DANRE	A3KNW0	PLD6_DANRE	pld6	227	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial cardiolipin hydrolase	0.4241	0.9616	1	3	3	3	3	3	3	1.10377011E9	
sp|A3KP37|NDUF5_DANRE	A3KP37	NDUF5_DANRE	ndufaf5	321	Danio rerio	2:Experimental evidence at transcript level	Arginine-hydroxylase NDUFAF5, mitochondrial	1.0	0.999	15	56	56	56	56	56	56	1.70978724E10	
sp|A3KP48|F162B_DANRE	A3KP48	F162B_DANRE	fam162b	155	Danio rerio	2:Experimental evidence at transcript level	Protein FAM162B	1.0	0.999	9	56	56	56	56	56	56	3.01983232E10	
sp|A3KP59|RIOX1_DANRE	A3KP59	RIOX1_DANRE	riox1	544	Danio rerio	2:Experimental evidence at transcript level	Ribosomal oxygenase 1	1.0	0.999	18	33	33	33	33	33	33	4.6139745E9	
sp|A3KP74|SDHF2_DANRE	A3KP74	SDHF2_DANRE	sdhaf2	158	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase assembly factor 2, mitochondrial	1.0	0.999	6	20	20	20	20	20	20	4.29333197E9	
sp|A3KP77|OXND1_DANRE	A3KP77	OXND1_DANRE	oxnad1	270	Danio rerio	2:Experimental evidence at transcript level	Oxidoreductase NAD-binding domain-containing protein 1	0.3737	0.953	2	3	3	3	3	3	3	8.6864998E8	
sp|A3KP85|ETKMT_DANRE	A3KP85	ETKMT_DANRE	etfbkmt	258	Danio rerio	2:Experimental evidence at transcript level	Electron transfer flavoprotein beta subunit lysine methyltransferase	0.9347	0.9968	1	2	2	2	2	2	2	1.0735116E8	
sp|A3KPA0|JAM3B_DANRE	A3KPA0	JAM3B_DANRE	jam3b	302	Danio rerio	1:Experimental evidence at protein level	Junctional adhesion molecule 3B	0.5197	0.9735	2	2	2	2	2	2	2	1.67941648E8	
sp|A3KPA3|NAA60_DANRE	A3KPA3	NAA60_DANRE	naa60	242	Danio rerio	2:Experimental evidence at transcript level	N-alpha-acetyltransferase 60	0.993	0.9981	2	2	2	2	2	2	2	1.64730944E8	
sp|A3KPK0|AGO3_DANRE	A3KPK0	AGO3_DANRE	ago3	860	Danio rerio	3:Protein inferred from homology	Protein argonaute-3	1.0	0.999	17	40	40	40	40	40	40	7.7583785E9	
sp|A3KPN8|TTC38_DANRE	A3KPN8	TTC38_DANRE	ttc38	466	Danio rerio	3:Protein inferred from homology	Tetratricopeptide repeat protein 38	1.0	0.999	18	38	38	38	38	38	38	8.8955361E9	
sp|A3KPP3|MOG1_DANRE	A3KPP3	MOG1_DANRE	rangrf	183	Danio rerio	2:Experimental evidence at transcript level	Ran guanine nucleotide release factor	1.0	0.9984	4	5	5	5	5	5	5	4.4457568E8	
sp|A3KPQ7|CEIP2_DANRE	A3KPQ7	CEIP2_DANRE	cemip2	1378	Danio rerio	1:Experimental evidence at protein level	Cell surface hyaluronidase	1.0	0.999	16	23	23	23	23	23	23	1.68579443E9	
sp|A3KPW7|PTAR1_DANRE	A3KPW7	PTAR1_DANRE	ptar1	426	Danio rerio	2:Experimental evidence at transcript level	Protein prenyltransferase alpha subunit repeat-containing protein 1	0.9994	0.994	4	4	4	4	4	4	4	1.33019E8	
sp|A3KPW9|BAG6_DANRE	A3KPW9	BAG6_DANRE	Bag6	1160	Danio rerio	3:Protein inferred from homology	Large proline-rich protein BAG6	1.0	0.9989	11	25	25	25	25	25	25	1.11905116E10	
sp|A3KQ55|MEPCE_DANRE	A3KQ55	MEPCE_DANRE	mepce	645	Danio rerio	3:Protein inferred from homology	7SK snRNA methylphosphate capping enzyme	1.0	0.999	15	24	24	24	24	24	24	3.13194957E9	
sp|A3KQI3|BORC8_DANRE	A3KQI3	BORC8_DANRE	borcs8	124	Danio rerio	2:Experimental evidence at transcript level	BLOC-1-related complex subunit 8	1.0	0.999	7	8	8	8	8	8	8	9.6300928E8	
sp|A3KQS4|MINY1_DANRE	A3KQS4	MINY1_DANRE	mindy1	520	Danio rerio	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase MINDY-1	1.0	0.9988	8	10	10	10	10	10	10	1.1076649E9	
sp|A3KQV2|BROX_DANRE	A3KQV2	BROX_DANRE	brox	411	Danio rerio	2:Experimental evidence at transcript level	BRO1 domain-containing protein BROX	1.0	0.999	17	40	40	40	40	40	40	2.60188344E10	
sp|A3QJU3|COQ8B_DANRE	A3QJU3	COQ8B_DANRE	coq8b	624	Danio rerio	3:Protein inferred from homology	Atypical kinase COQ8B, mitochondrial	1.0	0.999	35	160	160	165	160	160	165	5.9727778E10	
sp|A3QK15|AACS_DANRE	A3QK15	AACS_DANRE	aacs	673	Danio rerio	2:Experimental evidence at transcript level	Acetoacetyl-CoA synthetase	1.0	0.999	23	50	50	50	50	50	50	1.41964196E10	
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	Danio rerio	2:Experimental evidence at transcript level	Erlin-2	1.0	0.999	30	248	248	274	248	248	274	2.38174388E11	
sp|A4FUN9|CAHM5_DANRE	A4FUN9	CAHM5_DANRE	calhm5.1	310	Danio rerio	2:Experimental evidence at transcript level	Calcium homeostasis modulator protein 5	0.9899	0.9973	2	2	2	2	2	2	2	4.74548064E8	
sp|A4IG32|MICU1_DANRE	A4IG32	MICU1_DANRE	micu1	489	Danio rerio	2:Experimental evidence at transcript level	Calcium uptake protein 1, mitochondrial	1.0	0.999	19	45	45	45	45	45	45	1.092109E10	
sp|A4IG42|TCAF_DANRE	A4IG42	TCAF_DANRE	tcaf	912	Danio rerio	2:Experimental evidence at transcript level	TRPM8 channel-associated factor homolog	1.0	0.999	21	32	30	32	32	30	32	4.05754086E9	
sp|A4IG59|WASH1_DANRE	A4IG59	WASH1_DANRE	washc1	481	Danio rerio	2:Experimental evidence at transcript level	WASH complex subunit 1	1.0	0.999	11	19	19	19	19	19	19	2.43856614E9	
sp|A4IG61|MID51_DANRE	A4IG61	MID51_DANRE	mief1	468	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial dynamics protein MID51	1.0	0.999	15	36	36	36	36	36	36	6.7518935E9	
sp|A4IG62|SUV3_DANRE	A4IG62	SUV3_DANRE	supv3l1	763	Danio rerio	2:Experimental evidence at transcript level	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.0	0.999	37	145	145	145	145	145	145	5.7550615E10	
sp|A4IG66|TM201_DANRE	A4IG66	TM201_DANRE	tmem201	651	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 201	0.9996	0.9987	2	2	2	2	2	2	2	8.7849272E7	
sp|A4IG72|TGFA1_DANRE	A4IG72	TGFA1_DANRE	tgfbrap1	863	Danio rerio	2:Experimental evidence at transcript level	Transforming growth factor-beta receptor-associated protein 1 homolog	1.0	0.999	13	29	29	29	29	29	29	3.17667149E9	
sp|A4IGF3|ATP23_DANRE	A4IGF3	ATP23_DANRE	atp23	254	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial inner membrane protease ATP23 homolog	1.0	0.999	14	64	64	64	64	64	64	2.20219761E10	
sp|A4IGH2|RSAD1_DANRE	A4IGH2	RSAD1_DANRE	rsad1	444	Danio rerio	2:Experimental evidence at transcript level	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial	0.9438	0.9923	2	2	2	2	2	2	2	1.78040192E8	
sp|A4IGH4|WDR4_DANRE	A4IGH4	WDR4_DANRE	wdr4	413	Danio rerio	2:Experimental evidence at transcript level	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4	1.0	0.999	15	34	34	34	34	34	34	5.1095962E9	
sp|A4QN56|MFS4B_DANRE	A4QN56	MFS4B_DANRE	mfsd4b	594	Danio rerio	2:Experimental evidence at transcript level	Sodium-dependent glucose transporter 1	0.9604	0.9988	1	1	1	1	1	1	1	6.5867866E8	
sp|A4QN59|DPH2_DANRE	A4QN59	DPH2_DANRE	dph2	498	Danio rerio	2:Experimental evidence at transcript level	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	1.0	0.999	9	16	16	16	16	16	16	2.64004429E9	
sp|A4QNR8|LENG8_DANRE	A4QNR8	LENG8_DANRE	leng8	839	Danio rerio	2:Experimental evidence at transcript level	Leukocyte receptor cluster member 8 homolog	1.0	0.9989	10	12	12	12	12	12	12	1.44109952E9	
sp|A4QNX6|CTL2B_DANRE	A4QNX6	CTL2B_DANRE	ctdspl2b	460	Danio rerio	2:Experimental evidence at transcript level	CTD small phosphatase-like protein 2-B	0.9997	0.999	8	4	4	21	4	4	21	3.22686624E8	
sp|A4QNZ7|P33MX_DANRE	A4QNZ7	P33MX_DANRE	p33monox	317	Danio rerio	1:Experimental evidence at protein level	Putative monooxygenase p33MONOX	1.0	0.999	20	45	45	45	45	45	45	1.24974694E10	
sp|A4QP31|TBCC1_DANRE	A4QP31	TBCC1_DANRE	tbccd1	582	Danio rerio	2:Experimental evidence at transcript level	TBCC domain-containing protein 1	1.0	0.9988	5	6	6	6	6	6	6	2.51470208E9	
sp|A4QP73|TTC19_DANRE	A4QP73	TTC19_DANRE	ttc19	403	Danio rerio	2:Experimental evidence at transcript level	Tetratricopeptide repeat protein 19, mitochondrial	1.0	0.999	9	27	27	27	27	27	27	4.5484196E9	
sp|A4QP75|TRM2B_DANRE	A4QP75	TRM2B_DANRE	trmt2b	480	Danio rerio	2:Experimental evidence at transcript level	tRNA (uracil-5-)-methyltransferase homolog B	1.0	0.999	14	27	27	27	27	27	27	7.3753129E9	
sp|A4QP78|CNO11_DANRE	A4QP78	CNO11_DANRE	cnot11	445	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 11	1.0	0.999	6	16	16	16	16	16	16	1.51937306E9	
sp|A4VCH0|SAC1A_DANRE	A4VCH0	SAC1A_DANRE	sacm1la	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-A	1.0	0.999	34	275	215	275	275	215	275	1.86683752E11	
sp|A4VCH4|VP35L_DANRE	A4VCH4	VP35L_DANRE	vps35l	963	Danio rerio	2:Experimental evidence at transcript level	VPS35 endosomal protein-sorting factor-like	1.0	0.999	37	74	74	74	74	74	74	1.37682852E10	
sp|A5D6U8|ACP7_DANRE	A5D6U8	ACP7_DANRE	acp7	443	Danio rerio	2:Experimental evidence at transcript level	Acid phosphatase type 7	0.9992	0.9959	4	4	4	4	4	4	4	4.926384E8	
sp|A5D6V4|TM17B_DANRE	A5D6V4	TM17B_DANRE	Tmem17b	191	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 17B	0.9114	0.985	3	3	3	3	3	3	3	2.6091664E8	
sp|A5D8S5|SH3R1_DANRE	A5D8S5	SH3R1_DANRE	sh3rf1	867	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase SH3RF1	1.0	0.997	8	9	9	9	9	9	9	1.4606176E9	
sp|A5D8S8|HEXI1_DANRE	A5D8S8	HEXI1_DANRE	hexim1	319	Danio rerio	2:Experimental evidence at transcript level	Protein HEXIM1	1.0	0.999	10	12	12	12	12	12	12	4.5899607E9	
sp|A5HAK0|RNSL3_DANRE	A5HAK0	RNSL3_DANRE	rnasel3	149	Danio rerio	1:Experimental evidence at protein level	Ribonuclease-like 3	0.838	0.9943	2	2	2	2	2	2	2	1.51376672E8	
sp|A5PF48|MYO1C_DANRE	A5PF48	MYO1C_DANRE	myo1c	1026	Danio rerio	3:Protein inferred from homology	Unconventional myosin-Ic	1.0	0.999	7	15	15	15	15	15	15	4.11966106E9	
sp|A5PL98|SDHB_DANRE	A5PL98	SDHB_DANRE	sdhb	280	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.0	0.999	25	470	470	470	470	470	470	4.63604646E11	
sp|A5PLC8|PTMAB_DANRE	A5PLC8	PTMAB_DANRE	ptmab	106	Danio rerio	1:Experimental evidence at protein level	Prothymosin alpha-B	1.0	0.9986	3	14	14	14	14	14	14	4.2354541E10	
sp|A5PLF5|TM2D3_DANRE	A5PLF5	TM2D3_DANRE	tm2d3	244	Danio rerio	2:Experimental evidence at transcript level	TM2 domain-containing protein 3	1.0	0.9989	3	5	5	5	5	5	5	1.27483546E9	
sp|A5PLG0|LYRM7_DANRE	A5PLG0	LYRM7_DANRE	LYRM7	104	Danio rerio	3:Protein inferred from homology	Complex III assembly factor LYRM7	1.0	0.999	12	45	45	45	45	45	45	2.19157074E10	
sp|A5PLH4|TM2D1_DANRE	A5PLH4	TM2D1_DANRE	tm2d1	197	Danio rerio	2:Experimental evidence at transcript level	TM2 domain-containing protein 1	0.9549	0.9986	1	3	3	3	3	3	3	5.17997728E8	
sp|A5PLK2|LHPP_DANRE	A5PLK2	LHPP_DANRE	lhpp	270	Danio rerio	2:Experimental evidence at transcript level	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1.0	0.999	14	26	26	26	26	26	26	6.7793213E9	
sp|A5PMF6|GT251_DANRE	A5PMF6	GT251_DANRE	colgalt1	604	Danio rerio	3:Protein inferred from homology	Procollagen galactosyltransferase 1	1.0	0.999	5	6	6	6	6	6	6	3.75021952E8	
sp|A5PMR2|UBP33_DANRE	A5PMR2	UBP33_DANRE	usp33	897	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin carboxyl-terminal hydrolase 33	0.9764	0.9659	2	2	2	2	2	2	2	1.8836332E7	
sp|A5PMU4|ANS1B_DANRE	A5PMU4	ANS1B_DANRE	anks1b	1280	Danio rerio	3:Protein inferred from homology	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	0.9985	0.993	3	5	5	5	5	5	5	3.73001024E8	
sp|A5PMX1|ZNT7_DANRE	A5PMX1	ZNT7_DANRE	slc30a7	387	Danio rerio	2:Experimental evidence at transcript level	Zinc transporter 7	1.0	0.999	7	29	29	29	29	29	29	8.2479375E9	
sp|A5PN09|UBP20_DANRE	A5PN09	UBP20_DANRE	usp20	911	Danio rerio	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase 20	1.0	0.999	11	15	15	15	15	15	15	1.68774067E9	
sp|A5PN43|TM175_DANRE	A5PN43	TM175_DANRE	tmem175	520	Danio rerio	3:Protein inferred from homology	Endosomal/lysosomal proton channel TMEM175	0.9992	0.9981	3	3	3	3	3	3	3	3.6655024E8	
sp|A5WUL3|MED22_DANRE	A5WUL3	MED22_DANRE	med22	198	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 22	1.0	0.999	7	23	23	23	23	23	23	5.9222548E9	
sp|A5WUN7|CAM1B_DANRE	A5WUN7	CAM1B_DANRE	camsap1b	1558	Danio rerio	3:Protein inferred from homology	Calmodulin-regulated spectrin-associated protein 1-B	1.0	0.999	28	41	41	41	41	41	41	4.19143603E9	
sp|A5WUT8|EPG5_DANRE	A5WUT8	EPG5_DANRE	epg5	2532	Danio rerio	3:Protein inferred from homology	Ectopic P granules protein 5 homolog	0.9628	0.9757	3	4	4	4	4	4	4	2.40051264E8	
sp|A5WUX7|MTRFR_DANRE	A5WUX7	MTRFR_DANRE	mtrfr	156	Danio rerio	3:Protein inferred from homology	Mitochondrial translation release factor in rescue	1.0	0.999	11	18	18	18	18	18	18	6.4044554E9	
sp|A5WVU9|TRIQK_DANRE	A5WVU9	TRIQK_DANRE	triqk	84	Danio rerio	2:Experimental evidence at transcript level	Triple QxxK/R motif-containing protein	0.9462	0.9983	1	2	2	2	2	2	2	2.12230928E8	
sp|A5WVX0|ITPA_DANRE	A5WVX0	ITPA_DANRE	itpa	203	Danio rerio	2:Experimental evidence at transcript level	Inosine triphosphate pyrophosphatase	1.0	0.999	12	36	36	36	36	36	36	5.5962788E9	
sp|A5WVX1|EFNMT_DANRE	A5WVX1	EFNMT_DANRE	mettl13	690	Danio rerio	2:Experimental evidence at transcript level	eEF1A lysine and N-terminal methyltransferase	1.0	0.999	20	37	37	37	37	37	37	5.7838935E9	
sp|A5WVX9|ZDH17_DANRE	A5WVX9	ZDH17_DANRE	zdhhc17	620	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC17	1.0	0.999	17	28	28	34	28	28	34	1.05029468E10	
sp|A5WW08|CHFR_DANRE	A5WW08	CHFR_DANRE	chfr	637	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase CHFR	0.9994	0.9989	2	2	2	2	2	2	2	4.9751004E7	
sp|A5WW21|RASEF_DANRE	A5WW21	RASEF_DANRE	rasef	663	Danio rerio	2:Experimental evidence at transcript level	Ras and EF-hand domain-containing protein	1.0	0.9989	10	14	14	14	14	14	14	9.8869024E8	
sp|A5WW24|IPO8_DANRE	A5WW24	IPO8_DANRE	ipo8	1024	Danio rerio	3:Protein inferred from homology	Importin-8	1.0	0.999	23	45	45	45	45	45	45	9.4100265E9	
sp|A5WWB6|ZWILC_DANRE	A5WWB6	ZWILC_DANRE	zwilch	583	Danio rerio	2:Experimental evidence at transcript level	Protein zwilch homolog	1.0	0.999	28	66	66	66	66	66	66	1.48115753E10	
sp|A5WWC6|HSDL1_DANRE	A5WWC6	HSDL1_DANRE	hsdl1	319	Danio rerio	2:Experimental evidence at transcript level	Inactive hydroxysteroid dehydrogenase-like protein 1	1.0	0.999	13	27	27	45	27	27	45	1.21395292E10	
sp|A6H8I0|UBP22_DANRE	A6H8I0	UBP22_DANRE	usp22	506	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin carboxyl-terminal hydrolase 22	0.989	0.986	3	4	4	4	4	4	4	1.0578985E10	
sp|A6H8T7|CBPC2_DANRE	A6H8T7	CBPC2_DANRE	zte25	721	Danio rerio	2:Experimental evidence at transcript level	Cytosolic carboxypeptidase 2	0.3819	0.9545	2	2	2	2	2	2	2	1.51706432E8	
sp|A6NAF9|TRD7A_DANRE	A6NAF9	TRD7A_DANRE	tdrd7a	1079	Danio rerio	2:Experimental evidence at transcript level	Tudor domain-containing protein 7A	1.0	0.9985	18	21	20	21	21	20	21	1.8385408E9	
sp|A7E2M3|EMC10_DANRE	A7E2M3	EMC10_DANRE	emc10	257	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 10	1.0	0.999	10	56	56	56	56	56	56	3.33248614E10	
sp|A7MBL8|PKN2_DANRE	A7MBL8	PKN2_DANRE	pkn2	977	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase N2	1.0	0.999	21	31	31	31	31	31	31	6.2404434E9	
sp|A7MBP4|IFT46_DANRE	A7MBP4	IFT46_DANRE	ift46	384	Danio rerio	2:Experimental evidence at transcript level	Intraflagellar transport protein 46 homolog	0.8751	0.9535	2	4	4	4	4	4	4	5.9379256E9	
sp|A7MC22|CCD69_DANRE	A7MC22	CCD69_DANRE	ccdc69	314	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 69	1.0	0.999	12	28	28	28	28	28	28	2.9476119E9	
sp|A7MCB7|TMA16_DANRE	A7MCB7	TMA16_DANRE	tma16	194	Danio rerio	2:Experimental evidence at transcript level	Translation machinery-associated protein 16	1.0	0.999	4	12	12	12	12	12	12	2.1500162E10	
sp|A7MD70|SPDLY_DANRE	A7MD70	SPDLY_DANRE	spdl1	590	Danio rerio	2:Experimental evidence at transcript level	Protein Spindly	1.0	0.999	27	57	57	57	57	57	57	1.27257027E10	
sp|A7YE96|IT70A_DANRE	A7YE96	IT70A_DANRE	ift70a	651	Danio rerio	2:Experimental evidence at transcript level	Intraflagellar transport protein 70A	0.7678	0.9759	2	2	2	2	2	2	2	1.10602584E8	
