Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A1L1W9|MOT10_DANRE	A1L1W9	MOT10_DANRE	slc16a10	505	Danio rerio	2:Experimental evidence at transcript level	Monocarboxylate transporter 10	0.7145	0.9833	1	9	9	9	2	0	1	3	2	1	2	0	1	3	2	1	2	0	1	3	2	1	2064684.6	2785065.2	1710502.4	2898760.2	3720975.2	3459454.5	2064684.6	2785065.2	1710502.4	2898760.2	3720975.2	3459454.5	
sp|A1L244|SAC1B_DANRE	A1L244	SAC1B_DANRE	sacm1lb	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-B	1.0	0.999	6	72	58	72	12	8	9	15	14	14	11	8	8	11	11	9	12	8	9	15	14	14	1.0946246E7	9027963.0	1.2629804E7	2.1634428E7	2.0322752E7	2.0715288E7	4748634.0	4593423.0	4380212.5	5687303.0	5044537.0	5164539.5	
sp|A1L251|ENASE_DANRE	A1L251	ENASE_DANRE	engase	713	Danio rerio	2:Experimental evidence at transcript level	Cytosolic endo-beta-N-acetylglucosaminidase	1.0	0.999	11	140	140	140	24	27	25	20	21	23	24	27	25	20	21	23	24	27	25	20	21	23	2.0848844E7	2.538502E7	2.3367696E7	2.6320608E7	2.4876106E7	2.2829286E7	5972431.5	6042144.5	6073043.5	6458539.5	5870557.5	5682089.0	
sp|A1L252|RANB9_DANRE	A1L252	RANB9_DANRE	ranbp9	597	Danio rerio	2:Experimental evidence at transcript level	Ran-binding protein 9	1.0	0.9981	4	34	34	34	9	4	10	2	4	5	9	4	10	2	4	5	9	4	10	2	4	5	4919184.0	4400540.5	4435670.5	4006319.5	2479254.8	4349647.5	2078411.5	1677360.0	1747383.0	1775392.2	1077261.6	2061320.9	
sp|A1L260|CVN4A_DANRE	A1L260	CVN4A_DANRE	cavin4a	329	Danio rerio	1:Experimental evidence at protein level	Caveolae-associated protein 4a	1.0	0.999	11	141	141	141	18	15	18	27	30	33	18	15	18	27	30	33	18	15	18	27	30	33	4.0856676E7	4.5621124E7	3.9223176E7	1.02292296E8	1.06523424E8	1.06226408E8	1.15216E7	1.1660054E7	1.0530519E7	2.5417088E7	2.695196E7	2.661519E7	
sp|A1L271|GNB5A_DANRE	A1L271	GNB5A_DANRE	gnb5a	355	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein subunit beta-5a	1.0	0.999	11	79	79	192	17	17	9	14	11	11	17	17	9	14	11	11	38	37	26	34	29	28	1.4854963E7	1.52636E7	1.8899706E7	1.8854862E7	1.7594642E7	2.0048316E7	6045949.5	5758641.0	7102697.0	6604271.0	6340925.5	7248659.5	
sp|A1XQX0|NR1AA_DANRE	A1XQX0	NR1AA_DANRE	nrxn1a	1491	Danio rerio	2:Experimental evidence at transcript level	Neurexin-1a	1.0	0.999	18	178	95	178	45	44	40	14	18	17	21	24	22	8	10	10	45	44	40	14	18	17	3.156437E7	2.7339768E7	3.0857044E7	2.116612E7	2.2421118E7	2.0754894E7	5397915.0	4911864.0	4977011.0	3706978.2	3654035.2	3428552.8	
sp|A2AV36|ANM7_DANRE	A2AV36	ANM7_DANRE	prmt7	683	Danio rerio	2:Experimental evidence at transcript level	Protein arginine N-methyltransferase 7	0.7595	0.9835	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	491428.72	464662.62	494260.12	162372.08	297240.6	234382.97	491428.72	464662.62	494260.12	162372.08	297240.6	234382.97	
sp|A2BEA6|ARI3A_DANRE	A2BEA6	ARI3A_DANRE	arid3a	570	Danio rerio	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 3A	0.9998	0.999	2	10	10	10	1	0	1	2	3	3	1	0	1	2	3	3	1	0	1	2	3	3	1904417.6	2023756.6	1975402.4	3936793.5	3708452.8	3750840.5	1904417.6	2023756.6	1975402.4	3936793.5	3708452.8	3750840.5	
sp|A2BGP7|CC125_DANRE	A2BGP7	CC125_DANRE	ccdc125	465	Danio rerio	3:Protein inferred from homology	Coiled-coil domain-containing protein 125	0.9025	0.9913	1	30	30	30	4	6	4	5	5	6	4	6	4	5	5	6	4	6	4	5	5	6	6718006.5	6605109.0	7383883.5	5128533.0	4912185.0	4778169.5	6718006.5	6605109.0	7383883.5	5128533.0	4912185.0	4778169.5	
sp|A2BGU8|SEPT3_DANRE	A2BGU8	SEPT3_DANRE	septin3	361	Danio rerio	2:Experimental evidence at transcript level	Neuronal-specific septin-3	1.0	0.999	16	276	276	276	38	43	36	58	47	54	38	43	36	58	47	54	38	43	36	58	47	54	5.2276596E7	5.1838676E7	5.324386E7	8.3156824E7	7.7272672E7	7.5435176E7	9357511.0	1.002643E7	1.0426951E7	1.3715906E7	1.3364645E7	1.2904816E7	
sp|A2BGU9|SERHL_DANRE	A2BGU9	SERHL_DANRE	serhl	326	Danio rerio	2:Experimental evidence at transcript level	Serine hydrolase-like protein	0.999	0.9988	2	15	15	15	2	4	4	3	2	0	2	4	4	3	2	0	2	4	4	3	2	0	6183922.0	6002044.0	7914490.0	6253684.0	4222102.5	3891641.2	4506861.0	4179080.8	5739198.5	3500625.5	4222102.5	3891641.2	
sp|A2BHJ4|CNO6L_DANRE	A2BHJ4	CNO6L_DANRE	cnot6l	559	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 6-like	0.8679	0.9878	1	7	7	7	4	1	2	0	0	0	4	1	2	0	0	0	4	1	2	0	0	0	2908437.2	2905112.5	3622815.5	3142248.8	3209353.5	3177334.5	2908437.2	2905112.5	3622815.5	3142248.8	3209353.5	3177334.5	
sp|A2BIL7|BAZ1B_DANRE	A2BIL7	BAZ1B_DANRE	baz1b	1536	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	1.0	0.9964	4	10	10	10	2	5	3	0	0	0	2	5	3	0	0	0	2	5	3	0	0	0	3163039.8	3833599.0	4631466.5	1065658.2	222744.81	123703.78	1287387.5	1443998.0	1647737.0	1283909.8	268363.94	149038.88	
sp|A2CEI4|NUP88_DANRE	A2CEI4	NUP88_DANRE	nup88	720	Danio rerio	1:Experimental evidence at protein level	Nucleoporin 88	1.0	0.999	8	99	99	99	18	10	21	16	15	19	18	10	21	16	15	19	18	10	21	16	15	19	1.5413104E7	1.4598573E7	1.5760833E7	1.7272996E7	1.9747646E7	1.8903694E7	5153388.0	5131907.0	5297735.0	5131351.0	5482052.5	5393937.0	
sp|A2RRV9|NARFL_DANRE	A2RRV9	NARFL_DANRE	narfl	411	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor narfl	0.9649	0.9981	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	754296.6	306358.97	398269.2	0.0	0.0	0.0	754296.6	306358.97	398269.2	
sp|A2RV29|ZN346_DANRE	A2RV29	ZN346_DANRE	znf346	301	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 346	1.0	0.999	11	134	134	134	20	19	19	23	25	28	20	19	19	23	25	28	20	19	19	23	25	28	2.2807778E7	1.7620304E7	2.0845692E7	6.5470024E7	4.3719896E7	1.41776528E8	1.1022772E7	1.2264909E7	1.2746899E7	1.4190264E7	1.6444983E7	1.7750018E7	
sp|A2VCZ5|MD13L_DANRE	A2VCZ5	MD13L_DANRE	zgc:153454	2102	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 13-like	1.0	0.9895	4	10	10	10	1	0	2	2	3	2	1	0	2	2	3	2	1	0	2	2	3	2	449429.84	378355.44	517879.22	774251.2	414874.34	668892.56	449429.84	378355.44	517879.22	774251.2	414874.34	464108.94	
sp|A2VD23|STM_DANRE	A2VD23	STM_DANRE	stm	613	Danio rerio	2:Experimental evidence at transcript level	Protein starmaker	0.996	0.9949	2	11	11	11	5	1	3	1	1	0	5	1	3	1	1	0	5	1	3	1	1	0	171593.48	51596.277	0.0	0.0	78226.45	0.0	171593.48	51596.277	0.0	0.0	78226.45	0.0	
sp|A3KPA0|JAM3B_DANRE	A3KPA0	JAM3B_DANRE	jam3b	302	Danio rerio	1:Experimental evidence at protein level	Junctional adhesion molecule 3B	1.0	0.999	6	41	41	41	10	8	8	4	5	6	10	8	8	4	5	6	10	8	8	4	5	6	1.0226518E7	1.1851823E7	1.2086163E7	4257586.0	4801657.5	3648338.5	2652816.2	2666177.8	2776987.2	2328405.8	2665748.2	2078316.5	
sp|A3KPK0|AGO3_DANRE	A3KPK0	AGO3_DANRE	ago3	860	Danio rerio	3:Protein inferred from homology	Protein argonaute-3	1.0	0.999	13	202	202	202	36	29	33	40	31	33	36	29	33	40	31	33	36	29	33	40	31	33	6.1911536E7	6.6968348E7	6.4956172E7	6.4061944E7	5.7275692E7	6.3416356E7	1.3687938E7	1.4419472E7	1.3407665E7	1.4571781E7	1.344012E7	1.423457E7	
sp|A3KPW9|BAG6_DANRE	A3KPW9	BAG6_DANRE	Bag6	1160	Danio rerio	3:Protein inferred from homology	Large proline-rich protein BAG6	1.0	0.999	5	8	8	8	0	0	1	6	0	1	0	0	1	6	0	1	0	0	1	6	0	1	619082.9	709016.0	617919.94	3.850776E7	3.4481256E7	3.2762536E7	5371309.5	6151590.5	5361219.5	3931630.2	3616911.2	4137251.0	
sp|A3KQV2|BROX_DANRE	A3KQV2	BROX_DANRE	brox	411	Danio rerio	2:Experimental evidence at transcript level	BRO1 domain-containing protein BROX	1.0	0.999	5	51	51	51	8	4	7	13	8	11	8	4	7	13	8	11	8	4	7	13	8	11	4118094.8	3535926.5	4259992.5	9873577.0	5123880.0	5888110.5	1641295.8	1441677.1	1859689.1	2778985.2	2402623.8	2457093.5	
sp|A3QJU3|COQ8B_DANRE	A3QJU3	COQ8B_DANRE	coq8b	624	Danio rerio	3:Protein inferred from homology	Atypical kinase COQ8B, mitochondrial	0.8653	0.9918	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	7294417.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A3QK15|AACS_DANRE	A3QK15	AACS_DANRE	aacs	673	Danio rerio	2:Experimental evidence at transcript level	Acetoacetyl-CoA synthetase	0.9998	0.9953	3	31	31	31	7	8	5	4	3	4	7	8	5	4	3	4	7	8	5	4	3	4	5680446.0	6278083.0	4385037.5	1861134.9	2270894.2	2459265.8	2413810.2	2544195.0	2438668.5	1871674.4	2283754.2	2473192.2	
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	Danio rerio	2:Experimental evidence at transcript level	Erlin-2	1.0	0.9989	9	93	93	98	20	17	17	13	13	13	20	17	17	13	13	13	20	19	18	14	13	14	2.6379286E7	2.64088E7	2.5628584E7	2.6067438E7	2.6632296E7	2.5241638E7	8293054.0	8178957.0	8269270.5	8263155.0	7342296.0	8753282.0	
sp|A4IFW2|PTPRF_DANRE	A4IFW2	PTPRF_DANRE	ptprf	1909	Danio rerio	2:Experimental evidence at transcript level	Receptor-type tyrosine-protein phosphatase F	1.0	0.999	13	65	65	65	9	13	18	13	6	6	9	13	18	13	6	6	9	13	18	13	6	6	2.7365844E7	3.2601334E7	3.656146E7	5156885.0	1.6071152E7	1.429427E7	7261793.0	8031207.5	8590422.0	7475555.5	6598883.0	5570091.0	
sp|A4IG32|MICU1_DANRE	A4IG32	MICU1_DANRE	micu1	489	Danio rerio	2:Experimental evidence at transcript level	Calcium uptake protein 1, mitochondrial	1.0	0.999	4	21	21	21	1	0	0	8	6	6	1	0	0	8	6	6	1	0	0	8	6	6	1279513.4	1363780.5	7966890.5	1.76034E7	1.8650484E7	1.7651072E7	1681253.6	1774157.0	3075151.5	8161985.0	8729492.0	7244839.0	
sp|A4IG42|TCAF_DANRE	A4IG42	TCAF_DANRE	tcaf	912	Danio rerio	2:Experimental evidence at transcript level	TRPM8 channel-associated factor homolog	1.0	0.999	18	198	169	198	31	35	37	29	31	35	28	32	31	23	26	29	31	35	37	29	31	35	2.364619E7	2.2706696E7	2.7050404E7	2.7078498E7	4.2057984E7	2.8243132E7	5599190.0	5337404.0	5673668.5	5540561.0	6037906.0	5213808.5	
sp|A4IG62|SUV3_DANRE	A4IG62	SUV3_DANRE	supv3l1	763	Danio rerio	2:Experimental evidence at transcript level	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.0	0.9985	4	23	23	23	2	4	6	3	3	5	2	4	6	3	3	5	2	4	6	3	3	5	574822.8	448662.4	521189.22	3558212.5	677951.9	680972.1	734044.3	572938.44	665554.6	851493.7	865739.4	869596.2	
sp|A4IG66|TM201_DANRE	A4IG66	TM201_DANRE	tmem201	651	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 201	1.0	0.999	4	9	9	9	0	2	1	2	2	2	0	2	1	2	2	2	0	2	1	2	2	2	0.0	385651.56	357828.38	5112387.5	4635001.0	3619048.5	0.0	385651.56	357828.38	4786320.0	3781579.8	2487050.2	
sp|A4IGF3|ATP23_DANRE	A4IGF3	ATP23_DANRE	atp23	254	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial inner membrane protease ATP23 homolog	0.9998	0.9941	3	10	10	10	4	0	3	2	1	0	4	0	3	2	1	0	4	0	3	2	1	0	2376246.2	0.0	2264211.0	2387380.0	3016855.0	2404736.0	2376246.2	0.0	2264211.0	2387380.0	3016855.0	2404736.0	
sp|A4IGH4|WDR4_DANRE	A4IGH4	WDR4_DANRE	wdr4	413	Danio rerio	2:Experimental evidence at transcript level	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4	0.9764	0.999	1	16	16	16	1	1	2	3	5	4	1	1	2	3	5	4	1	1	2	3	5	4	267500.8	0.0	690184.4	1911636.8	1247199.9	695481.44	267500.8	0.0	690184.4	1911636.8	1247199.9	695481.44	
sp|A4QN59|DPH2_DANRE	A4QN59	DPH2_DANRE	dph2	498	Danio rerio	2:Experimental evidence at transcript level	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	0.9718	0.9938	2	4	4	4	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0.0	0.0	0.0	498161.16	306537.44	471451.1	0.0	0.0	0.0	498161.16	306537.44	471451.1	
sp|A4QNW7|PHIPL_DANRE	A4QNW7	PHIPL_DANRE	phyhipl	377	Danio rerio	2:Experimental evidence at transcript level	Phytanoyl-CoA hydroxylase-interacting protein-like	1.0	0.999	5	74	74	74	9	8	14	14	15	14	9	8	14	14	15	14	9	8	14	14	15	14	1.0580655E7	1.0040949E7	1.088854E7	7130617.5	7988210.0	8770864.0	4553781.0	4322587.5	4684798.0	3873633.0	4456060.0	4988220.0	
sp|A4QP78|CNO11_DANRE	A4QP78	CNO11_DANRE	cnot11	445	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 11	0.9928	0.9974	1	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0.0	0.0	0.0	1362713.6	1609608.6	1444766.9	0.0	0.0	0.0	1362713.6	1609608.6	1444766.9	
sp|A4VCH0|SAC1A_DANRE	A4VCH0	SAC1A_DANRE	sacm1la	586	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3-phosphatase SAC1-A	1.0	0.9977	5	42	42	56	7	6	7	7	8	7	7	6	7	7	8	7	8	6	8	11	11	12	8488316.0	8599524.0	8153622.5	1.2047658E7	1.1658446E7	1.1487618E7	6563696.5	7048269.0	6955321.5	1.0737526E7	9925718.0	9571432.0	
sp|A4VCH4|VP35L_DANRE	A4VCH4	VP35L_DANRE	vps35l	963	Danio rerio	2:Experimental evidence at transcript level	VPS35 endosomal protein-sorting factor-like	1.0	0.9979	6	33	33	33	4	3	5	7	6	8	4	3	5	7	6	8	4	3	5	7	6	8	5860247.5	5222473.0	5722258.0	1.1052638E7	1.1099754E7	1.0769565E7	4441435.0	5222473.0	3836617.8	8914612.0	8509759.0	8670762.0	
sp|A5D6R3|PLD3A_DANRE	A5D6R3	PLD3A_DANRE	plcd3a	784	Danio rerio	2:Experimental evidence at transcript level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3-A	1.0	0.9841	5	14	14	14	4	2	0	4	3	1	4	2	0	4	3	1	4	2	0	4	3	1	7008926.0	7308139.0	6391052.5	1.9293436E7	1.2079821E7	2.0067344E7	3878828.2	4050965.0	3809505.5	7146818.5	7516681.0	7417981.0	
sp|A5PF48|MYO1C_DANRE	A5PF48	MYO1C_DANRE	myo1c	1026	Danio rerio	3:Protein inferred from homology	Unconventional myosin-Ic	1.0	0.9988	3	11	11	11	1	1	1	3	2	3	1	1	1	3	2	3	1	1	1	3	2	3	709892.56	1098791.5	1128061.6	4982459.0	5320842.0	4747703.5	709892.56	1098791.5	1128061.6	2685641.8	2885977.0	2509335.8	
sp|A5PF61|LEG1A_DANRE	A5PF61	LEG1A_DANRE	leg1a	364	Danio rerio	1:Experimental evidence at protein level	Protein leg1a	1.0	0.999	7	91	78	91	22	19	16	9	12	13	17	15	14	9	11	12	22	19	16	9	12	13	4.1525856E7	4.3732188E7	4.94625E7	4.0602256E7	3.4989796E7	3.6920648E7	3.5842176E7	3.1670854E7	3.250485E7	2.206819E7	2.2095606E7	2.3885118E7	
sp|A5PL98|SDHB_DANRE	A5PL98	SDHB_DANRE	sdhb	280	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.0	0.999	9	172	172	172	33	31	34	25	23	26	33	31	34	25	23	26	33	31	34	25	23	26	9.8748608E7	9.5533248E7	1.0359428E8	8.7855776E7	9.1224024E7	9.1579E7	2.619792E7	2.5074582E7	2.6901772E7	2.7617876E7	2.7068956E7	2.7517222E7	
sp|A5PLK2|LHPP_DANRE	A5PLK2	LHPP_DANRE	lhpp	270	Danio rerio	2:Experimental evidence at transcript level	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0.9999	0.9947	3	23	23	23	2	5	4	5	3	4	2	5	4	5	3	4	2	5	4	5	3	4	3030460.2	2836229.0	3340041.8	3153019.5	2867658.2	2922686.5	1360802.2	1288345.1	1477745.5	1768502.9	1590460.5	1617667.0	
sp|A5PMF6|GT251_DANRE	A5PMF6	GT251_DANRE	colgalt1	604	Danio rerio	3:Protein inferred from homology	Procollagen galactosyltransferase 1	0.9987	0.9789	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PMU4|ANS1B_DANRE	A5PMU4	ANS1B_DANRE	anks1b	1280	Danio rerio	3:Protein inferred from homology	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	1.0	0.9961	2	9	9	9	0	0	0	3	2	4	0	0	0	3	2	4	0	0	0	3	2	4	0.0	0.0	1.7134106E7	2.4116224E7	2.0316394E7	3.5024712E7	0.0	0.0	1.7293224E7	1.8803234E7	1.2018334E7	3.0111662E7	
sp|A5WVX0|ITPA_DANRE	A5WVX0	ITPA_DANRE	itpa	203	Danio rerio	2:Experimental evidence at transcript level	Inosine triphosphate pyrophosphatase	1.0	0.9984	3	27	27	27	5	4	3	5	6	4	5	4	3	5	6	4	5	4	3	5	6	4	4005233.0	3942555.5	3852069.0	6136080.0	6850307.5	7137726.0	1966788.8	1893150.2	1862408.2	2631545.0	3294120.2	3234164.5	
sp|A5WVX9|ZDH17_DANRE	A5WVX9	ZDH17_DANRE	zdhhc17	620	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC17	0.8218	0.9776	2	6	6	6	1	0	1	3	0	1	1	0	1	3	0	1	1	0	1	3	0	1	0.0	0.0	0.0	2192045.2	1877901.0	2087609.2	0.0	0.0	0.0	2192045.2	1877901.0	2087609.2	
sp|A7E2M3|EMC10_DANRE	A7E2M3	EMC10_DANRE	emc10	257	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 10	1.0	0.999	5	68	68	68	10	10	13	13	12	10	10	10	13	13	12	10	10	10	13	13	12	10	2.0410042E7	2.0239152E7	1.7512862E7	1.8626608E7	1.931702E7	2.0678938E7	8600247.0	9057218.0	7898890.5	5909604.5	6215748.0	6607887.5	
sp|A7YT82|NMT2_DANRE	A7YT82	NMT2_DANRE	nmt2	492	Danio rerio	2:Experimental evidence at transcript level	Glycylpeptide N-tetradecanoyltransferase 2	1.0	0.9985	3	39	39	39	6	6	8	8	6	5	6	6	8	8	6	5	6	6	8	8	6	5	0.0	9863853.0	1.0077078E7	8295476.0	8261893.5	1.0367707E7	0.0	9863853.0	9114361.0	8295476.0	8261893.5	1.0367707E7	
sp|A7YY97|CD37L_DANRE	A7YY97	CD37L_DANRE	cdc37l1	313	Danio rerio	2:Experimental evidence at transcript level	Hsp90 co-chaperone Cdc37-like 1	0.9914	0.9934	3	4	4	4	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	1	2	1.1967676E7	1.2330073E7	1.4362695E7	6328969.0	1.822237E7	1.6263866E7	1.1091938E7	1.1427817E7	1.3311701E7	8063322.5	9801614.0	8733135.0	
sp|A8E5C5|DS7CA_DANRE	A8E5C5	DS7CA_DANRE	dhrs7ca	324	Danio rerio	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 7C-A	1.0	0.9979	6	13	13	13	0	0	0	1	8	4	0	0	0	1	8	4	0	0	0	1	8	4	1203603.1	1312331.9	1335831.6	7186595.5	7138416.5	7067370.5	1203603.1	1312331.9	973350.75	3177921.8	3229236.5	3302743.2	
sp|A8KB34|ACY2_DANRE	A8KB34	ACY2_DANRE	aspa	315	Danio rerio	2:Experimental evidence at transcript level	Aspartoacylase	1.0	0.9933	4	10	10	10	1	2	1	2	3	1	1	2	1	2	3	1	1	2	1	2	3	1	1952811.5	1591318.0	1923959.9	3485608.0	3118568.0	2956121.5	1117496.2	999273.75	1275373.6	2266261.5	1830663.6	1695485.4	
sp|A8WFR0|LAMP5_DANRE	A8WFR0	LAMP5_DANRE	lamp5	275	Danio rerio	2:Experimental evidence at transcript level	Lysosome-associated membrane glycoprotein 5	0.998	0.9942	3	13	13	13	2	1	4	2	2	2	2	1	4	2	2	2	2	1	4	2	2	2	1.115663E7	1.201893E7	1.1666595E7	1.3219806E7	1.249037E7	1.3970683E7	5294831.0	5470815.0	4687948.5	5901243.0	5703873.5	6293749.0	
sp|A8WG21|SNXAB_DANRE	A8WG21	SNXAB_DANRE	snx10b	170	Danio rerio	2:Experimental evidence at transcript level	Sorting nexin-10B	0.7891	0.9888	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A9C3P0|MLEC_DANRE	A9C3P0	MLEC_DANRE	mlec	285	Danio rerio	3:Protein inferred from homology	Malectin	1.0	0.999	12	197	197	197	37	34	36	28	29	33	37	34	36	28	29	33	37	34	36	28	29	33	4.7005628E7	4.4779404E7	4.5647188E7	3.9988128E7	3.9665136E7	4.0888892E7	1.453422E7	1.6023047E7	1.6806776E7	1.5591676E7	1.4598584E7	1.6186617E7	
sp|A9C3R9|RP65B_DANRE	A9C3R9	RP65B_DANRE	rpe65b	532	Danio rerio	1:Experimental evidence at protein level	All-trans-retinyl ester 13-cis isomerohydrolase	1.0	0.999	10	135	50	135	29	25	24	20	18	19	10	9	9	8	7	7	29	25	24	20	18	19	8.457408E7	7.7719544E7	8.6353032E7	1.9310406E7	1.8560008E7	1.9560776E7	1.9539118E7	1.8291862E7	1.8500426E7	1.2151675E7	1.180833E7	1.1341336E7	
sp|A9JRC7|PP4CB_DANRE	A9JRC7	PP4CB_DANRE	ppp4cb	307	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 4 catalytic subunit B	1.0	0.999	3	59	59	59	10	11	10	9	9	10	10	11	10	9	9	10	10	11	10	9	9	10	5.7466904E7	6.1338996E7	6.6573332E7	6.125782E7	6.1955032E7	6.3655308E7	5.7227692E7	6.3839088E7	6.4462504E7	5.8652884E7	5.9091868E7	5.7007168E7	
sp|A9JRE2|MTNA_DANRE	A9JRE2	MTNA_DANRE	mri1	353	Danio rerio	2:Experimental evidence at transcript level	Methylthioribose-1-phosphate isomerase	1.0	0.999	9	169	169	169	25	25	25	31	31	32	25	25	25	31	31	32	25	25	25	31	31	32	5.1058636E7	4.7292956E7	5.0359696E7	9.7202912E7	9.2790824E7	9.6914848E7	1.4475049E7	1.4093437E7	1.5368262E7	2.0650352E7	1.9554084E7	2.0904316E7	
sp|A9JRZ0|SMUF2_DANRE	A9JRZ0	SMUF2_DANRE	smurf2	765	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase SMURF2	1.0	0.9834	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	926069.25	954635.4	1008456.44	0.0	0.0	0.0	926069.25	954635.4	1008456.44	
sp|A9JTH1|NCLDA_DANRE	A9JTH1	NCLDA_DANRE	ncalda	193	Danio rerio	2:Experimental evidence at transcript level	Neurocalcin-delta A	0.9044	0.9944	1	8	8	8	2	3	1	0	0	2	2	3	1	0	0	2	2	3	1	0	0	2	2795047.2	2892487.2	2795404.5	4003551.8	3613611.0	3955510.0	2795047.2	2892487.2	2795404.5	4003551.8	3613611.0	3955510.0	
sp|B0R061|SMRDA_DANRE	B0R061	SMRDA_DANRE	smarcad1a	972	Danio rerio	3:Protein inferred from homology	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1A	0.946	0.9851	1	29	29	29	6	3	3	6	6	5	6	3	3	6	6	5	6	3	3	6	6	5	4438645.5	5356986.5	4870290.5	9127573.0	7455185.0	6790446.0	4438645.5	5356986.5	4870290.5	9127573.0	7455185.0	6790446.0	
sp|B0R0D7|COR1C_DANRE	B0R0D7	COR1C_DANRE	coro1ca	474	Danio rerio	2:Experimental evidence at transcript level	Coronin-1C-A	1.0	0.999	10	215	215	215	37	36	38	34	32	38	37	36	38	34	32	38	37	36	38	34	32	38	1.32685296E8	1.37992016E8	1.30360856E8	1.2568464E8	1.30925984E8	1.18461984E8	2.8874704E7	2.9836572E7	2.8968184E7	2.618186E7	2.6225822E7	2.5851824E7	
