Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	120h_1 Spectral Count	120h_10 Spectral Count	120h_11 Spectral Count	120h_12 Spectral Count	120h_2 Spectral Count	120h_3 Spectral Count	120h_4 Spectral Count	120h_5 Spectral Count	120h_6 Spectral Count	120h_7 Spectral Count	120h_8 Spectral Count	120h_9 Spectral Count	72h_1 Spectral Count	72h_10 Spectral Count	72h_11 Spectral Count	72h_12 Spectral Count	72h_2 Spectral Count	72h_3 Spectral Count	72h_4 Spectral Count	72h_5 Spectral Count	72h_6 Spectral Count	72h_7 Spectral Count	72h_8 Spectral Count	72h_9 Spectral Count	120h_1 Unique Spectral Count	120h_10 Unique Spectral Count	120h_11 Unique Spectral Count	120h_12 Unique Spectral Count	120h_2 Unique Spectral Count	120h_3 Unique Spectral Count	120h_4 Unique Spectral Count	120h_5 Unique Spectral Count	120h_6 Unique Spectral Count	120h_7 Unique Spectral Count	120h_8 Unique Spectral Count	120h_9 Unique Spectral Count	72h_1 Unique Spectral Count	72h_10 Unique Spectral Count	72h_11 Unique Spectral Count	72h_12 Unique Spectral Count	72h_2 Unique Spectral Count	72h_3 Unique Spectral Count	72h_4 Unique Spectral Count	72h_5 Unique Spectral Count	72h_6 Unique Spectral Count	72h_7 Unique Spectral Count	72h_8 Unique Spectral Count	72h_9 Unique Spectral Count	120h_1 Total Spectral Count	120h_10 Total Spectral Count	120h_11 Total Spectral Count	120h_12 Total Spectral Count	120h_2 Total Spectral Count	120h_3 Total Spectral Count	120h_4 Total Spectral Count	120h_5 Total Spectral Count	120h_6 Total Spectral Count	120h_7 Total Spectral Count	120h_8 Total Spectral Count	120h_9 Total Spectral Count	72h_1 Total Spectral Count	72h_10 Total Spectral Count	72h_11 Total Spectral Count	72h_12 Total Spectral Count	72h_2 Total Spectral Count	72h_3 Total Spectral Count	72h_4 Total Spectral Count	72h_5 Total Spectral Count	72h_6 Total Spectral Count	72h_7 Total Spectral Count	72h_8 Total Spectral Count	72h_9 Total Spectral Count	120h_1 Intensity	120h_10 Intensity	120h_11 Intensity	120h_12 Intensity	120h_2 Intensity	120h_3 Intensity	120h_4 Intensity	120h_5 Intensity	120h_6 Intensity	120h_7 Intensity	120h_8 Intensity	120h_9 Intensity	72h_1 Intensity	72h_10 Intensity	72h_11 Intensity	72h_12 Intensity	72h_2 Intensity	72h_3 Intensity	72h_4 Intensity	72h_5 Intensity	72h_6 Intensity	72h_7 Intensity	72h_8 Intensity	72h_9 Intensity	120h_1 MaxLFQ Intensity	120h_10 MaxLFQ Intensity	120h_11 MaxLFQ Intensity	120h_12 MaxLFQ Intensity	120h_2 MaxLFQ Intensity	120h_3 MaxLFQ Intensity	120h_4 MaxLFQ Intensity	120h_5 MaxLFQ Intensity	120h_6 MaxLFQ Intensity	120h_7 MaxLFQ Intensity	120h_8 MaxLFQ Intensity	120h_9 MaxLFQ Intensity	72h_1 MaxLFQ Intensity	72h_10 MaxLFQ Intensity	72h_11 MaxLFQ Intensity	72h_12 MaxLFQ Intensity	72h_2 MaxLFQ Intensity	72h_3 MaxLFQ Intensity	72h_4 MaxLFQ Intensity	72h_5 MaxLFQ Intensity	72h_6 MaxLFQ Intensity	72h_7 MaxLFQ Intensity	72h_8 MaxLFQ Intensity	72h_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q1L8G7|GATD1_DANRE	Q1L8G7	GATD1_DANRE	gatad1	242	Danio rerio	2:Experimental evidence at transcript level	GATA zinc finger domain-containing protein 1	1.0	0.999	4	13	13	13	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1708906.1	2445661.5	0.0	0.0	2417439.2	2202159.0	2798592.8	0.0	2893960.5	2321727.5	1704617.9	2266998.2	2112843.0	8627184.0	1.2038363E7	4273207.5	4767460.0	3053296.5	0.0	2401514.5	0.0	2435441.0	3519879.2	3807997.2	1911163.0	2735116.8	0.0	0.0	2703554.2	2462794.5	3129819.0	0.0	3236474.0	2596514.5	1906367.1	2535307.8	1441285.9	2506312.0	2872074.0	2464909.2	2590548.0	1989708.9	0.0	1365760.1	0.0	1738047.6	2469750.2	2760605.5	
sp|Q1L8J7|YAP1_DANRE	Q1L8J7	YAP1_DANRE	yap1	442	Danio rerio	2:Experimental evidence at transcript level	Transcriptional coactivator YAP1	1.0	0.999	7	47	47	47	1	1	2	2	2	0	2	2	0	2	0	2	2	3	2	4	1	2	4	4	4	1	2	2	1	1	2	2	2	0	2	2	0	2	0	2	2	3	2	4	1	2	4	4	4	1	2	2	1	1	2	2	2	0	2	2	0	2	0	2	2	3	2	4	1	2	4	4	4	1	2	2	3194595.5	8321518.0	1.3297854E7	9329375.0	2826497.2	2751726.5	1.406821E7	1.4024706E7	9260524.0	4423352.0	1285273.0	3495129.0	5988804.0	1.7955002E7	1.4975749E7	1.9453688E7	9379780.0	9969252.0	2.0609408E7	1.6736941E7	2.2451088E8	7862153.0	7588030.0	8722237.0	1545881.4	4892985.5	7938046.0	5552739.0	1509555.8	1638533.9	8367736.5	8353311.0	5441926.5	2551953.2	1596264.0	2068307.4	3493913.5	8745730.0	8386496.0	1.0068165E7	5574696.5	5720676.0	1.2249536E7	8633377.0	5.5469484E7	4619753.0	4488951.0	4338445.5	
sp|Q1L8L9|KAD2_DANRE	Q1L8L9	KAD2_DANRE	ak2	241	Danio rerio	2:Experimental evidence at transcript level	Adenylate kinase 2, mitochondrial	1.0	0.999	13	210	210	210	4	4	2	4	5	4	4	6	5	3	5	3	10	13	17	14	8	12	14	17	13	13	14	16	4	4	2	4	5	4	4	6	5	3	5	3	10	13	17	14	8	12	14	17	13	13	14	16	4	4	2	4	5	4	4	6	5	3	5	3	10	13	17	14	8	12	14	17	13	13	14	16	1.47102192E8	1.93790928E8	1.39771104E8	8.83E7	1.20719136E8	1.06385488E8	7.001808E7	2.6154864E8	1.33528336E8	1.78892928E8	1.76356928E8	1.53770192E8	2.83672896E8	6.1778867E8	4.43332E8	6.4979526E8	2.23100816E8	3.092816E8	5.9393702E8	7.5729325E8	8.5615763E8	4.50069216E8	4.44631584E8	4.71830848E8	5.7029452E7	6.2799364E7	5.714954E7	5.3285352E7	3.8112388E7	3.6360768E7	5.6965292E7	7.2568368E7	7.9642336E7	5.7383128E7	5.9534916E7	5.5053648E7	8.4933256E7	1.3509248E8	1.09052824E8	1.44242288E8	7.9713912E7	1.05611952E8	1.65175728E8	1.5514488E8	2.70003712E8	1.0222764E8	1.01350632E8	1.0360168E8	
sp|Q1L8P7|TSP3B_DANRE	Q1L8P7	TSP3B_DANRE	thbs3b	929	Danio rerio	3:Protein inferred from homology	Thrombospondin-3b	1.0	0.999	4	45	45	45	1	1	3	0	2	1	2	2	0	2	2	1	1	3	0	3	3	3	1	2	0	4	4	4	1	1	3	0	2	1	2	2	0	2	2	1	1	3	0	3	3	3	1	2	0	4	4	4	1	1	3	0	2	1	2	2	0	2	2	1	1	3	0	3	3	3	1	2	0	4	4	4	7487970.5	6749517.0	1.9093624E7	4938609.5	1.1445244E7	7470577.5	1.4198355E7	5605556.0	6776032.5	7430486.0	6249221.0	6838668.0	8712893.0	1.0691649E7	1.1047893E7	1.2704808E7	2.082913E7	1.314624E7	5166444.5	1.1372715E7	0.0	1.0678672E7	1.3836998E7	1.2881505E7	7639464.5	5363890.5	1.5336124E7	5038526.0	8932945.0	5994149.5	1.1361588E7	5718966.0	6913123.0	7580817.0	6375653.0	5400673.0	4464134.0	5846917.5	5538269.0	7039895.0	1.0491723E7	5256348.0	5270970.5	5241406.5	0.0	6799404.0	5760817.5	5196630.5	
sp|Q1L8U8|STB1A_DANRE	Q1L8U8	STB1A_DANRE	setdb1a	1436	Danio rerio	3:Protein inferred from homology	Histone-lysine N-methyltransferase SETDB1-A	1.0	0.999	5	13	13	15	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	2	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	2	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	2	3	0	1	2	1	391304.53	0.0	0.0	0.0	657367.6	519374.38	0.0	0.0	0.0	0.0	0.0	0.0	2355745.8	1366896.1	936042.9	5299119.0	5400463.0	1994187.8	7166745.5	1492428.5	0.0	5781694.0	1335651.0	6156413.0	676080.56	0.0	0.0	0.0	1135773.9	897354.56	0.0	0.0	0.0	0.0	0.0	0.0	1755057.8	2361669.2	1617258.0	2577416.5	1303371.5	1746763.1	2222056.0	2578559.2	0.0	1049250.2	1116373.9	1693703.9	
sp|Q1L8W0|ZBT18_DANRE	Q1L8W0	ZBT18_DANRE	zbtb18	537	Danio rerio	2:Experimental evidence at transcript level	Zinc finger and BTB domain-containing protein 18	0.9978	0.9989	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1323192.5	0.0	0.0	1278080.5	2351646.2	0.0	822136.2	792749.94	0.0	1541509.8	1237720.6	1527841.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1323192.5	0.0	0.0	1278080.5	2351646.2	0.0	822136.2	792749.94	0.0	1541509.8	1237720.6	1527841.8	
sp|Q1L8X2|ENSA_DANRE	Q1L8X2	ENSA_DANRE	ensa	124	Danio rerio	2:Experimental evidence at transcript level	Alpha-endosulfine	0.9493	0.9987	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2129458.0	0.0	5949820.0	5454916.0	0.0	0.0	1409405.2	0.0	9.0461016E7	0.0	0.0	3442306.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2129458.0	0.0	5949820.0	5454916.0	0.0	0.0	1409405.2	0.0	9.0461016E7	0.0	0.0	3442306.5	
sp|Q1L8Y7|SHOC2_DANRE	Q1L8Y7	SHOC2_DANRE	shoc2	561	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat protein SHOC-2	1.0	0.999	6	66	66	66	2	1	3	4	4	1	2	2	0	0	1	4	7	5	2	4	2	3	3	4	0	4	3	5	2	1	3	4	4	1	2	2	0	0	1	4	7	5	2	4	2	3	3	4	0	4	3	5	2	1	3	4	4	1	2	2	0	0	1	4	7	5	2	4	2	3	3	4	0	4	3	5	1.0352847E7	4573456.0	5573419.0	9371080.0	9094039.0	7132991.5	1.1125397E7	6119151.5	7505035.5	3652871.8	3999141.0	7726707.0	1.1667748E7	1.8351178E7	1.2534289E7	9892440.0	1.360176E7	1.3457679E7	3470790.0	1.141346E7	0.0	9959605.0	1.3535551E7	1.6631078E7	6833448.0	4969625.0	6056208.5	6177713.5	4497066.5	7750876.5	6696659.5	1.0002742E7	4706152.5	3969296.5	6537242.0	5093052.0	1.2434846E7	8577628.0	6019370.0	5104103.0	8677517.0	6693976.0	1471009.4	7513096.5	0.0	5657566.0	8413714.0	7484307.5	
sp|Q1L908|MSTO1_DANRE	Q1L908	MSTO1_DANRE	msto1	591	Danio rerio	2:Experimental evidence at transcript level	Protein misato homolog 1	1.0	0.9959	3	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657373.6	876389.4	1892261.0	0.0	0.0	0.0	1507906.6	0.0	0.0	1640110.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657373.6	876389.4	1892261.0	0.0	0.0	0.0	1507906.6	0.0	0.0	1640110.9	0.0	0.0	
sp|Q1L987|ATPF1_DANRE	Q1L987	ATPF1_DANRE	atpaf1	302	Danio rerio	2:Experimental evidence at transcript level	ATP synthase mitochondrial F1 complex assembly factor 1	1.0	0.999	4	19	19	19	1	0	0	0	1	2	1	0	0	1	1	1	1	2	1	0	1	1	1	1	0	2	1	0	1	0	0	0	1	2	1	0	0	1	1	1	1	2	1	0	1	1	1	1	0	2	1	0	1	0	0	0	1	2	1	0	0	1	1	1	1	2	1	0	1	1	1	1	0	2	1	0	2052492.0	1931001.8	0.0	2215596.5	2089333.1	397676.53	3653049.2	0.0	0.0	1640358.4	1430956.5	3072628.8	5490102.0	5849681.0	3857827.0	1949352.0	3664340.5	3870946.0	3245594.5	5063213.5	0.0	5099197.0	5761894.0	4712994.0	2506331.2	1132827.2	0.0	1072257.8	2551318.5	485609.25	2223602.8	0.0	0.0	2003068.2	1747364.1	3752036.8	3384605.5	3616926.2	2374768.5	2176681.0	4474585.5	1630488.9	3624088.5	2473432.8	0.0	2995624.8	2902246.5	5755113.5	
sp|Q1L990|CS012_DANRE	Q1L990	CS012_DANRE	si:ch211-238a12.2	141	Danio rerio	2:Experimental evidence at transcript level	Protein C19orf12 homolog	0.9763	0.999	1	23	23	23	1	1	1	2	1	1	0	1	1	1	2	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	2	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	2	1	0	1	1	1	0	1	1	1	1	1	1	1	1.2342117E7	8199227.0	4807745.0	1.2161708E7	0.0	0.0	6368664.5	1.0336663E7	0.0	8323025.0	1.1422905E7	0.0	7525121.0	1.1539828E7	1.3814797E7	1.6681167E7	5763466.5	6221658.5	1.5391347E7	1.4414584E7	2.5042772E7	0.0	1.2697334E7	1.0272608E7	1.2342117E7	8199227.0	4807745.0	1.2161708E7	0.0	0.0	6368664.5	1.0336663E7	0.0	8323025.0	1.1422905E7	0.0	7525121.0	1.1539828E7	1.3814797E7	1.6681167E7	5763466.5	6221658.5	1.5391347E7	1.4414584E7	2.5042772E7	0.0	1.2697334E7	1.0272608E7	
sp|Q1L994|PPR37_DANRE	Q1L994	PPR37_DANRE	ppp1r37	919	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 37	1.0	0.9917	5	6	6	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1L9A2|OPA3_DANRE	Q1L9A2	OPA3_DANRE	opa3	157	Danio rerio	3:Protein inferred from homology	Optic atrophy 3 protein homolog	0.9976	0.9937	2	8	8	8	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1.6783782E7	1.787843E7	1.7987772E7	1.7503272E7	1.5780652E7	0.0	1.8188172E7	2.0966676E7	0.0	1.7463348E7	1.4616813E7	1.3982721E7	0.0	9899736.0	1.6270254E7	2.1987916E7	1.6476518E7	1.7879336E7	1.5794912E7	1.5901236E7	0.0	1.0369206E7	1.0003129E7	1.568213E7	1.6783782E7	1.787843E7	1.7987772E7	1.7503272E7	1.5780652E7	0.0	1.8188172E7	2.0966676E7	0.0	1.7463348E7	1.4616813E7	1.3982721E7	0.0	9899736.0	1.1129581E7	1.4540251E7	1.0386826E7	1.191641E7	1.0260909E7	1.0360879E7	0.0	1.0369206E7	1.0003129E7	1.0630867E7	
sp|Q1LU93|ABITM_DANRE	Q1LU93	ABITM_DANRE	abitram	177	Danio rerio	2:Experimental evidence at transcript level	Protein Abitram	0.8426	0.9955	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1206688.8	0.0	0.0	791662.56	0.0	1403054.1	1570746.6	0.0	0.0	0.0	0.0	712805.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1206688.8	0.0	0.0	791662.56	0.0	1403054.1	1570746.6	0.0	0.0	0.0	0.0	712805.25	
sp|Q1LUA6|TRIO_DANRE	Q1LUA6	TRIO_DANRE	trio	3028	Danio rerio	3:Protein inferred from homology	Triple functional domain protein	1.0	0.999	15	109	109	109	4	4	2	2	8	8	2	5	4	3	4	4	7	7	3	3	5	4	3	5	0	10	8	4	4	4	2	2	8	8	2	5	4	3	4	4	7	7	3	3	5	4	3	5	0	10	8	4	4	4	2	2	8	8	2	5	4	3	4	4	7	7	3	3	5	4	3	5	0	10	8	4	3.537876E7	4.7971888E7	3.4934348E7	4.2686288E7	2.46261E7	4.5956376E7	4.559756E7	3.5778844E7	3.0738444E7	3.5660672E7	3.9740212E7	4.140804E7	3.0091264E7	1.927941E7	1.8411544E7	2.9697524E7	2.3426738E7	2.757551E7	1.811802E7	2.091336E7	0.0	3.5712892E7	3.5188928E7	4.2285008E7	1.4935898E7	1.5909375E7	1.2429415E7	1.1510709E7	1.374439E7	1.4578122E7	1.6333972E7	1.3865466E7	1.2626937E7	1.7465814E7	1.1963333E7	1.5295135E7	1.0444948E7	6463349.0	9921275.0	9358746.0	1.203679E7	9063744.0	7163377.0	1.0394096E7	0.0	9942462.0	1.0235377E7	1.1838403E7	
sp|Q1LUC1|5MP1_DANRE	Q1LUC1	5MP1_DANRE	bzw2	421	Danio rerio	2:Experimental evidence at transcript level	eIF5-mimic protein 1	0.9872	0.9923	5	6	1	32	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	3	1	2	1	0	0	1	2	2	2	2	1	2	2	2	1	1	0	1	1	5092080.0	6263234.0	7746269.5	8370190.5	5245995.5	4776321.0	8101782.5	6585350.0	0.0	0.0	0.0	5001769.5	0.0	0.0	1.0029318E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5092080.0	6263234.0	7746269.5	8370190.5	5245995.5	4776321.0	8101782.5	6585350.0	0.0	0.0	0.0	5001769.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LUE5|ZCH18_DANRE	Q1LUE5	ZCH18_DANRE	zc3h18	1148	Danio rerio	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 18	1.0	0.999	4	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	1	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3059245.5	4897647.0	1.5616564E7	0.0	1.58862E7	4413994.5	2574024.0	1071189.0	0.0	9483096.0	5462867.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4056068.5	2728776.0	7177244.5	0.0	2937662.8	3702320.2	2101407.8	1420224.8	0.0	4968871.5	4657970.0	0.0	
sp|Q1LUI2|HDDC2_DANRE	Q1LUI2	HDDC2_DANRE	hddc2	200	Danio rerio	2:Experimental evidence at transcript level	5'-deoxynucleotidase HDDC2	1.0	0.999	3	32	32	32	1	0	0	0	1	0	0	0	1	0	0	0	3	2	1	4	2	2	4	3	0	4	2	2	1	0	0	0	1	0	0	0	1	0	0	0	3	2	1	4	2	2	4	3	0	4	2	2	1	0	0	0	1	0	0	0	1	0	0	0	3	2	1	4	2	2	4	3	0	4	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3140863.8	2266814.0	1.5498062E7	1487193.8	7213965.0	1424214.6	2932252.2	0.0	0.0	6800711.0	1126801.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4843727.0	3495799.2	4967305.0	2293496.8	1282786.9	2196372.5	4522014.0	0.0	0.0	2475266.5	1737712.8	
sp|Q1LUK1|MIC13_DANRE	Q1LUK1	MIC13_DANRE	micos13	111	Danio rerio	3:Protein inferred from homology	MICOS complex subunit MIC13	1.0	0.999	5	139	139	139	6	5	3	4	4	6	4	6	6	4	5	6	7	7	7	6	7	8	7	6	3	8	5	9	6	5	3	4	4	6	4	6	6	4	5	6	7	7	7	6	7	8	7	6	3	8	5	9	6	5	3	4	4	6	4	6	6	4	5	6	7	7	7	6	7	8	7	6	3	8	5	9	5.118104E8	4.10321152E8	4.04117056E8	4.03933696E8	4.77536192E8	4.44450464E8	5.09696256E8	5.23262848E8	4.1944E8	4.07088448E8	4.21569728E8	3.81062656E8	3.07493632E8	2.50881168E8	2.27142624E8	3.30057504E8	3.24907072E8	3.30770976E8	2.93326976E8	2.8922384E8	2.30284944E8	2.88063872E8	2.62565184E8	2.47049712E8	1.72943248E8	1.44013024E8	1.4198616E8	1.37819296E8	1.64345568E8	1.50699328E8	1.73782704E8	1.77638192E8	1.42778064E8	1.37943856E8	1.43164672E8	1.291558E8	1.06523624E8	8.3917896E7	7.7514384E7	1.13512768E8	1.09645128E8	1.12460176E8	1.00134576E8	1.0259924E8	8.5929664E7	9.3975632E7	8.8820328E7	8.315772E7	
sp|Q1LUM3|ENDUC_DANRE	Q1LUM3	ENDUC_DANRE	endouc	309	Danio rerio	2:Experimental evidence at transcript level	Uridylate-specific endoribonuclease C	0.8525	0.9958	1	9	9	9	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	1	1	0.0	0.0	0.0	0.0	708771.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	584151.9	0.0	0.0	0.0	1472488.2	610849.25	0.0	374419.2	0.0	1026119.56	625907.3	640842.5	0.0	0.0	0.0	0.0	708771.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	584151.9	0.0	0.0	0.0	1472488.2	610849.25	0.0	374419.2	0.0	1026119.56	625907.3	640842.5	
sp|Q1LUS8|RBP10_DANRE	Q1LUS8	RBP10_DANRE	ranbp10	604	Danio rerio	3:Protein inferred from homology	Ran-binding protein 10	1.0	0.999	9	126	122	126	3	5	3	6	4	5	6	4	4	5	3	5	6	5	4	6	9	6	7	7	0	9	5	9	3	5	3	6	4	5	6	4	4	5	3	5	6	4	4	6	9	6	6	7	0	8	4	9	3	5	3	6	4	5	6	4	4	5	3	5	6	5	4	6	9	6	7	7	0	9	5	9	1.2805883E7	2.8376998E7	2.1565098E7	2.8985198E7	3.5980268E7	2.5232204E7	3.8561672E7	2.0866376E7	1.846245E7	2.2197084E7	8106132.0	1.7647964E7	3.0311246E7	3.0788352E7	2.2740676E7	3.6928412E7	4.207466E7	3.2493146E7	3.263312E7	3.4793996E7	0.0	3.2893934E7	2.9309978E7	3.0066788E7	7310125.0	1.1252506E7	1.3179426E7	1.2905094E7	1.3717008E7	1.1217465E7	1.4980648E7	9836437.0	1.4010133E7	1.3268078E7	8178014.0	1.2058464E7	8225833.5	9449947.0	1.1205801E7	1.3031125E7	1.1335218E7	1.0956238E7	8738961.0	1.093325E7	0.0	9698107.0	9310467.0	9904893.0	
sp|Q1LUT1|EDC4_DANRE	Q1LUT1	EDC4_DANRE	edc4	1384	Danio rerio	3:Protein inferred from homology	Enhancer of mRNA-decapping protein 4	1.0	0.999	28	438	438	438	17	17	15	13	18	18	18	20	15	16	17	20	21	16	24	20	25	27	21	18	1	20	20	21	17	17	15	13	18	18	18	20	15	16	17	20	21	16	24	20	25	27	21	18	1	20	20	21	17	17	15	13	18	18	18	20	15	16	17	20	21	16	24	20	25	27	21	18	1	20	20	21	3.30699616E8	2.73992352E8	2.58249312E8	2.59256848E8	3.095072E8	3.14562368E8	3.0104752E8	2.6621376E8	3.0132624E8	3.03449792E8	2.6414008E8	3.02778976E8	3.3876528E8	4.19802368E8	3.15991904E8	4.344048E8	4.42648224E8	3.55544896E8	3.29310624E8	3.79974272E8	1.00506984E8	3.76079712E8	3.7942512E8	3.81426912E8	5.130148E7	4.4306924E7	4.6687768E7	4.0969552E7	4.8628104E7	4.7173568E7	4.6864736E7	4.3862124E7	4.8511324E7	4.5571356E7	4.4995952E7	4.5527344E7	6.0614144E7	5.7315428E7	5.095624E7	4.8180652E7	6.1218172E7	5.129908E7	5.0766552E7	4.89219E7	3.5605812E7	5.693548E7	5.5229356E7	5.8825832E7	
sp|Q1LV17|I2BP1_DANRE	Q1LV17	I2BP1_DANRE	irf2bp1	605	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 1	1.0	0.9989	5	22	22	39	0	0	1	1	3	0	0	1	0	1	0	1	1	1	1	2	2	1	0	0	0	2	2	2	0	0	1	1	3	0	0	1	0	1	0	1	1	1	1	2	2	1	0	0	0	2	2	2	1	1	1	2	3	1	0	2	1	2	1	2	2	2	2	2	3	2	0	0	0	3	3	3	6350296.0	4514084.0	1976924.8	3705031.5	6840889.0	1820214.0	2131304.0	5835906.0	2762623.5	7488252.5	5768837.5	846991.6	1.6604502E7	1.5263328E7	1.5384119E7	9274822.0	2.1967952E7	1.2674832E7	2.0506346E7	1.713862E7	4382394.0	2.5276142E7	2.2641308E7	2.2847988E7	9161834.0	6512655.5	2852191.0	5345402.0	8118761.0	2626098.0	2524917.5	6232932.0	3985751.0	1.0803611E7	8322940.0	5287466.5	6303339.5	4376181.0	5980841.0	6098198.0	7376534.0	5516943.0	8077306.0	5073349.5	6322661.0	8078082.5	7096779.5	6269151.0	
