Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
contam_sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	0.9634	0.9986	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	0.999	35	319	300	340	29	23	21	32	16	14	53	27	28	15	9	9	23	12	8	26	21	20	31	15	13	52	26	27	14	8	8	21	11	7	31	24	22	34	17	15	54	29	29	17	11	11	24	13	9	3.89645696E8	2.41897856E8	1.84640144E8	5.9239245E8	1.45999056E8	8.1316056E7	9.1205816E9	4.9748204E9	3.57554381E9	8.052137E8	2.07437136E8	4.777438E7	8.0549075E8	2.68007104E8	1.672976E8	1.538408E8	1.70095152E8	1.29166304E8	3.30237024E8	6.49628E7	6.8476768E7	2.80119584E8	6.1480717E8	8.4051696E7	1.71895456E8	1.41109568E8	3.6275404E7	1.82674256E8	1.28494712E8	7.0540296E7	
contam_sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0	0.999	44	847	843	847	87	16	20	202	11	14	164	26	49	94	14	19	106	12	13	87	16	20	201	11	14	164	26	49	93	13	18	106	12	13	87	16	20	202	11	14	164	26	49	94	14	19	106	12	13	1.11419955E9	1.37619008E8	1.42761712E8	2.44104832E9	1.0741728E8	1.50835856E8	2.34048328E10	1.21935693E9	2.47576986E9	4.5062579E9	1.24137392E8	1.66326272E8	4.3666729E9	1.2829792E8	1.52765552E8	2.5075904E8	1.33136296E8	8.9275104E7	5.7109306E8	6.8025344E7	8.3531224E7	7.0341101E8	8.8573E7	7.71032E7	8.4348179E8	4.691586E7	5.3547696E7	8.551232E8	6.142606E7	7.8348648E7	
contam_sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0	0.999	48	229	228	310	19	13	21	22	16	15	21	14	12	11	10	8	16	14	17	19	13	21	22	16	15	21	14	12	11	9	8	16	14	17	33	17	26	29	21	19	28	16	16	18	14	14	21	18	20	1.95728608E8	1.03126512E8	7.606632E7	4.07603488E8	8.357308E7	8.1937312E7	7.7739244E9	6.8623142E8	1.31652544E9	3.1928208E8	1.37429152E8	9.7337744E7	5.8497638E8	2.56318608E8	2.52376736E8	3.3628112E7	1.03778864E8	6.3938008E7	1.55690672E8	4.1555304E7	4.3542832E7	2.6336274E7	7.5880416E7	4.663658E7	2.61515008E8	1.26969552E8	6.3460896E7	1.62411328E8	1.41369024E8	1.04431768E8	
contam_sp|P42212|GFP_AEQVI	P42212	GFP_AEQVI	GFP	238	Aequorea victoria	1:Experimental evidence at protein level	Green fluorescent protein	1.0	0.999	7	32	32	32	2	1	2	2	0	0	2	1	0	6	6	5	2	2	1	2	1	2	2	0	0	2	1	0	6	6	5	2	2	1	2	1	2	2	0	0	2	1	0	6	6	5	2	2	1	1.6452697E7	1.4055979E7	9804877.0	1.1594306E7	0.0	0.0	3.9969656E7	2169530.8	0.0	2.33852E8	5.2973536E7	3.9760332E7	8.2302448E7	3.692912E7	1.1294069E7	1.7343362E7	1.4816898E7	4760029.0	4.8063948E7	0.0	0.0	1.7681784E7	1700875.0	0.0	1.24922976E8	3.171463E7	1.7480928E7	5.8389292E7	2.723906E7	1.146654E7	
contam_sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 E1	0.9955	0.9989	2	27	27	27	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2.2817742E7	1.0572498E7	6034879.5	1.096292E8	3.4176272E7	3.2587052E7	2.87628096E8	5.02213856E8	6.0689165E8	1.84954816E8	2.8430474E7	7.2282536E7	2.09373856E8	7.8465344E7	6.0401456E7	5.2537488E7	2.434301E7	1.3895214E7	7.9612824E7	2.7736162E7	2.6023354E7	8.4863824E7	1.24672088E8	1.70036048E8	9.3269672E7	6.5460716E7	4.104152E7	1.32332304E8	5.9753904E7	4.6260916E7	
contam_sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.9988	4	13	13	13	1	1	0	2	4	1	0	0	0	0	0	0	2	2	0	1	1	0	2	4	1	0	0	0	0	0	0	2	2	0	1	1	0	2	4	1	0	0	0	0	0	0	2	2	0	1.1933848E7	0.0	0.0	1.9240536E7	2.1320158E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3559349E7	1.5191767E7	0.0	1.1933848E7	0.0	0.0	1.003071E7	1.3603732E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7041081.5	7922306.5	0.0	
contam_sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	4	4	4	4	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	76583.51	0.0	0.0	0.0	0.0	5.9738404E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S27a	1.0	0.999	11	264	264	264	31	28	23	32	32	26	6	8	9	7	8	8	12	15	19	31	28	23	32	32	26	6	8	9	7	8	8	12	15	19	31	28	23	32	32	26	6	8	9	7	8	8	12	15	19	3.43386944E8	1.0317416E8	1.3695552E8	3.57982771E9	3.08730656E8	8.1268998E8	6.2376428E9	1.2126635E10	1.67775683E10	1.20654016E9	2.38101728E8	3.27216448E8	1.35527667E9	5.4960685E8	6.6988275E8	3.1034608E8	3.30139584E8	9.2559488E7	1.00723814E9	4.5531296E8	3.775224E8	1.26814336E9	1.57246426E9	1.72828186E9	9.3122682E8	4.01878176E8	5.07180448E8	8.3648845E8	7.0524474E8	6.2048294E8	
contam_sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	Homo sapiens	1:Experimental evidence at protein level	SUMO-conjugating enzyme UBC9	1.0	0.9989	8	31	0	103	2	2	3	3	5	3	0	0	0	2	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	9	8	6	4	7	4	8	12	10	12	6	7	1.0555312E7	3041287.8	5340271.0	6.5610392E7	4.9478192E7	4.326194E7	0.0	0.0	0.0	1.8326358E7	2.0976938E7	2.5853756E7	2.1050728E7	3.321934E7	4.9629688E7	9535156.0	2.1431796E7	4439700.5	2.8619564E7	2.262534E7	2.1329846E7	0.0	0.0	0.0	1.947018E7	1.0659669E7	1.0587227E7	2.042567E7	1.4788172E7	2.3287802E7	sp|Q9DDJ0|UBC9B_DANRE
contam_sp|P78386|KRT85_HUMAN	P78386	KRT85_HUMAN	KRT85	507	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cuticular Hb5	0.9929	0.9983	3	1	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	0.9542	0.9832	2	2	2	17	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	1	3	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9988	8	35	35	35	5	3	2	2	3	4	1	1	2	1	2	1	3	2	3	5	3	2	2	3	4	1	1	2	1	2	1	3	2	3	5	3	2	2	3	4	1	1	2	1	2	1	3	2	3	1.7326676E7	2.8690396E7	2.115511E7	1.87718432E8	3.9926536E7	3.5486516E7	1.00842144E8	2.49777248E8	1246020.6	2.84069504E8	1.69402816E8	1.82840912E8	3.5607648E8	2.09929024E8	1.84064288E8	3.6744568E7	4.0399648E7	2.9179322E7	9.494556E7	6.039142E7	4.8746476E7	5.7489876E7	1.42397424E8	4459834.5	1.6194736E8	9.6576152E7	8.621992E7	1.10457256E8	1.06825944E8	1.03766472E8	
contam_sp|Q14525|KT33B_HUMAN	Q14525	KT33B_HUMAN	KRT33B	404	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha3-II	1.0	0.9989	7	2	1	32	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	3	1	2	4	2	3	3	1	2	3	2	1	1	0.0	0.0	0.0	0.0	0.0	5715712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|Q15323|K1H1_HUMAN	Q15323	K1H1_HUMAN	KRT31	416	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha1	1.0	0.9984	10	5	2	35	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	5	1	2	3	2	3	4	1	2	3	2	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1770325.1	0.0	0.0	0.0	0.0	0.0	9617844.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|Q15843|NEDD8_HUMAN	Q15843	NEDD8_HUMAN	NEDD8	81	Homo sapiens	1:Experimental evidence at protein level	NEDD8	1.0	0.9988	3	26	26	26	1	2	0	2	2	2	3	3	2	1	2	0	1	2	3	1	2	0	2	2	2	3	3	2	1	2	0	1	2	3	1	2	0	2	2	2	3	3	2	1	2	0	1	2	3	0.0	0.0	0.0	0.0	0.0	0.0	5.408487E8	1.0972384E9	6.7996922E8	1.3239447E7	1.3311828E7	0.0	1.2056196E7	3.5111664E7	2.303122E7	0.0	0.0	0.0	0.0	0.0	0.0	2.19922224E8	4.70951168E8	4.86803552E8	1.4169481E7	1.4246946E7	0.0	1.2903109E7	1.5908E7	1.279188E7	
contam_sp|Q92764|KRT35_HUMAN	Q92764	KRT35_HUMAN	KRT35	455	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha5	0.9274	0.9983	4	3	0	21	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	1	2	1	2	2	1	1	1	1	1	1	0.0	0.0	2113952.2	0.0	0.0	1211641.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	Homo sapiens	2:Experimental evidence at transcript level	Keratin, type II cuticular Hb4	1.0	0.9988	6	31	31	71	2	1	1	2	2	3	2	2	2	2	3	3	2	2	2	2	1	1	2	2	3	2	2	2	2	3	3	2	2	2	3	3	2	5	4	7	5	5	5	5	6	6	6	6	3	3.0755476E7	2.8111546E7	1.2275142E7	2.26571088E8	1.12905512E8	1.75719936E8	6.9919912E7	9.976808E7	4.4288548E7	3.31055264E8	1.59811984E8	9.870964E7	4.52166784E8	2.26965424E8	6.3475664E7	3.5235904E7	3.0427404E7	1.3286381E7	2.07972064E8	1.0774864E8	6.8294272E7	5.5576008E7	6.7264032E7	2.508924E7	2.91465728E8	1.58304656E8	7.9422792E7	2.32355184E8	1.11658088E8	6.017622E7	
sp|A0A096X8J7|B3A3_DANRE	A0A096X8J7	B3A3_DANRE	Slc4a3	1170	Danio rerio	2:Experimental evidence at transcript level	Anion exchange protein 3	0.9639	0.9986	1	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.110705E7	2.1101666E7	1.7282856E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.110705E7	2.1101666E7	1.7282856E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2KQY6|S39AE_DANRE	A0A0G2KQY6	S39AE_DANRE	slc39a14	494	Danio rerio	2:Experimental evidence at transcript level	Metal cation symporter ZIP14	0.9943	0.9988	2	4	4	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2KTI4|S12A2_DANRE	A0A0G2KTI4	S12A2_DANRE	slc12a2	1136	Danio rerio	1:Experimental evidence at protein level	Solute carrier family 12 member 2	1.0	0.999	13	63	63	63	2	1	2	5	4	6	5	5	6	4	4	7	6	3	3	2	1	2	5	4	6	5	5	6	4	4	7	6	3	3	2	1	2	5	4	6	5	5	6	4	4	7	6	3	3	2.5350462E7	1.5661495E7	9227378.0	2.8286506E7	8897909.0	3.3682424E7	3.08756544E8	2.92045824E8	2.30192768E8	3.2476314E7	4.6575212E7	3.0737598E7	1.13658216E8	3.025712E7	2.9149964E7	1.7117704E7	2.0320222E7	6913031.5	2.3089894E7	6634661.5	8017238.5	1.9840502E7	2.0990602E7	1.6692448E7	3.1446858E7	5.6413912E7	3.0813522E7	1.21516448E8	3.0653346E7	3.2578324E7	
sp|A0A0R4IB93|UBP48_DANRE	A0A0R4IB93	UBP48_DANRE	usp48	1047	Danio rerio	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase 48	1.0	0.999	30	130	130	130	2	4	2	12	6	6	14	13	13	6	11	6	13	11	11	2	4	2	12	6	6	14	13	13	6	11	6	13	11	11	2	4	2	12	6	6	14	13	13	6	11	6	13	11	11	0.0	8349128.0	5668090.0	3.7518468E7	2.0773006E7	1.8425296E7	1.09004576E8	1.36527968E8	1.67391728E8	7.7606184E7	6.8161744E7	5.111188E7	1.62330976E8	8.7211696E7	8.3685144E7	0.0	3.300691E7	2.4015388E7	4.41752E7	3.2531262E7	3.3796048E7	1.8192604E7	2.0508874E7	2.0918512E7	2.056977E7	1.9225026E7	1.5352143E7	3.4259696E7	3.367212E7	2.5903994E7	
sp|A0A0R4IBK5|R213A_DANRE	A0A0R4IBK5	R213A_DANRE	rnf213a	5209	Danio rerio	3:Protein inferred from homology	E3 ubiquitin-protein ligase rnf213-alpha	1.0	0.999	41	95	95	95	3	2	2	3	6	5	14	12	8	7	8	8	6	7	4	3	2	2	3	6	5	14	12	8	7	8	8	6	7	4	3	2	2	3	6	5	14	12	8	7	8	8	6	7	4	1.5949528E7	2362312.0	0.0	1360589.9	6743608.0	1.456929E7	1.81949712E8	7.850772E7	1.48905264E8	2.044049E7	5.861762E7	4.3936024E7	6.8319864E7	5.9502264E7	2.5771648E7	1.7637476E7	0.0	0.0	0.0	3.6012644E7	1.4974394E7	7.5155104E7	8.5467984E7	1.4716735E7	4.9898824E7	2.6875512E7	1.5406465E7	4.3064516E7	1.7240618E7	1.8500414E7	
sp|A0A0R4IBL7|HTF4_DANRE	A0A0R4IBL7	HTF4_DANRE	tcf12	726	Danio rerio	2:Experimental evidence at transcript level	Transcription factor 12	1.0	0.9989	4	8	8	8	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5384272.0	0.0	1309994.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3665710.5	0.0	1309994.2	0.0	
sp|A0A0R4IC37|CPSF1_DANRE	A0A0R4IC37	CPSF1_DANRE	cpsf1	1451	Danio rerio	3:Protein inferred from homology	Cleavage and polyadenylation specificity factor subunit 1	1.0	0.999	37	214	214	214	16	11	11	17	18	21	18	18	17	7	9	12	12	12	15	16	11	11	17	18	21	18	18	17	7	9	12	12	12	15	16	11	11	17	18	21	18	18	17	7	9	12	12	12	15	6.7853504E7	6.42718E7	2.069926E7	1.89783552E8	8.0544992E7	6.6461008E7	6.2614086E8	4.71685696E8	4.03324416E8	2.12423392E8	1.1418452E8	7.9943408E7	2.2832288E8	1.13919664E8	1.24194768E8	1.9714604E7	2.2016828E7	1.853112E7	4.378042E7	1.9790244E7	2.6303234E7	3.6533648E7	4.5240364E7	6.5792456E7	4.4275024E7	3.5128616E7	2.3537126E7	4.0525148E7	6.5115192E7	5.0716852E7	
sp|A0A0R4IDX9|NINJ1_DANRE	A0A0R4IDX9	NINJ1_DANRE	ninj1	146	Danio rerio	3:Protein inferred from homology	Ninjurin-1	0.9998	0.999	1	4	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8545215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0R4IES7|BLTP1_DANRE	A0A0R4IES7	BLTP1_DANRE	bltp1	4923	Danio rerio	3:Protein inferred from homology	Bridge-like lipid transfer protein family member 1	1.0	0.985	6	6	6	6	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	837213.8	293896.06	0.0	0.0	1.1668691E7	9310597.0	0.0	5.5276659E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0R4IEW8|ELAV4_DANRE	A0A0R4IEW8	ELAV4_DANRE	elavl4	411	Danio rerio	1:Experimental evidence at protein level	ELAV-like protein 4	1.0	0.999	11	70	70	70	5	3	2	5	4	5	4	5	7	5	3	5	7	5	5	5	3	2	5	4	5	4	5	7	5	3	5	7	5	5	5	3	2	5	4	5	4	5	7	5	3	5	7	5	5	5.1625012E7	2.6337824E7	2035024.6	1.47442368E8	3.7994484E7	7.5484344E7	5.3997168E7	1.12835704E8	1.52310448E8	1.26109672E8	1.25690832E8	1.05200192E8	1.3920248E8	1.40023424E8	1.20207448E8	2.7477082E7	5.2618896E7	2.8603136E7	5.6946516E7	3.0302854E7	2.7379442E7	1.919895E7	4.2745748E7	5.7595688E7	1.00902416E8	7.777304E7	6.5247836E7	5.3887432E7	6.3254836E7	4.8971512E7	
sp|A0A0R4IFG5|CFA53_DANRE	A0A0R4IFG5	CFA53_DANRE	cfap53	519	Danio rerio	2:Experimental evidence at transcript level	Cilia- and flagella-associated protein 53	0.996	0.9975	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824377.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0R4IKJ1|CAPAM_DANRE	A0A0R4IKJ1	CAPAM_DANRE	pcif1	721	Danio rerio	1:Experimental evidence at protein level	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1.0	0.999	14	25	25	25	0	2	5	5	2	2	2	2	2	1	1	0	0	0	1	0	2	5	5	2	2	2	2	2	1	1	0	0	0	1	0	2	5	5	2	2	2	2	2	1	1	0	0	0	1	0.0	0.0	2337307.0	9554645.0	9304322.0	1.2741265E7	9.7424112E7	6.4464384E7	7.3902288E7	0.0	0.0	0.0	0.0	0.0	1.3122783E7	0.0	0.0	0.0	1.3812446E7	5390564.5	6004739.0	6.74214E7	6.4464384E7	6.4462792E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0R4IKU3|RECK_DANRE	A0A0R4IKU3	RECK_DANRE	reck	955	Danio rerio	1:Experimental evidence at protein level	Reversion-inducing cysteine-rich protein with Kazal motifs	1.0	0.9987	4	12	12	12	0	1	0	0	0	0	2	0	1	0	1	0	2	4	1	0	1	0	0	0	0	2	0	1	0	1	0	2	4	1	0	1	0	0	0	0	2	0	1	0	1	0	2	4	1	0.0	0.0	0.0	0.0	0.0	0.0	4748865.5	0.0	5998299.0	0.0	7975470.0	0.0	1.805541E7	2.4130378E7	1.1934932E7	0.0	0.0	0.0	0.0	0.0	0.0	4748865.5	0.0	5998299.0	0.0	7975470.0	0.0	1.2335479E7	1.5154891E7	1.1934932E7	
sp|A0A0R4IQZ2|ZDH13_DANRE	A0A0R4IQZ2	ZDH13_DANRE	zdhhc13	645	Danio rerio	2:Experimental evidence at transcript level	Putative palmitoyltransferase ZDHHC13	1.0	0.9979	7	12	12	14	0	0	0	0	0	1	1	1	0	0	3	2	1	2	1	0	0	0	0	0	1	1	1	0	0	3	2	1	2	1	0	0	0	0	1	2	1	1	0	0	3	2	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5042184E7	9103397.0	2.2226844E7	3.0119158E7	2.7334016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2677549E7	5413233.5	2.2226844E7	3.0119158E7	2.7334016E7	
sp|A0A0R4ITC5|TRRAP_DANRE	A0A0R4ITC5	TRRAP_DANRE	trrap	3841	Danio rerio	3:Protein inferred from homology	Transformation/transcription domain-associated protein	1.0	0.999	91	394	394	394	27	19	13	22	31	24	29	34	25	26	31	29	25	33	26	27	19	13	22	31	24	29	34	25	26	31	29	25	33	26	27	19	13	22	31	24	29	34	25	26	31	29	25	33	26	8.2219768E7	6.4736112E7	1.785006E7	1.43890896E8	1.72473024E8	1.26543672E8	7.696487E8	7.1252717E8	7.0257709E8	6.9642074E8	2.52948576E8	2.06290416E8	4.22579008E8	2.5939848E8	2.0208816E8	3.4654476E7	1.331839E7	1.5061046E7	5.1016808E7	6.5250876E7	4.2254688E7	8.4687448E7	3.5172796E7	8.2902176E7	8.1851808E7	5.6470192E7	4.6213416E7	7.3942192E7	4.95926E7	6.2500404E7	
