Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TL1a Spectral Count	TL1b Spectral Count	TL2a Spectral Count	TL2b Spectral Count	TL1a Unique Spectral Count	TL1b Unique Spectral Count	TL2a Unique Spectral Count	TL2b Unique Spectral Count	TL1a Total Spectral Count	TL1b Total Spectral Count	TL2a Total Spectral Count	TL2b Total Spectral Count	TL1a Intensity	TL1b Intensity	TL2a Intensity	TL2b Intensity	TL1a MaxLFQ Intensity	TL1b MaxLFQ Intensity	TL2a MaxLFQ Intensity	TL2b MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6DHE8|RHOAD_DANRE	Q6DHE8	RHOAD_DANRE	rhoad	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-D	1.0	0.999	4	26	0	26	11	6	5	4	0	0	0	0	11	6	5	4	1.99638106E9	1.20426125E9	1.57737229E9	1.01859597E9	1.4361353E9	9.6201005E8	1.44544998E9	1.08534605E9	sp|Q6NUX8|RHOAA_DANRE, sp|Q7T2E8|RHOAC_DANRE
sp|Q6DHK1|NNRE_DANRE	Q6DHK1	NNRE_DANRE	naxe	283	Danio rerio	1:Experimental evidence at protein level	NAD(P)H-hydrate epimerase	1.0	0.9973	2	7	7	7	3	2	1	1	3	2	1	1	3	2	1	1	3.5730424E7	0.0	4.76256224E8	0.0	0.0	0.0	0.0	0.0	
sp|Q6DHL4|SUMO2_DANRE	Q6DHL4	SUMO2_DANRE	sumo2	96	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 2	0.8886	0.9984	2	5	4	5	1	2	1	1	1	1	1	1	1	2	1	1	1.32455248E8	2.82198816E8	1.0792528E8	1.25340664E8	1.32455248E8	1.92717072E8	1.0792528E8	1.25340664E8	
sp|Q6DHQ3|ACY3B_DANRE	Q6DHQ3	ACY3B_DANRE	acy3.2	314	Danio rerio	2:Experimental evidence at transcript level	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) B	1.0	0.999	5	21	20	21	8	6	3	4	7	6	3	4	8	6	3	4	6.048352E8	5.3434032E8	1.70550576E8	2.19387408E8	2.03503744E8	1.56594112E8	2.58386352E8	1.6009976E8	
sp|Q6DI05|SUMO3_DANRE	Q6DI05	SUMO3_DANRE	sumo3	94	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 3	0.6974	0.9786	2	5	0	6	1	2	1	1	0	0	0	0	1	3	1	1	1.62247472E8	2.35299216E8	1.52755376E8	1.51560576E8	1.62247472E8	2.35299216E8	1.52755376E8	1.51560576E8	sp|Q6NV25|SMO3L_DANRE
sp|Q6DRC0|SYSC_DANRE	Q6DRC0	SYSC_DANRE	sars1	515	Danio rerio	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	37	272	272	272	64	90	59	59	64	90	59	59	64	90	59	59	1.25293507E10	1.48082452E10	1.0540715E10	1.51296891E10	1.04001043E9	1.08940979E9	8.6465523E8	1.13032422E9	
sp|Q6DRC4|EIF3G_DANRE	Q6DRC4	EIF3G_DANRE	eif3g	293	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0	0.9989	2	8	8	8	3	5	0	0	3	5	0	0	3	5	0	0	2.37662464E8	3.65108192E8	0.0	0.0	2.37662464E8	2.9786304E8	0.0	0.0	
sp|Q6DRF3|PSB1_DANRE	Q6DRF3	PSB1_DANRE	psmb1	237	Danio rerio	2:Experimental evidence at transcript level	Proteasome subunit beta type-1	1.0	0.999	6	14	14	14	3	6	2	3	3	6	2	3	3	6	2	3	2.98392269E9	4.6272819E9	8.6621549E8	2.50443699E9	1.62981978E9	2.24189466E9	1.10011994E9	2.35916621E9	
sp|Q6DRH5|NOP10_DANRE	Q6DRH5	NOP10_DANRE	nop10	64	Danio rerio	3:Protein inferred from homology	H/ACA ribonucleoprotein complex subunit 3	0.5264	0.9848	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	0.0	0.0	4251745.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DRI1|EI3EA_DANRE	Q6DRI1	EI3EA_DANRE	eif3ea	446	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit E-A	1.0	0.999	14	31	12	31	3	4	24	0	1	2	9	0	3	4	24	0	6.4391571E8	5.00096544E8	4.4783345E9	1.01022128E8	7.6603962E8	6.9170074E8	3.41818112E8	6.34857E7	
sp|Q6DRP2|GNL3_DANRE	Q6DRP2	GNL3_DANRE	gnl3	561	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein-like 3	0.9649	0.9894	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	1.13876941E9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6GMI7|ENOPH_DANRE	Q6GMI7	ENOPH_DANRE	enoph1	261	Danio rerio	2:Experimental evidence at transcript level	Enolase-phosphatase E1	0.9944	0.9943	2	3	3	3	1	2	0	0	1	2	0	0	1	2	0	0	9.1290096E7	1.3373992E8	0.0	0.0	9.1290096E7	1.3373992E8	0.0	0.0	
sp|Q6GMK8|GMPAA_DANRE	Q6GMK8	GMPAA_DANRE	gmppaa	422	Danio rerio	2:Experimental evidence at transcript level	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-A	0.9986	0.999	4	11	1	11	3	3	3	2	1	0	0	0	3	3	3	2	2.7676144E8	1.78766064E8	2.53735904E8	1.14525216E8	1.07353808E8	9.9157536E7	1.85017152E8	1.66040784E8	
sp|Q6IQ86|BRK1_DANRE	Q6IQ86	BRK1_DANRE	brk1	75	Danio rerio	3:Protein inferred from homology	Probable protein BRICK1	0.2886	0.9594	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	5.8999398E8	5.9698278E8	0.0	0.0	5.8999398E8	5.9698278E8	0.0	0.0	
sp|Q6IQ97|RBM41_DANRE	Q6IQ97	RBM41_DANRE	rbm4.1	419	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein 4.1	1.0	0.999	5	26	26	26	8	9	6	3	8	9	6	3	8	9	6	3	1.48570394E9	1.5240553E9	3.38515648E8	3.57452384E8	4.94662784E8	5.04356608E8	3.264368E8	2.32731056E8	
sp|Q6IQE0|PU60B_DANRE	Q6IQE0	PU60B_DANRE	puf60b	516	Danio rerio	2:Experimental evidence at transcript level	Poly(U)-binding-splicing factor PUF60-B	1.0	0.9983	4	10	10	10	3	5	1	1	3	5	1	1	3	5	1	1	1.78397312E8	2.45533168E8	3.03734112E8	3.34712704E8	1.78397312E8	1.99821792E8	3.03734112E8	3.34712704E8	
sp|Q6IQE5|GET3_DANRE	Q6IQE5	GET3_DANRE	get3	341	Danio rerio	1:Experimental evidence at protein level	ATPase GET3	1.0	0.9985	4	8	8	8	2	2	3	1	2	2	3	1	2	2	3	1	4.368654E7	4.442478E7	3.27455872E8	8.2224232E7	4.368654E7	4.442478E7	1.62221664E8	9.4222808E7	
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	Danio rerio	3:Protein inferred from homology	Cytochrome c	1.0	0.999	7	42	21	42	14	16	8	4	8	10	3	0	14	16	8	4	2.56795827E9	3.40434406E9	1.25453594E9	7.4569715E8	9.2060371E8	9.8692685E8	6.4109306E8	5.05136064E8	
sp|Q6IQP3|CALUA_DANRE	Q6IQP3	CALUA_DANRE	calua	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-A	1.0	0.999	3	16	16	16	4	6	4	2	4	6	4	2	4	6	4	2	4.1044224E8	7.2175859E8	2.9162576E8	2.99773312E8	3.31110048E8	2.17585536E8	2.34270048E8	2.35523904E8	
sp|Q6IQS6|SAE1_DANRE	Q6IQS6	SAE1_DANRE	sae1	348	Danio rerio	2:Experimental evidence at transcript level	SUMO-activating enzyme subunit 1	1.0	0.999	7	35	35	35	12	15	5	3	12	15	5	3	12	15	5	3	1.7166455E9	2.21508915E9	2.77248096E8	1.10402408E8	2.25377088E8	3.695944E8	2.31294592E8	2.54412512E8	
sp|Q6NSN2|AOF_DANRE	Q6NSN2	AOF_DANRE	mao	522	Danio rerio	1:Experimental evidence at protein level	Amine oxidase [flavin-containing]	1.0	0.999	11	51	51	51	18	11	12	10	18	11	12	10	18	11	12	10	2.44579149E9	1.46601677E9	1.09911731E9	1.41148621E9	4.24814432E8	2.69478592E8	2.18833552E8	2.73809696E8	
sp|Q6NSN5|PURA1_DANRE	Q6NSN5	PURA1_DANRE	adss1	456	Danio rerio	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 1	1.0	0.999	24	273	244	273	62	59	104	48	55	52	92	45	62	59	104	48	6.3038346E9	6.1932759E9	1.09522319E10	6.9406029E9	1.54242496E9	1.57442496E9	2.13528128E9	1.08377805E9	
sp|Q6NUV0|RB3GP_DANRE	Q6NUV0	RB3GP_DANRE	rab3gap1	969	Danio rerio	2:Experimental evidence at transcript level	Rab3 GTPase-activating protein catalytic subunit	0.9143	0.9984	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	Danio rerio	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.0	0.999	6	25	25	25	11	12	0	2	11	12	0	2	11	12	0	2	1.91070259E9	2.51452058E9	0.0	1.6781024E8	7.03936E8	8.8138291E8	0.0	1.6781024E8	
sp|Q6NUW9|FGGY_DANRE	Q6NUW9	FGGY_DANRE	fggy	545	Danio rerio	2:Experimental evidence at transcript level	FGGY carbohydrate kinase domain-containing protein	0.9828	0.9922	2	4	4	4	0	1	2	1	0	1	2	1	0	1	2	1	0.0	4.738846E7	7.5817704E7	0.0	0.0	4.738846E7	7.5817704E7	0.0	
sp|Q6NV04|HACL2_DANRE	Q6NV04	HACL2_DANRE	ilvbl	621	Danio rerio	2:Experimental evidence at transcript level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	12	51	51	51	10	19	11	11	10	19	11	11	10	19	11	11	6.581079E8	1.24530944E9	3.69905696E8	5.9626298E8	2.82921664E8	2.34365296E8	1.41834E8	2.28988128E8	
sp|Q6NV24|PXL2B_DANRE	Q6NV24	PXL2B_DANRE	prxl2b	201	Danio rerio	2:Experimental evidence at transcript level	Prostamide/prostaglandin F synthase	0.999	0.999	2	7	7	7	2	4	0	1	2	4	0	1	2	4	0	1	8.6773478E8	1.10508518E9	0.0	1.207554E8	4.01933312E8	5.6454368E8	0.0	3.54765088E8	
sp|Q6NV32|PTMAA_DANRE	Q6NV32	PTMAA_DANRE	ptmaa	105	Danio rerio	2:Experimental evidence at transcript level	Prothymosin alpha-A	1.0	0.999	4	32	32	32	8	6	8	10	8	6	8	10	8	6	8	10	2.99833248E8	2.38048384E8	5.20668608E8	7.2757395E8	2.81565184E8	1.630152E8	3.79716448E8	5.4307872E8	
sp|Q6NV34|DECR2_DANRE	Q6NV34	DECR2_DANRE	decr2	300	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1.0	0.9989	3	4	4	4	2	1	0	1	2	1	0	1	2	1	0	1	2.89369472E8	5.4435928E7	0.0	7.6645744E7	0.0	5.4435928E7	0.0	7.6645744E7	
sp|Q6NW85|ARI1L_DANRE	Q6NW85	ARI1L_DANRE	arih1l	533	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase arih1l	0.9396	0.9564	2	2	0	2	0	1	1	0	0	0	0	0	0	1	1	0	0.0	2.32114288E8	3.67942368E8	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWC6|CPSF6_DANRE	Q6NWC6	CPSF6_DANRE	cpsf6	545	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 6	1.0	0.999	3	3	3	3	0	2	0	1	0	2	0	1	0	2	0	1	0.0	3.886642E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWE0|CK054_DANRE	Q6NWE0	CK054_DANRE	zgc:85789	319	Danio rerio	2:Experimental evidence at transcript level	Ester hydrolase C11orf54 homolog	0.9985	0.999	2	12	12	12	6	6	0	0	6	6	0	0	6	6	0	0	1.49948208E8	1.99195008E8	0.0	0.0	9.2208648E7	1.33458816E8	0.0	0.0	
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	Danio rerio	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	28	244	165	340	63	66	63	52	45	42	42	36	85	88	91	76	2.67735736E10	2.70889677E10	2.57529999E10	2.15812915E10	7.9356739E9	6.6462095E9	7.1981169E9	6.2382372E9	
sp|Q6NWG0|TSN36_DANRE	Q6NWG0	TSN36_DANRE	tspan36	243	Danio rerio	1:Experimental evidence at protein level	Tetraspanin-36	0.669	0.9916	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWH2|MRPB_DANRE	Q6NWH2	MRPB_DANRE	marcksl1b	207	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-B	1.0	0.999	8	111	111	111	28	36	24	23	28	36	24	23	28	36	24	23	3.98133222E9	3.57484314E9	3.09343155E9	4.5269263E9	2.48899072E9	2.3667177E9	2.45791821E9	3.08720819E9	
sp|Q6NWJ4|DNJC2_DANRE	Q6NWJ4	DNJC2_DANRE	dnajc2	618	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 2	0.9999	0.9989	2	10	10	10	3	4	3	0	3	4	3	0	3	4	3	0	4.75127744E8	3.3727076E7	1.4379494E7	0.0	6.4194564E7	8.938712E7	3.811008E7	0.0	
sp|Q6NWK2|AP2MA_DANRE	Q6NWK2	AP2MA_DANRE	ap2m1a	436	Danio rerio	2:Experimental evidence at transcript level	AP-2 complex subunit mu-A	1.0	0.999	5	23	0	23	7	6	6	4	0	0	0	0	7	6	6	4	8.4197562E8	1.18713677E9	7.7081101E8	8.7920422E8	5.508199E8	5.5568141E8	5.08663104E8	8.7920422E8	sp|Q7ZW98|AP2MB_DANRE
sp|Q6NWL1|PD10B_DANRE	Q6NWL1	PD10B_DANRE	pdcd10b	210	Danio rerio	1:Experimental evidence at protein level	Programmed cell death protein 10-B	0.3739	0.972	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	3.92292288E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWL4|CNOT9_DANRE	Q6NWL4	CNOT9_DANRE	cnot9	298	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 9	0.9342	0.9988	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	4.9718364E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWX7|NTM1A_DANRE	Q6NWX7	NTM1A_DANRE	ntmt1	223	Danio rerio	2:Experimental evidence at transcript level	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.0	0.999	1	16	16	16	2	4	6	4	2	4	6	4	2	4	6	4	8.7082112E7	1.08967128E8	1.62159072E8	1.2912592E8	8.7082112E7	8.5919816E7	1.31097904E8	1.2912592E8	
sp|Q6NX08|WDR12_DANRE	Q6NX08	WDR12_DANRE	wdr12	422	Danio rerio	2:Experimental evidence at transcript level	Ribosome biogenesis protein wdr12	1.0	0.999	5	11	11	11	4	3	1	3	4	3	1	3	4	3	1	3	9.316352E8	6.5358899E8	1.56661552E8	9.7994029E8	3.39570208E8	1.82815808E8	2.04848464E8	2.79594112E8	
sp|Q6NX89|IF5A1_DANRE	Q6NX89	IF5A1_DANRE	eif5a	155	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	8	82	82	82	24	23	19	16	24	23	19	16	24	23	19	16	7.7965133E9	8.169087E9	7.617665E9	6.9049759E9	2.49269146E9	2.13816563E9	3.61638528E9	3.45678234E9	
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	Danio rerio	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 homolog	1.0	0.999	21	89	89	89	25	33	15	16	25	33	15	16	25	33	15	16	5.4806395E9	5.7660759E9	5.6824791E9	5.4430387E9	5.776087E8	5.5349638E8	5.29189472E8	5.6503245E8	
sp|Q6NY34|AS1BB_DANRE	Q6NY34	AS1BB_DANRE	asf1bb	197	Danio rerio	2:Experimental evidence at transcript level	Histone chaperone asf1b-B	0.9898	0.9969	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1.4804338E7	0.0	6168947.5	0.0	1.4804338E7	0.0	6168947.5	0.0	
sp|Q6NY64|2ABD_DANRE	Q6NY64	2ABD_DANRE	ppp2r2d	447	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.0	0.999	3	62	62	62	14	22	16	10	14	22	16	10	14	22	16	10	7.0474534E8	6.5443002E8	6.906985E8	4.42035552E8	2.44006304E8	2.11952896E8	2.24152416E8	1.40344048E8	
sp|Q6NY74|RFA1_DANRE	Q6NY74	RFA1_DANRE	rpa1	601	Danio rerio	1:Experimental evidence at protein level	Replication protein A 70 kDa DNA-binding subunit	1.0	0.999	8	30	30	30	9	10	7	4	9	10	7	4	9	10	7	4	2.20825267E9	1.63826189E9	1.2230368E9	1.74619674E9	9.8140134E8	6.4524032E8	6.1404819E8	7.135273E8	
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	Danio rerio	2:Experimental evidence at transcript level	Protein RCC2 homolog	1.0	0.999	12	68	68	68	19	19	18	12	19	19	18	12	19	19	18	12	3.13593139E9	2.96453299E9	4.4231281E9	2.78290304E9	9.0024467E8	8.2276531E8	7.6303411E8	8.9404262E8	
sp|Q6NYG8|DPYD_DANRE	Q6NYG8	DPYD_DANRE	dpyd	1022	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidine dehydrogenase [NADP(+)]	1.0	0.999	12	51	51	51	10	14	14	13	10	14	14	13	10	14	14	13	1.36978202E9	1.53790822E9	2.33560192E9	2.2521449E9	3.51912896E8	3.14007136E8	4.92207808E8	4.56710016E8	
sp|Q6NYL5|ALAT2_DANRE	Q6NYL5	ALAT2_DANRE	gpt2l	549	Danio rerio	2:Experimental evidence at transcript level	Alanine aminotransferase 2-like	1.0	0.999	13	94	94	94	29	26	20	19	29	26	20	19	29	26	20	19	6.4676326E9	5.3300332E9	4.16322637E9	5.7683241E9	7.668295E8	6.5527923E8	5.18951232E8	6.3011008E8	
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	Danio rerio	2:Experimental evidence at transcript level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.999	20	299	299	299	78	91	74	56	78	91	74	56	78	91	74	56	1.85287967E10	1.55217562E10	1.38945075E10	1.81473812E10	3.03719552E9	2.46420992E9	2.19103744E9	2.9270679E9	
sp|Q6NYX8|PITH1_DANRE	Q6NYX8	PITH1_DANRE	pithd1	210	Danio rerio	2:Experimental evidence at transcript level	PITH domain-containing protein 1	0.9714	0.982	2	5	5	5	1	2	1	1	1	2	1	1	1	2	1	1	1.2669004E8	1.32985688E8	1.17381312E8	1.57936704E8	1.2669004E8	1.08747936E8	1.17381312E8	1.57936704E8	
sp|Q6NZ06|ILF2_DANRE	Q6NZ06	ILF2_DANRE	ilf2	387	Danio rerio	2:Experimental evidence at transcript level	Interleukin enhancer-binding factor 2 homolog	1.0	0.999	12	88	88	88	24	37	19	8	24	37	19	8	24	37	19	8	6.0241367E9	8.103466E9	1.76411827E9	1.6911296E9	1.84559936E9	2.18371046E9	7.7504045E8	8.757255E8	
sp|Q6NZ07|NCLN_DANRE	Q6NZ07	NCLN_DANRE	ncln	572	Danio rerio	2:Experimental evidence at transcript level	BOS complex subunit ncln	1.0	0.9987	4	10	10	10	4	3	1	2	4	3	1	2	4	3	1	2	1.72793318E9	1.2996969E9	5.10958688E8	1.82172992E9	9.2128358E8	6.8987482E8	7.835008E8	8.2873062E8	
sp|Q6NZ09|ADRM1_DANRE	Q6NZ09	ADRM1_DANRE	adrm1b	410	Danio rerio	1:Experimental evidence at protein level	Proteasomal ubiquitin receptor ADRM1	1.0	0.999	2	9	9	9	1	3	3	2	1	3	3	2	1	3	3	2	3.81574528E8	3.03117088E8	6.1933018E8	1.34141832E8	3.81574528E8	3.03117088E8	5.10886752E8	1.34141832E8	
sp|Q6NZS4|RTCB_DANRE	Q6NZS4	RTCB_DANRE	rtcb	505	Danio rerio	2:Experimental evidence at transcript level	RNA-splicing ligase RtcB homolog	1.0	0.999	9	39	39	39	12	15	6	6	12	15	6	6	12	15	6	6	2.25424051E9	1.71051021E9	7.2075987E8	9.0470534E8	4.82800576E8	3.85014688E8	3.26305344E8	3.41887936E8	
sp|Q6NZT6|I2B2A_DANRE	Q6NZT6	I2B2A_DANRE	irf2bp2a	491	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 2-A	0.9322	0.9988	1	2	0	2	1	1	0	0	0	0	0	0	1	1	0	0	1.8705092E7	8741552.0	0.0	0.0	1.8705092E7	8741552.0	0.0	0.0	sp|Q7T2G1|I2B2B_DANRE
sp|Q6P0C7|SCAM5_DANRE	Q6P0C7	SCAM5_DANRE	scamp5	230	Danio rerio	2:Experimental evidence at transcript level	Secretory carrier-associated membrane protein 5	0.9174	0.9985	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	2.41355616E8	0.0	0.0	0.0	0.0	
sp|Q6P0D9|CIAO1_DANRE	Q6P0D9	CIAO1_DANRE	ciao1	330	Danio rerio	2:Experimental evidence at transcript level	Probable cytosolic iron-sulfur protein assembly protein ciao1	0.9996	0.999	2	6	6	6	3	2	0	1	3	2	0	1	3	2	0	1	3.46168256E8	2.59649088E8	0.0	3.6876176E7	1.27502328E8	9.7548896E7	0.0	6.9554336E8	
sp|Q6P0G6|MYL1_DANRE	Q6P0G6	MYL1_DANRE	myl1	190	Danio rerio	2:Experimental evidence at transcript level	Myosin, light chain 1, alkali; skeletal, fast	1.0	0.999	8	66	66	66	24	20	12	10	24	20	12	10	24	20	12	10	4.03436006E9	3.95460531E9	9.9704205E8	1.78813568E8	8.6816979E8	9.5034157E8	3.42154432E8	3.36118976E8	
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	9	72	72	72	19	24	14	15	19	24	14	15	19	24	14	15	1.22180024E10	1.75147069E10	1.77529221E10	1.36409457E10	5.902295E9	8.7759186E9	8.82031E9	7.4151444E9	
sp|Q6P268|PDCL3_DANRE	Q6P268	PDCL3_DANRE	pdcl3	239	Danio rerio	2:Experimental evidence at transcript level	Phosducin-like protein 3	1.0	0.999	3	4	4	4	1	3	0	0	1	3	0	0	1	3	0	0	9.0620952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P2T0|TM38A_DANRE	Q6P2T0	TM38A_DANRE	tmem38a	295	Danio rerio	2:Experimental evidence at transcript level	Trimeric intracellular cation channel type A	0.9994	0.9957	2	9	9	9	1	4	2	2	1	4	2	2	1	4	2	2	2.01202912E8	1.2854359E9	7.7203686E8	1.23102323E9	2.95303776E8	7.3974867E8	7.3086157E8	1.1653687E9	
sp|Q6P2U9|CSN3_DANRE	Q6P2U9	CSN3_DANRE	cops3	423	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 3	0.7965	0.9956	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	5.5396232E7	0.0	0.0	0.0	0.0	
sp|Q6P3H4|PNCB_DANRE	Q6P3H4	PNCB_DANRE	naprt	546	Danio rerio	2:Experimental evidence at transcript level	Nicotinate phosphoribosyltransferase	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	1.2519548E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P3H7|RBBP4_DANRE	Q6P3H7	RBBP4_DANRE	rbbp4	424	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP4	1.0	0.999	16	201	65	201	50	56	52	43	19	16	16	14	50	56	52	43	1.02678856E10	9.4789786E9	7.6503045E9	9.0745682E9	1.217568E9	1.1065431E9	8.5741107E8	1.16109389E9	
sp|Q6P3J5|EF2_DANRE	Q6P3J5	EF2_DANRE	eef2b	858	Danio rerio	1:Experimental evidence at protein level	Elongation factor 2b	1.0	0.999	72	2164	2164	2164	561	604	530	469	561	604	530	469	561	604	530	469	1.39846386E11	1.28423641E11	1.26620803E11	1.28707322E11	8.60446E9	7.8396554E9	7.9601449E9	8.9537546E9	
sp|Q6P3L0|MVP_DANRE	Q6P3L0	MVP_DANRE	mvp	863	Danio rerio	2:Experimental evidence at transcript level	Major vault protein	1.0	0.999	45	333	333	333	84	88	85	76	84	88	85	76	84	88	85	76	1.33800776E10	1.44895764E10	1.62923131E10	1.53569444E10	9.0557126E8	9.0824307E8	9.6676339E8	1.01625504E9	
sp|Q6P3L6|DH12A_DANRE	Q6P3L6	DH12A_DANRE	hsd17b12a	319	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-A	1.0	0.999	5	43	42	43	12	14	10	7	12	13	10	7	12	14	10	7	2.75857434E9	1.05039296E9	5.8920518E8	6.3580922E8	7.9302547E8	1.0759968E9	8.2711098E8	8.9253248E8	
sp|Q6P5L3|RL19_DANRE	Q6P5L3	RL19_DANRE	rpl19	196	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	4	52	52	52	14	15	11	12	14	15	11	12	14	15	11	12	5.5480387E9	6.6991242E9	5.3657441E9	6.7909335E9	2.55687168E9	2.79371418E9	3.01682483E9	2.85742643E9	
sp|Q6P5L8|HSDL2_DANRE	Q6P5L8	HSDL2_DANRE	hsdl2	415	Danio rerio	2:Experimental evidence at transcript level	Hydroxysteroid dehydrogenase-like protein 2	1.0	0.999	5	14	14	14	3	6	4	1	3	6	4	1	3	6	4	1	3.02516416E8	5.9353722E8	4.368992E8	2.71176E8	3.02516416E8	3.38372544E8	3.25899616E8	2.71176E8	
sp|Q6P5M2|SKI8_DANRE	Q6P5M2	SKI8_DANRE	skic8	305	Danio rerio	2:Experimental evidence at transcript level	Superkiller complex protein 8	1.0	0.999	3	22	22	22	5	5	6	6	5	5	6	6	5	5	6	6	9.3507699E8	1.18066392E8	9.4270522E8	1.66589133E9	4.46036992E8	1.38408973E9	3.60858432E8	7.0611917E8	
sp|Q6P698|PLSL_DANRE	Q6P698	PLSL_DANRE	lcp1	624	Danio rerio	1:Experimental evidence at protein level	Plastin-2	1.0	0.999	23	69	69	171	21	22	12	14	21	22	12	14	50	54	30	37	3.23480627E9	2.5001257E9	1.88244326E9	2.76979354E9	6.6855046E8	4.85778496E8	4.32580064E8	5.4977146E8	
sp|Q6P963|GLO2_DANRE	Q6P963	GLO2_DANRE	hagh	303	Danio rerio	2:Experimental evidence at transcript level	Hydroxyacylglutathione hydrolase, mitochondrial	0.9925	0.9942	2	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	0.0	0.0	1.258678E8	0.0	0.0	0.0	0.0	0.0	
