Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|A8E7I5|TTC36_DANRE,A8E7I5,TTC36_DANRE,ttc36,187,Danio rerio,2:Experimental evidence at transcript level,Tetratricopeptide repeat protein 36,0.8642,0.9975,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|A8WE67|KBP_DANRE,A8WE67,KBP_DANRE,kifbp,631,Danio rerio,2:Experimental evidence at transcript level,KIF-binding protein,0.9943,0.9985,2,4,4,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2715207.2,0,0,0,8250257.5,5765211,0,0,0,0,0,0,0,0,0,2715207.2,0,0,0,8250257.5,5765211,0,0,0,0,0,0,0,
sp|A9JRC7|PP4CB_DANRE,A9JRC7,PP4CB_DANRE,ppp4cb,307,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 4 catalytic subunit B,1,0.999,7,72,55,72,5,3,6,4,4,6,6,2,1,4,5,9,8,4,5,5,2,5,3,3,5,6,2,0,4,3,7,5,2,3,5,3,6,4,4,6,6,2,1,4,5,9,8,4,5,15617154,1868515.1,24795434,20241124,7826612.5,11614628,22484288,11344592,0,11946321,4002221.5,13533740,31052108,3413761.2,44632484,8308490,7219263.5,7323978,7324244.5,6104774.5,6901007.5,6900685.5,4933862,0,8877301,6191974.5,6190291,7795195.5,3869833.5,4083869,
sp|A9JTH1|NCLDA_DANRE,A9JTH1,NCLDA_DANRE,ncalda,193,Danio rerio,2:Experimental evidence at transcript level,Neurocalcin-delta A,1,0.9989,9,88,26,88,7,2,6,8,6,6,7,4,7,5,3,5,9,6,7,2,1,2,2,1,2,3,1,2,1,1,2,3,2,1,7,2,6,8,6,6,7,4,7,5,3,5,9,6,7,226379328,142365328,258637824,231127248,147620352,175248880,95921256,64022820,88081008,241315664,111189688,220698016,224455280,129046704,237516240,81713736,47079056,65176820,66167228,50054076,59210356,39108512,37779288,44197332,143581664,61145896,67966080,65427188,40215916,70752912,
sp|B0R0D7|COR1C_DANRE,B0R0D7,COR1C_DANRE,coro1ca,474,Danio rerio,2:Experimental evidence at transcript level,Coronin-1C-A,1,0.999,4,18,18,18,1,1,0,2,1,1,2,1,1,0,3,1,2,1,1,1,1,0,2,1,1,2,1,1,0,3,1,2,1,1,1,1,0,2,1,1,2,1,1,0,3,1,2,1,1,10370035,28825282,25360514,32284012,2153161,30301734,23944040,1905780.4,30625186,0,36263720,27667472,26306406,39387240,22472798,9923709,29206624,24268998,10947187,34909404,28997548,10470131,30898598,29307080,0,27717342,26476666,11232979,37692016,21505570,
sp|B0S5N4|PLXA3_DANRE,B0S5N4,PLXA3_DANRE,plxna3,1892,Danio rerio,2:Experimental evidence at transcript level,Plexin A3,1,0.9975,8,21,17,21,3,0,0,2,0,0,2,0,2,1,0,1,8,0,2,2,0,0,2,0,0,1,0,2,1,0,0,7,0,2,3,0,0,2,0,0,2,0,2,1,0,1,8,0,2,7613815.5,5840261.5,2098093.5,14560659,0,0,10843010,0,7077207.5,10590912,0,3292010.5,21215092,0,18162472,4596691,4303758.5,3070384,6403700.5,0,0,6605676,0,10185096,10739217,0,4817581.5,5790976.5,0,5579930,
sp|B0S6C5|RTSTL_DANRE,B0S6C5,RTSTL_DANRE,retsatl,604,Danio rerio,1:Experimental evidence at protein level,"Inactive all-trans-retinol 13,14-reductase",0.9999,0.9985,3,9,9,9,0,0,1,1,0,2,1,0,0,0,0,1,1,0,2,0,0,1,1,0,2,1,0,0,0,0,1,1,0,2,0,0,1,1,0,2,1,0,0,0,0,1,1,0,2,475047936,799642050,545687740,429452960,815854910,497318208,457193504,803209790,594313150,306380576,686137090,497011008,405277536,1100115200,571256260,475047936,799642050,520340544,385370784,815854910,473339680,440417664,803209790,594313150,306380576,686137090,476099072,394810336,1100115200,748309250,
sp|B0S6J3|SRGP2_DANRE,B0S6J3,SRGP2_DANRE,srgap2,1100,Danio rerio,2:Experimental evidence at transcript level,SLIT-ROBO Rho GTPase-activating protein 2,1,0.9951,4,5,5,5,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3765964.5,0,0,0,0,0,0,0,3006700.2,0,0,0,8533675,21762434,0,6858092,0,0,0,0,0,0,0,0,0,0,0,6988214,12293277,
sp|B0S6R1|NCKP1_DANRE,B0S6R1,NCKP1_DANRE,nckap1,1128,Danio rerio,3:Protein inferred from homology,Nck-associated protein 1,1,0.9985,5,7,7,7,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,4253882.5,861393.75,2440898.5,5826512,0,0,4851108,0,0,0,0,0,3512477.2,0,6590893,4195371.5,849545.5,2407324.5,3499771.8,0,0,4784382,0,0,0,0,0,5396334.5,0,6500237,
sp|B0V3F8|PRKRA_DANRE,B0V3F8,PRKRA_DANRE,prkra,282,Danio rerio,2:Experimental evidence at transcript level,Interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog,0.4155,0.9781,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8420835,0,0,0,0,0,0,0,0,0,0,0,3628235.8,0,0,8420835,0,0,0,0,0,0,0,0,0,0,0,3628235.8,0,
sp|B3DJT0|SART3_DANRE,B3DJT0,SART3_DANRE,sart3,951,Danio rerio,2:Experimental evidence at transcript level,Squamous cell carcinoma antigen recognized by T-cells 3,1,0.9983,3,9,9,9,2,0,1,2,0,1,1,0,1,0,0,0,1,0,0,2,0,1,2,0,1,1,0,1,0,0,0,1,0,0,2,0,1,2,0,1,1,0,1,0,0,0,1,0,0,17489800,7017720,4887490,10586895,3230233,705808.2,12703294,0,3505324.2,0,0,1112851.6,871601.2,0,6545726,4779080,7234879,2718452.2,1698660.4,5300647.5,1539102.2,2964838.8,0,5752058,0,0,2426711,1900634.5,0,6707771,
sp|B5DE31|YBOX1_DANRE,B5DE31,YBOX1_DANRE,ybx1,310,Danio rerio,1:Experimental evidence at protein level,Y-box-binding protein 1,1,0.999,8,71,71,71,4,6,3,3,7,3,3,7,4,4,7,4,3,10,3,4,6,3,3,7,3,3,7,4,4,7,4,3,10,3,4,6,3,3,7,3,3,7,4,4,7,4,3,10,3,132210192,215203184,41134940,121234872,271051840,43113996,104032208,252393552,45233284,47003604,301815936,56631680,147889424,334244256,37208112,63693296,94888776,20493498,54467656,104544200,20095376,53266864,97727952,23292908,31718936,105873480,22341064,62740276,118194424,17425558,
sp|B7ZC77|CTNA2_DANRE,B7ZC77,CTNA2_DANRE,Ctnna2,865,Danio rerio,3:Protein inferred from homology,Catenin alpha-2,1,0.999,16,41,41,71,2,7,1,2,3,3,2,2,1,4,6,2,1,3,2,2,7,1,2,3,3,2,2,1,4,6,2,1,3,2,4,8,3,4,7,3,4,4,3,5,10,4,3,6,3,2415041.8,57569716,17510360,12692052,17173680,13794351,12518523,17432234,3377104,13095771,35740128,14477912,3005586,5075797.5,15265174,6018748.5,17982904,8192520.5,7269154.5,10438335,6421778,4984133.5,6822677.5,9760569,18762988,9878918,7534342,7490498.5,8436361,11608633,
sp|B8A5I7|SSBP_DANRE,B8A5I7,SSBP_DANRE,ssbp1,146,Danio rerio,1:Experimental evidence at protein level,"Single-stranded DNA-binding protein, mitochondrial",1,0.999,7,74,74,74,5,4,6,4,3,6,7,3,6,8,4,5,5,3,5,5,4,6,4,3,6,7,3,6,8,4,5,5,3,5,5,4,6,4,3,6,7,3,6,8,4,5,5,3,5,185907792,113794488,143771696,163834656,61345576,178024304,206350656,77260528,153032384,240869424,53364136,189196048,190269376,86637880,231722384,48693240,38658652,49188168,53024952,32169604,51148816,54106028,38299112,56727224,62454220,26959874,57051396,53701044,34104812,57801696,
sp|B8JLQ9|CBPO_DANRE,B8JLQ9,CBPO_DANRE,cpo,363,Danio rerio,1:Experimental evidence at protein level,Carboxypeptidase O,0.8436,0.9971,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|B8XY56|RNT2_DANRE,B8XY56,RNT2_DANRE,rnaset2,240,Danio rerio,2:Experimental evidence at transcript level,Ribonuclease T2,1,0.9959,3,8,8,8,0,0,1,1,0,0,2,0,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,0,1,2,0,1,5474195.5,0,8431591,10242170,0,0,13262993,0,0,0,0,3547594,4080352.5,0,4241701,15745566,0,6474578.5,6608857.5,0,0,7412975.5,0,0,0,0,2724180.5,3133283.2,0,12200511,
sp|C0HM54|SCG2A_DANRE,C0HM54,SCG2A_DANRE,Scg2a,539,Danio rerio,2:Experimental evidence at transcript level,Secretogranin-2a,0.8932,0.9981,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539587.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|E7EZF3|UHRF1_DANRE,E7EZF3,UHRF1_DANRE,uhrf1,776,Danio rerio,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase UHRF1,0.997,0.9981,2,3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4836513,0,0,0,45000168,0,0,0,0,0,0,0,4717044.5,3223824.5,0,4836513,0,0,0,0,0,0,0,0,0,0,0,4717044.5,3223824.5,
sp|E7F6F7|ABCB7_DANRE,E7F6F7,ABCB7_DANRE,abcb7,743,Danio rerio,3:Protein inferred from homology,"Iron-sulfur clusters transporter ABCB7, mitochondrial",0.9956,0.999,1,4,4,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1069684,0,0,0,0,0,0,3103065.2,0,0,0,0,0,0,0,1069684,0,0,0,0,0,0,3103065.2,
sp|E7F6H7|DCI2A_DANRE,E7F6H7,DCI2A_DANRE,dync1i2a,626,Danio rerio,3:Protein inferred from homology,"Dynein, cytoplasmic 1, intermediate chain 2a",1,0.999,7,24,24,24,1,3,2,2,4,2,2,0,0,1,1,1,1,2,2,1,3,2,2,4,2,2,0,0,1,1,1,1,2,2,1,3,2,2,4,2,2,0,0,1,1,1,1,2,2,5014066.5,17284654,8012809,5285540.5,11102282,4558048.5,7087088,0,0,3906861.8,6626458.5,3858256.8,4994572.5,8348171,10036423,5267708,8442361,4605852,5552915,6469421,2756622,5382782.5,0,0,4104494.2,9161477,4053430.5,5247228,9055301,5684507.5,
sp|E7F9L8|MYO1D_DANRE,E7F9L8,MYO1D_DANRE,myo1d,1004,Danio rerio,2:Experimental evidence at transcript level,Unconventional myosin-Id,0.9995,0.9988,2,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10062239,0,0,0,0,0,0,0,0,0,0,0,1927001.4,0,15120906,6872283.5,0,0,0,0,0,0,0,0,0,0,0,1927001.4,0,10846823,
sp|E7FF10|VWA1_DANRE,E7FF10,VWA1_DANRE,vwa1,503,Danio rerio,3:Protein inferred from homology,von Willebrand factor A domain-containing protein 1,0.8504,0.9972,1,6,6,6,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,706136.1,7023065.5,3833722.8,0,5886399,3255592.5,0,7040937,0,0,0,3015901,0,4467439.5,0,706136.1,7023065.5,3833722.8,0,5886399,3255592.5,0,7040937,0,0,0,3015901,0,4467439.5,
sp|E7FGY2|GID8B_DANRE,E7FGY2,GID8B_DANRE,gid8b,229,Danio rerio,2:Experimental evidence at transcript level,Glucose-induced degradation protein 8-B homolog,1,0.9989,2,15,0,15,0,3,0,2,1,1,2,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,2,0,0,0,1,1,1,1,2,0,28372332,0,8171521,2821442.5,4541691.5,7958238,0,0,0,2309717.5,1126010.2,2620300,1991473.4,13275457,0,17146784,0,3665074.8,4189192.2,3436027.8,1650243.5,0,0,0,3429398.5,1671865.9,3890542,2956879.2,15479137,sp|Q6PC55|GID8A_DANRE
sp|E9QI36|HARS1_DANRE,E9QI36,HARS1_DANRE,hars,513,Danio rerio,3:Protein inferred from homology,Histidine--tRNA ligase,1,0.999,5,17,17,17,0,1,1,4,1,1,2,0,0,1,2,1,1,0,2,0,1,1,4,1,1,2,0,0,1,2,1,1,0,2,0,1,1,4,1,1,2,0,0,1,2,1,1,0,2,0,20751072,10364704,2362495230,3867769,1091453.1,12683718,0,0,9486667,7402811,6253830,8482204,0,15966494,0,28370036,9949291,16048816,5287859,1492191.1,25819126,0,0,16996196,6106541.5,12730370,15196614,0,10008293,
sp|E9QJ30|KL40B_DANRE,E9QJ30,KL40B_DANRE,klhl40b,618,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 40b,0.9627,0.9715,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5624285,0,0,3708536.5,0,0,0,0,0,0,2486673,0,0,14919935,0,5624285,0,0,3708536.5,0,0,0,0,0,0,2486673,0,0,14919935,
sp|F1Q575|NNRD_DANRE,F1Q575,NNRD_DANRE,naxd,330,Danio rerio,3:Protein inferred from homology,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,1,0.999,7,36,36,36,2,2,2,5,3,2,4,0,2,3,0,1,6,1,3,2,2,2,5,3,2,4,0,2,3,0,1,6,1,3,2,2,2,5,3,2,4,0,2,3,0,1,6,1,3,41495732,21282344,53294736,55469708,6852004,14212518,8071277.5,0,12264252,36535888,0,14350946,22816474,3946303.2,24766044,16378166,10957952,10446254,12253146,7201342,9588568,5390635,0,7919945.5,28986138,0,9937979,11877360,6122624.5,14881151,
sp|F1Q749|DKC1_DANRE,F1Q749,DKC1_DANRE,dkc1,506,Danio rerio,2:Experimental evidence at transcript level,H/ACA ribonucleoprotein complex subunit DKC1,1,0.9988,8,23,23,23,3,1,1,4,1,2,3,0,1,3,0,1,3,0,0,3,1,1,4,1,2,3,0,1,3,0,1,3,0,0,3,1,1,4,1,2,3,0,1,3,0,1,3,0,0,21149554,5673392.5,22868298,37606192,5843890.5,11506469,18934160,0,11847326,18159926,0,5679667.5,34908016,0,19054696,7375426,6721244,7000556,8376537,6923232,6761506.5,12192054,0,7659606,11860571,0,7216384,8261101.5,0,7579773.5,
sp|F1Q8W0|CATIN_DANRE,F1Q8W0,CATIN_DANRE,cactin,835,Danio rerio,2:Experimental evidence at transcript level,Splicing factor Cactin,0.2404,0.9521,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1Q8X5|FERM2_DANRE,F1Q8X5,FERM2_DANRE,fermt2,684,Danio rerio,2:Experimental evidence at transcript level,Fermitin family homolog 2,0.9578,0.9862,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2488034.5,0,0,0,0,0,0,0,0,0,0,559790,0,1288797.6,0,0,0,0,0,0,0,0,0,0,0,0,559790,0,1288797.6,
sp|F1QB54|PABPA_DANRE,F1QB54,PABPA_DANRE,pabpc1a,634,Danio rerio,1:Experimental evidence at protein level,Polyadenylate-binding protein 1A,1,0.999,24,174,174,174,10,17,8,13,12,9,18,14,9,12,9,8,15,11,9,10,17,8,13,12,9,18,14,9,12,9,8,15,11,9,10,17,8,13,12,9,18,14,9,12,9,8,15,11,9,317405056,505885312,359842080,399426112,482924608,297483136,439733664,458748256,256791552,326856864,297895104,325747680,448897408,444213376,318976160,104705832,114420760,103443200,110654424,127599304,92164144,107709064,104248800,87441592,87509408,98433712,96557912,114221024,120674984,80751040,
sp|F1QC17|EMI1A_DANRE,F1QC17,EMI1A_DANRE,emilin1a,1014,Danio rerio,3:Protein inferred from homology,EMILIN-1-A,1,0.999,16,103,103,103,6,7,7,5,9,7,7,3,5,11,7,9,6,3,11,6,7,7,5,9,7,7,3,5,11,7,9,6,3,11,6,7,7,5,9,7,7,3,5,11,7,9,6,3,11,47411328,85927848,68530136,21617694,46181080,43786400,45192680,16263898,56661624,175111456,20080120,50229232,19041608,17994784,172553120,19206498,59229468,17290212,7957398.5,15209169,16315737,7401879.5,16828366,14665588,45968080,15674199,13305978,9827939,18687458,40952000,
sp|F1QCN0|GAL3A_DANRE,F1QCN0,GAL3A_DANRE,gatd3,262,Danio rerio,3:Protein inferred from homology,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",0.9953,0.9975,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QEG2|KL41B_DANRE,F1QEG2,KL41B_DANRE,klhl41b,605,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 41b,1,0.9989,5,18,9,18,0,2,4,0,2,1,0,2,1,0,1,1,1,2,1,0,1,3,0,1,1,0,1,0,0,0,1,0,1,0,0,2,4,0,2,1,0,2,1,0,1,1,1,2,1,36572248,26171312,54085352,49512124,13273580,30650132,0,7337631,5528270,0,7963121,29588862,2275255.5,5773288,50265864,20250368,9601955,14738236,17209072,18409596,16971240,0,14820248,11165774,0,16083587,16383607,4595468.5,11660652,13764478,
sp|F1QGC8|DTD1_DANRE,F1QGC8,DTD1_DANRE,dtd1,207,Danio rerio,1:Experimental evidence at protein level,D-aminoacyl-tRNA deacylase 1,0.9144,0.9581,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36098056,0,0,0,0,0,0,0,0,0,0,0,51142384,0,0,36098056,0,0,0,0,0,0,0,0,0,0,0,49140428,0,0,
sp|F1QGH7|CTNB1_DANRE,F1QGH7,CTNB1_DANRE,ctnnb1,780,Danio rerio,1:Experimental evidence at protein level,Catenin beta-1,1,0.999,4,6,6,9,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,1,2,0,7158469.5,4954761,4375892,0,7139032,0,0,0,0,0,0,3415144.8,0,5402627.5,0,6332487.5,4954761,4375892,0,7139032,0,0,0,0,0,0,3415144.8,0,5402627.5,
sp|F1QGH9|PS11B_DANRE,F1QGH9,PS11B_DANRE,psmd11b,422,Danio rerio,2:Experimental evidence at transcript level,26S proteasome non-ATPase regulatory subunit 11B,0.9999,0.9942,4,5,5,26,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,2,1,1,2,1,1,3,0,2,2,2,2,3,2,3422836.8,0,3344346.8,4209134.5,0,0,0,0,0,11399013,0,0,4771178,0,0,3422836.8,0,3344346.8,4209134.5,0,0,0,0,0,11399013,0,0,4771178,0,0,
sp|F1QGW6|IF2G_DANRE,F1QGW6,IF2G_DANRE,eif2s3,472,Danio rerio,3:Protein inferred from homology,Eukaryotic translation initiation factor 2 subunit 3,1,0.999,12,33,33,33,4,0,1,7,0,1,6,0,0,8,0,1,5,0,0,4,0,1,7,0,1,6,0,0,8,0,1,5,0,0,4,0,1,7,0,1,6,0,0,8,0,1,5,0,0,55766160,2614694.2,16266131,94653616,0,9091729,82827928,0,0,63391220,0,13172189,74708176,0,11663085,21386006,9507883,9519075,24405936,0,8225295,26466236,0,0,34044740,0,11916891,23531008,0,10551603,
sp|F1QLR3|FXR1_DANRE,F1QLR3,FXR1_DANRE,fxr1,622,Danio rerio,1:Experimental evidence at protein level,RNA-binding protein FXR1,1,0.9989,2,12,12,12,0,3,0,0,1,1,0,1,1,0,3,0,0,1,1,0,3,0,0,1,1,0,1,1,0,3,0,0,1,1,0,3,0,0,1,1,0,1,1,0,3,0,0,1,1,0,11435010,512156.6,0,6184699.5,3460377.2,0,8195853.5,3592431,0,8460401,0,0,7268824.5,6111017.5,0,5279812,777526.94,0,6532793.5,3655138,0,8657142,3794624.2,0,5439038,0,0,7677936.5,3031925,
sp|F1QNV4|NU133_DANRE,F1QNV4,NU133_DANRE,nup133,1136,Danio rerio,2:Experimental evidence at transcript level,Nuclear pore complex protein Nup133,0.9927,0.9946,1,3,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1635697.5,0,0,0,0,0,0,0,2611910.8,0,0,0,0,2457760.2,0,1635697.5,0,0,0,0,0,0,0,2611910.8,0,0,0,0,2457760.2,
sp|F1QPC3|SARAF_DANRE,F1QPC3,SARAF_DANRE,saraf,345,Danio rerio,2:Experimental evidence at transcript level,Store-operated calcium entry-associated regulatory factor,1,0.999,3,6,6,6,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,15732576,8779523,0,0,0,0,3096716.5,0,0,15415087,3904706,0,10904366,0,0,8828968,4695700.5,0,0,0,0,0,0,0,8498429,4921535.5,0,5427592,
sp|F1QSQ0|DSC2L_DANRE,F1QSQ0,DSC2L_DANRE,dsc2l,934,Danio rerio,2:Experimental evidence at transcript level,Desmocollin 2-like protein,1,0.9989,6,27,27,27,1,2,2,2,2,3,2,4,2,1,1,1,1,2,1,1,2,2,2,2,3,2,4,2,1,1,1,1,2,1,1,2,2,2,2,3,2,4,2,1,1,1,1,2,1,0,8906489,36172608,6809382,13559000,22317002,8161178,17891140,10651807,6435723,7214888.5,10710334,8248692,0,24422418,0,8468559,9199636,5138370,9734686,8456329,4849341.5,4838097.5,7134571.5,14546484,6700996,9504260,6154318.5,0,7312287,
sp|F1QVU0|LTK_DANRE,F1QVU0,LTK_DANRE,ltk,1530,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase receptor,0.9733,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974654.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QYJ6|ST6B1_DANRE,F1QYJ6,ST6B1_DANRE,sult6b1,296,Danio rerio,1:Experimental evidence at protein level,Sulfotransferase 6B1,0.905,0.9983,1,5,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,9393034,0,0,0,0,0,0,0,0,0,12484542,10094161,0,0,9986480,9393034,0,0,0,0,0,0,0,0,0,12484542,10094161,0,0,9986480,
