Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,170928_MW_1 Spectral Count,170928_MW_2 Spectral Count,170928_MW_3 Spectral Count,170928_MW_4 Spectral Count,170928_MW_5 Spectral Count,170928_MW_6 Spectral Count,170928_MW_1 Unique Spectral Count,170928_MW_2 Unique Spectral Count,170928_MW_3 Unique Spectral Count,170928_MW_4 Unique Spectral Count,170928_MW_5 Unique Spectral Count,170928_MW_6 Unique Spectral Count,170928_MW_1 Total Spectral Count,170928_MW_2 Total Spectral Count,170928_MW_3 Total Spectral Count,170928_MW_4 Total Spectral Count,170928_MW_5 Total Spectral Count,170928_MW_6 Total Spectral Count,170928_MW_1_6dpf_Intensity,170928_MW_2_6dpf_Intensity,170928_MW_3_6dpf_Intensity,170928_MW_4_6dpf_Intensity,170928_MW_5_6dpf_Intensity,170928_MW_6_6dpf_Intensity,170928_MW_1 MaxLFQ_6dpf_Intensity,170928_MW_2 MaxLFQ_6dpf_Intensity,170928_MW_3 MaxLFQ_6dpf_Intensity,170928_MW_4 MaxLFQ_6dpf_Intensity,170928_MW_5 MaxLFQ_6dpf_Intensity,170928_MW_6 MaxLFQ_6dpf_Intensity,Indistinguishable Proteins
sp|Q6NX08|WDR12_DANRE,Q6NX08,WDR12_DANRE,wdr12,422,Danio rerio,2:Experimental evidence at transcript level,Ribosome biogenesis protein wdr12,0.8786,0.9963,1,3,3,3,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,5954357.5,0,0,0,0,0,0,0,0,
sp|Q6NX89|IF5A1_DANRE,Q6NX89,IF5A1_DANRE,eif5a,155,Danio rerio,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 5A-1,1,0.9834,2,8,8,8,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,132689432,137898688,139501456,80729760,146807856,66253448,128375528,137898688,139501456,80729760,146807856,66253448,
sp|Q6NXA4|ILF3_DANRE,Q6NXA4,ILF3_DANRE,ilf3,833,Danio rerio,1:Experimental evidence at protein level,Interleukin enhancer-binding factor 3 homolog,1,0.999,17,52,52,52,4,9,12,11,7,9,4,9,12,11,7,9,4,9,12,11,7,9,417956832,539759810,346121696,469775136,192368848,660463740,132622392,191205568,113338072,177607152,123792064,204719712,
sp|Q6NY64|2ABD_DANRE,Q6NY64,2ABD_DANRE,ppp2r2d,447,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,1,0.999,2,17,17,17,3,1,2,3,3,5,3,1,2,3,3,5,3,1,2,3,3,5,2325487.8,25505876,18918848,54866516,52400516,6760215,3057381.8,33533268,24873122,11702185,68892384,8887838,
sp|Q6NY98|MCE1_DANRE,Q6NY98,MCE1_DANRE,rngtt,598,Danio rerio,2:Experimental evidence at transcript level,mRNA-capping enzyme,0.916,0.9975,1,4,4,4,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,5704719.5,0,0,0,5233700.5,0,5704719.5,0,0,0,5233700.5,0,
sp|Q6NYD4|MAK16_DANRE,Q6NYD4,MAK16_DANRE,mak16,303,Danio rerio,2:Experimental evidence at transcript level,Protein MAK16 homolog,0.9381,0.9982,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NYD7|OCAD1_DANRE,Q6NYD7,OCAD1_DANRE,ociad1,266,Danio rerio,2:Experimental evidence at transcript level,OCIA domain-containing protein 1,0.9969,0.9931,2,2,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2688810.2,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NYE2|RCC2_DANRE,Q6NYE2,RCC2_DANRE,rcc2,495,Danio rerio,2:Experimental evidence at transcript level,Protein RCC2 homolog,1,0.999,8,33,33,33,4,8,3,7,5,6,4,8,3,7,5,6,4,8,3,7,5,6,0,158421088,97706128,241775840,184471232,228686320,0,50200024,52790692,80356992,60165892,67079764,
sp|Q6NYG8|DPYD_DANRE,Q6NYG8,DPYD_DANRE,dpyd,1022,Danio rerio,2:Experimental evidence at transcript level,Dihydropyrimidine dehydrogenase [NADP(+)],0.9952,0.9975,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NYL3|ECHP_DANRE,Q6NYL3,ECHP_DANRE,ehhadh,718,Danio rerio,2:Experimental evidence at transcript level,Peroxisomal bifunctional enzyme,0.999,0.999,2,7,7,7,1,1,3,0,1,1,1,1,3,0,1,1,1,1,3,0,1,1,10166452,0,41883844,0,2690894.2,0,19254400,0,10178693,0,5096326,0,
sp|Q6NYL5|ALAT2_DANRE,Q6NYL5,ALAT2_DANRE,gpt2l,549,Danio rerio,2:Experimental evidence at transcript level,Alanine aminotransferase 2-like,1,0.999,4,15,15,15,2,2,3,3,4,1,2,2,3,3,4,1,2,2,3,3,4,1,546539260,636085950,34038352,837832900,592491520,637813700,397633664,420226656,383240608,621151170,370790336,412776096,
sp|Q6NYS8|OST48_DANRE,Q6NYS8,OST48_DANRE,ddost,441,Danio rerio,2:Experimental evidence at transcript level,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,1,0.999,10,51,51,51,5,10,10,11,8,7,5,10,10,11,8,7,5,10,10,11,8,7,451506240,730213500,690648450,875405700,584306500,703986560,156328800,178645888,183245392,192586112,154449056,174911376,
sp|Q6NYY9|VMP1_DANRE,Q6NYY9,VMP1_DANRE,vmp1,406,Danio rerio,2:Experimental evidence at transcript level,Vacuole membrane protein 1,0.9562,0.9988,1,3,3,3,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NZ06|ILF2_DANRE,Q6NZ06,ILF2_DANRE,ilf2,387,Danio rerio,2:Experimental evidence at transcript level,Interleukin enhancer-binding factor 2 homolog,1,0.999,12,100,100,100,15,17,18,13,16,21,15,17,18,13,16,21,15,17,18,13,16,21,1108843260,1057642750,911456960,1154177410,704521470,982116030,328276096,272870432,255341232,280450528,262563584,276418464,
sp|Q6NZ07|NCLN_DANRE,Q6NZ07,NCLN_DANRE,ncln,572,Danio rerio,2:Experimental evidence at transcript level,BOS complex subunit ncln,1,0.999,4,5,5,5,3,0,1,0,0,1,3,0,1,0,0,1,3,0,1,0,0,1,41626788,41149472,44925692,20288052,0,59968048,36158848,39406540,43022816,35613132,0,37157456,
sp|Q6NZ09|ADRM1_DANRE,Q6NZ09,ADRM1_DANRE,adrm1b,410,Danio rerio,1:Experimental evidence at protein level,Proteasomal ubiquitin receptor ADRM1,1,0.999,3,13,13,13,2,4,3,1,2,1,2,4,3,1,2,1,2,4,3,1,2,1,38568192,96272592,39748104,25049902,42732272,21810304,21257730,41464740,43292824,27283842,46543116,23755338,
sp|Q6NZ22|MET14_DANRE,Q6NZ22,MET14_DANRE,mettl14,455,Danio rerio,2:Experimental evidence at transcript level,N6-adenosine-methyltransferase non-catalytic subunit,0.5885,0.9814,1,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NZS4|RTCB_DANRE,Q6NZS4,RTCB_DANRE,rtcb,505,Danio rerio,2:Experimental evidence at transcript level,RNA-splicing ligase RtcB homolog,0.9959,0.9605,3,5,5,5,0,1,0,0,3,1,0,1,0,0,3,1,0,1,0,0,3,1,0,13684478,0,0,20882080,0,0,13684478,0,0,17176154,0,
sp|Q6P036|S2533_DANRE,Q6P036,S2533_DANRE,slc25a33,314,Danio rerio,2:Experimental evidence at transcript level,Solute carrier family 25 member 33,0.9606,0.9964,1,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,6709594.5,0,20522258,0,0,0,6709594.5,0,20522258,0,0,0,
sp|Q6P0B1|CELF2_DANRE,Q6P0B1,CELF2_DANRE,celf2,514,Danio rerio,2:Experimental evidence at transcript level,CUGBP Elav-like family member 2,1,0.999,5,12,8,12,0,2,2,2,4,2,0,1,2,1,3,1,0,2,2,2,4,2,0,102839568,26186168,93142584,71959928,76068600,0,37319072,18324114,55943992,30148010,35034900,
sp|Q6P0C7|SCAM5_DANRE,Q6P0C7,SCAM5_DANRE,scamp5,230,Danio rerio,2:Experimental evidence at transcript level,Secretory carrier-associated membrane protein 5,0.9986,0.9985,2,6,6,6,0,0,1,2,1,2,0,0,1,2,1,2,0,0,1,2,1,2,0,14632605,0,26060656,0,0,0,14632605,0,26060656,0,0,
sp|Q6P0D9|CIAO1_DANRE,Q6P0D9,CIAO1_DANRE,ciao1,330,Danio rerio,2:Experimental evidence at transcript level,Probable cytosolic iron-sulfur protein assembly protein ciao1,0.9552,0.9987,1,4,4,4,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,24225090,0,0,34211476,0,0,24225090,0,0,34211476,0,
sp|Q6P0G6|MYL1_DANRE,Q6P0G6,MYL1_DANRE,myl1,190,Danio rerio,2:Experimental evidence at transcript level,"Myosin, light chain 1, alkali; skeletal, fast",1,0.999,13,139,139,139,22,27,24,19,24,23,22,27,24,19,24,23,22,27,24,19,24,23,2909295360,5300525600,3545289220,3181543680,3180203780,4027973890,1122107140,1826651010,1366117120,1245122300,1236298620,1398119550,
sp|Q6P0H6|CSN4_DANRE,Q6P0H6,CSN4_DANRE,cops4,406,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 4,1,0.9969,3,7,7,7,1,0,3,1,2,0,1,0,3,1,2,0,1,0,3,1,2,0,0,0,758868740,0,207859824,0,0,0,758868740,0,207859824,0,
sp|Q6P0V6|RL8_DANRE,Q6P0V6,RL8_DANRE,rpl8,257,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL2,1,0.999,8,52,52,52,8,11,8,7,10,8,8,11,8,7,10,8,8,11,8,7,10,8,890484480,1015755200,639470780,497658432,1174031490,745252800,441429664,476264544,405418752,387316608,615668930,351316128,
sp|Q6P121|HYCCI_DANRE,Q6P121,HYCCI_DANRE,hycc1,518,Danio rerio,2:Experimental evidence at transcript level,Hyccin,0.9971,0.993,2,3,3,3,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,5827606,0,0,0,0,0,0,
sp|Q6P135|TMUB1_DANRE,Q6P135,TMUB1_DANRE,tmub1,292,Danio rerio,2:Experimental evidence at transcript level,Transmembrane and ubiquitin-like domain-containing protein 1,0.4681,0.9701,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6P268|PDCL3_DANRE,Q6P268,PDCL3_DANRE,pdcl3,239,Danio rerio,2:Experimental evidence at transcript level,Phosducin-like protein 3,0.3113,0.9434,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4124832.5,0,0,0,0,0,0,0,
sp|Q6P2T0|TM38A_DANRE,Q6P2T0,TM38A_DANRE,tmem38a,295,Danio rerio,2:Experimental evidence at transcript level,Trimeric intracellular cation channel type A,1,0.9989,4,6,6,6,2,1,1,0,1,1,2,1,1,0,1,1,2,1,1,0,1,1,68820256,4622228.5,0,0,0,2401269,0,4622228.5,0,0,0,2401269,
sp|Q6P2U9|CSN3_DANRE,Q6P2U9,CSN3_DANRE,cops3,423,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 3,1,0.999,6,20,20,20,4,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,125601808,65050936,67302368,83946696,109848512,145578208,109572800,65050936,59048708,68155744,44371988,87332528,
sp|Q6P3H7|RBBP4_DANRE,Q6P3H7,RBBP4_DANRE,rbbp4,424,Danio rerio,2:Experimental evidence at transcript level,Histone-binding protein RBBP4,1,0.999,7,11,11,25,1,3,1,3,1,2,1,3,1,3,1,2,2,7,3,5,3,5,96356584,205839776,0,194869440,172206448,200932080,96356584,183247216,0,182296256,172206448,183992016,
sp|Q6P3J5|EF2_DANRE,Q6P3J5,EF2_DANRE,eef2b,858,Danio rerio,1:Experimental evidence at protein level,Elongation factor 2b,1,0.999,55,855,855,855,140,148,146,100,155,166,140,148,146,100,155,166,140,148,146,100,155,166,13848883200,15599260700,13490437100,14212438000,14933029900,17435990000,1144041860,1281826180,1277027330,1166804860,1148281730,1400275710,
sp|Q6P3L0|MVP_DANRE,Q6P3L0,MVP_DANRE,mvp,863,Danio rerio,2:Experimental evidence at transcript level,Major vault protein,1,0.999,13,49,49,49,7,8,9,9,8,8,7,8,9,9,8,8,7,8,9,9,8,8,36845172,197082880,149967456,182963360,242386640,210650016,17182422,63427164,70868568,56241648,84522000,87879664,
sp|Q6P3L6|DH12A_DANRE,Q6P3L6,DH12A_DANRE,hsd17b12a,319,Danio rerio,2:Experimental evidence at transcript level,Very-long-chain 3-oxoacyl-CoA reductase-A,1,0.999,4,14,6,14,3,2,3,1,4,1,2,1,1,0,2,0,3,2,3,1,4,1,6190967,73426816,60424936,0,23670916,29306596,19788970,25277994,37809984,0,40041316,16392040,
sp|Q6P5L3|RL19_DANRE,Q6P5L3,RL19_DANRE,rpl19,196,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL19,1,0.999,2,5,5,5,0,2,1,0,1,1,0,2,1,0,1,1,0,2,1,0,1,1,0,186136816,194099360,157750624,231949600,119700768,0,186136816,194099360,157750624,231949600,119700768,
sp|Q6P5L8|HSDL2_DANRE,Q6P5L8,HSDL2_DANRE,hsdl2,415,Danio rerio,2:Experimental evidence at transcript level,Hydroxysteroid dehydrogenase-like protein 2,1,0.999,14,73,73,73,8,12,13,15,12,13,8,12,13,15,12,13,8,12,13,15,12,13,411429728,719267070,611857150,1118555260,831526780,553904700,151706688,269938304,253906032,276434560,263893760,269644064,
sp|Q6P698|PLSL_DANRE,Q6P698,PLSL_DANRE,lcp1,624,Danio rerio,1:Experimental evidence at protein level,Plastin-2,0.8414,0.9532,3,1,1,9,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6P6Y1|RELCH_DANRE,Q6P6Y1,RELCH_DANRE,relch,1189,Danio rerio,2:Experimental evidence at transcript level,RAB11-binding protein RELCH homolog,0.9551,0.9987,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6P7E4|PDLI7_DANRE,Q6P7E4,PDLI7_DANRE,pdlim7,419,Danio rerio,2:Experimental evidence at transcript level,PDZ and LIM domain protein 7,1,0.999,5,24,24,24,4,3,3,4,7,3,4,3,3,4,7,3,4,3,3,4,7,3,154966768,159645152,181824928,234233232,279660416,210349056,135178176,159645152,181824928,234233232,275465056,173509552,
sp|Q6PBI5|RS25_DANRE,Q6PBI5,RS25_DANRE,rps25,124,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS25,1,0.9985,3,14,14,14,1,3,3,2,3,2,1,3,3,2,3,2,1,3,3,2,3,2,69532504,114452032,142586544,34325236,87626096,33689052,61705952,64872072,78703912,35882280,75021480,57271448,
sp|Q6PBK3|RS28_DANRE,Q6PBK3,RS28_DANRE,rps28,69,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS28,0.9376,0.9982,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PBP3|PXL2A_DANRE,Q6PBP3,PXL2A_DANRE,prxl2a,212,Danio rerio,2:Experimental evidence at transcript level,Peroxiredoxin-like 2A,1,0.9939,2,4,4,4,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,19249346,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PBS3|SYWC_DANRE,Q6PBS3,SYWC_DANRE,wars,463,Danio rerio,2:Experimental evidence at transcript level,"Tryptophan--tRNA ligase, cytoplasmic",0.9995,0.9989,3,5,5,5,0,1,0,1,2,1,0,1,0,1,2,1,0,1,0,1,2,1,0,0,0,9430234,27032946,0,0,0,0,0,0,0,
sp|Q6PBW5|RP65A_DANRE,Q6PBW5,RP65A_DANRE,rpe65a,531,Danio rerio,2:Experimental evidence at transcript level,Retinoid isomerohydrolase,1,0.999,26,166,166,166,30,28,26,29,24,29,30,28,26,29,24,29,30,28,26,29,24,29,5311006700,5954565600,4985099300,4796655100,3123848700,4148192000,977162180,1005874050,929067010,854751550,605586620,722671490,
sp|Q6PBX5|MTND_DANRE,Q6PBX5,MTND_DANRE,adi1,181,Danio rerio,2:Experimental evidence at transcript level,Acireductone dioxygenase,0.4175,0.9635,1,2,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PBY0|GNB5B_DANRE,Q6PBY0,GNB5B_DANRE,gnb5b,395,Danio rerio,2:Experimental evidence at transcript level,Guanine nucleotide-binding protein subunit beta-5b,1,0.999,6,14,6,14,4,4,1,1,2,2,2,2,0,0,1,1,4,4,1,1,2,2,102381064,71087856,20401048,41793392,27298790,41114348,19749944,48506700,27116042,55549664,0,49675884,
sp|Q6PBY1|RS3A_DANRE,Q6PBY1,RS3A_DANRE,rps3a,267,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS1,1,0.999,17,111,111,111,12,26,12,19,23,19,12,26,12,19,23,19,12,26,12,19,23,19,1341488770,1871826050,1070573700,1287836930,2156855040,1540908030,241133712,329115744,274312640,266374672,353442848,276975392,
sp|Q6PBY7|TPC13_DANRE,Q6PBY7,TPC13_DANRE,trappc13,412,Danio rerio,2:Experimental evidence at transcript level,Trafficking protein particle complex subunit 13,1,0.9989,2,7,7,7,1,2,0,1,2,1,1,2,0,1,2,1,1,2,0,1,2,1,18611036,14774710,0,10493792,24580608,40425372,18611036,14774710,0,10493792,24580608,40425372,
sp|Q6PC14|RL23_DANRE,Q6PC14,RL23_DANRE,rpl23,140,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL14,1,0.999,3,15,15,15,3,5,2,2,2,1,3,5,2,2,2,1,3,5,2,2,2,1,44099208,173959456,209690544,90867248,168325392,59273092,73920680,66736364,121469344,87865088,103116384,57314772,
sp|Q6PC19|SSU72_DANRE,Q6PC19,SSU72_DANRE,ssu72,194,Danio rerio,2:Experimental evidence at transcript level,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,0.6684,0.9867,1,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PC29|143G1_DANRE,Q6PC29,143G1_DANRE,ywhag1,247,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein gamma-1,1,0.999,13,50,50,124,7,9,9,7,10,8,7,9,9,7,10,8,16,25,18,19,24,22,1287255940,1539842820,1922128640,1411766020,1572040450,1335614590,598812930,587027260,765486140,500207520,615089150,500520032,
sp|Q6PC30|CSN5_DANRE,Q6PC30,CSN5_DANRE,cops5,334,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 5,0.4171,0.9635,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5075157,0,0,0,0,0,0,0,
sp|Q6PC54|SN25B_DANRE,Q6PC54,SN25B_DANRE,snap25b,203,Danio rerio,2:Experimental evidence at transcript level,Synaptosomal-associated protein 25-B,1,0.999,9,11,11,53,1,2,1,2,2,3,1,2,1,2,2,3,5,11,11,10,8,8,91755168,126733704,131743920,169673088,0,110501360,91755168,110528736,131743920,133260872,0,100719840,
sp|Q6PC64|ELOV6_DANRE,Q6PC64,ELOV6_DANRE,elovl6,266,Danio rerio,2:Experimental evidence at transcript level,Very long chain fatty acid elongase 6,0.7373,0.9904,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PC69|RL10A_DANRE,Q6PC69,RL10A_DANRE,rpl10a,216,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL1,1,0.999,6,21,21,21,5,4,2,4,4,2,5,4,2,4,4,2,5,4,2,4,4,2,442911136,649565500,291554272,423900608,453472416,348691808,246630144,372006720,291554272,237360816,287787200,219090864,
sp|Q6PCR7|EIF3A_DANRE,Q6PCR7,EIF3A_DANRE,eif3a,1267,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit A,1,0.999,23,115,115,115,20,21,19,22,14,19,20,21,19,22,14,19,20,21,19,22,14,19,1380326270,998621890,1213979010,1398114560,664583870,1107317120,257473280,213517360,286036736,271918016,208272496,269060448,
sp|Q6PD83|5MP2A_DANRE,Q6PD83,5MP2A_DANRE,bzw1a,419,Danio rerio,2:Experimental evidence at transcript level,eIF5-mimic protein 2-A,1,0.9986,4,7,3,7,1,2,0,0,2,2,1,1,0,0,0,1,1,2,0,0,2,2,4756795.5,11384013,0,0,10945029,3633076.8,0,13793472,0,0,4772424.5,4402027.5,
sp|Q6PE18|P4K2A_DANRE,Q6PE18,P4K2A_DANRE,pi4k2a,447,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol 4-kinase type 2-alpha,0.9633,0.9684,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,141776800,108310056,0,160823952,0,136674800,141776800,108310056,0,160823952,0,136674800,
sp|Q6PE25|EF1G_DANRE,Q6PE25,EF1G_DANRE,eef1g,442,Danio rerio,2:Experimental evidence at transcript level,Elongation factor 1-gamma,1,0.999,23,135,135,135,21,24,20,21,27,22,21,24,20,21,27,22,21,24,20,21,27,22,8326947800,4403486700,3585297920,4735194600,4902678500,5224349200,1136293380,1215048320,1093112580,1194958590,1184640000,1196350210,
sp|Q6PEH5|UB2V2_DANRE,Q6PEH5,UB2V2_DANRE,ube2v2,145,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-conjugating enzyme E2 variant 2,0.9873,0.995,1,4,4,4,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,69837632,0,77042104,0,0,0,69837632,0,77042104,0,0,
sp|Q6PFJ7|NSMA3_DANRE,Q6PFJ7,NSMA3_DANRE,smpd4,791,Danio rerio,2:Experimental evidence at transcript level,Sphingomyelin phosphodiesterase 4,1,0.999,4,8,8,8,2,2,1,2,0,1,2,2,1,2,0,1,2,2,1,2,0,1,0,28039258,12978826,24803380,0,17521574,0,20164000,12978826,24803380,0,17521574,
sp|Q6PFM4|LNPB_DANRE,Q6PFM4,LNPB_DANRE,lnpkb,402,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum junction formation protein lunapark-B,0.9439,0.9981,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10860086,0,0,0,0,0,0,0,
sp|Q6PFQ2|EIF3C_DANRE,Q6PFQ2,EIF3C_DANRE,eif3c,926,Danio rerio,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit C,1,0.999,15,55,55,55,9,8,8,10,7,13,9,8,8,10,7,13,9,8,8,10,7,13,591150340,388293760,290441920,742748860,149417344,514945344,143090704,172453760,124561592,164224544,138837136,181606224,
sp|Q6PGV1|VA0D1_DANRE,Q6PGV1,VA0D1_DANRE,atp6v0d1,350,Danio rerio,1:Experimental evidence at protein level,V-type proton ATPase subunit d 1,1,0.999,10,37,37,37,6,6,7,4,10,4,6,6,7,4,10,4,6,6,7,4,10,4,725536900,752959230,653174720,527652640,730739710,652131200,261925920,260144912,215809664,245688208,236206240,239581616,
sp|Q6PH18|N2F1B_DANRE,Q6PH18,N2F1B_DANRE,nr2f1b,389,Danio rerio,2:Experimental evidence at transcript level,Nuclear receptor subfamily 2 group F member 1-B,0.7412,0.9757,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PH19|GATM_DANRE,Q6PH19,GATM_DANRE,gatm,422,Danio rerio,2:Experimental evidence at transcript level,"Glycine amidinotransferase, mitochondrial",1,0.999,9,59,59,59,7,9,13,9,10,11,7,9,13,9,10,11,7,9,13,9,10,11,126021440,382326240,218928080,258889264,182118768,330994176,82745112,122893904,109775872,127275096,97190424,104904576,
sp|Q6PH37|ST1S1_DANRE,Q6PH37,ST1S1_DANRE,sult1st1,299,Danio rerio,1:Experimental evidence at protein level,Cytosolic sulfotransferase 1,0.9476,0.9757,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PH57|GBB1_DANRE,Q6PH57,GBB1_DANRE,gnb1,340,Danio rerio,2:Experimental evidence at transcript level,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,1,0.999,15,181,181,181,29,35,33,20,35,29,29,35,33,20,35,29,29,35,33,20,35,29,4110529540,3897655040,4003782660,4702445100,5221670400,4285947140,1260633600,1102413950,1212168190,944504830,1198425600,944588350,
sp|Q6PHD9|SBP1_DANRE,Q6PHD9,SBP1_DANRE,selenbp1,457,Danio rerio,2:Experimental evidence at transcript level,Methanethiol oxidase,1,0.999,6,24,24,24,5,2,3,5,3,6,5,2,3,5,3,6,5,2,3,5,3,6,91500952,40310036,86176296,174119632,112812688,99573216,46533920,44397356,49997412,57409176,100336840,56431360,
sp|Q6PHK6|PURB_DANRE,Q6PHK6,PURB_DANRE,purb,297,Danio rerio,2:Experimental evidence at transcript level,Transcriptional regulator protein Pur-beta,1,0.999,6,36,36,36,4,6,7,7,7,5,4,6,7,7,7,5,4,6,7,7,7,5,148205344,242029248,184950512,199126656,244938448,212148496,52272516,69557272,64113576,67854528,79063728,77725160,
sp|Q6PI52|CALM_DANRE,Q6PI52,CALM_DANRE,calm1a,149,Danio rerio,2:Experimental evidence at transcript level,Calmodulin,1,0.999,5,22,22,22,3,3,5,3,4,4,3,3,5,3,4,4,3,3,5,3,4,4,52158692,77863392,21772746,0,0,10880491,23769972,50281220,33717468,0,0,16849624,
sp|Q6Q420|RS15A_DANRE,Q6Q420,RS15A_DANRE,rps15a,130,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS8,1,0.999,5,18,18,18,3,3,3,1,6,2,3,3,3,1,6,2,3,3,3,1,6,2,73944464,185286432,247085200,97871496,277603456,141659472,150730064,96038824,125616472,86918352,126144160,66708948,
sp|Q6Q7X9|KLH31_DANRE,Q6Q7X9,KLH31_DANRE,klhl31,635,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 31,1,0.999,7,19,19,19,4,2,4,4,3,2,4,2,4,4,3,2,4,2,4,4,3,2,41380044,179397504,144646976,169308960,173656384,234962080,71582064,89615336,99389168,72493216,97593904,142990976,
sp|Q6QA33|DH12B_DANRE,Q6QA33,DH12B_DANRE,hsd17b12b,311,Danio rerio,2:Experimental evidence at transcript level,Very-long-chain 3-oxoacyl-CoA reductase-B,0.9947,0.9986,3,2,2,10,1,1,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,1,19015490,12942680,0,0,0,0,19015490,12942680,0,0,0,0,
