Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,5dpf_1 Spectral Count,5dpf_2 Spectral Count,5dpf_1 Unique Spectral Count,5dpf_2 Unique Spectral Count,5dpf_1 Total Spectral Count,5dpf_2 Total Spectral Count,5dpf_1 Intensity,5dpf_2 Intensity,Indistinguishable Proteins
sp|A3KQV2|BROX_DANRE,A3KQV2,BROX_DANRE,brox,411,Danio rerio,2:Experimental evidence at transcript level,BRO1 domain-containing protein BROX,0.995,0.9734,5,8,8,8,5,3,5,3,5,3,411493216,250475040,
sp|A3QK15|AACS_DANRE,A3QK15,AACS_DANRE,aacs,673,Danio rerio,2:Experimental evidence at transcript level,Acetoacetyl-CoA synthetase,1,0.9975,7,11,11,11,7,4,7,4,7,4,312736256,124528720,
sp|A4FUM1|SEP8B_DANRE,A4FUM1,SEP8B_DANRE,sept8b,423,Danio rerio,2:Experimental evidence at transcript level,Septin-8-B,1,0.999,12,10,10,104,7,3,7,3,56,48,1081850880,210488272,
sp|A4IFW2|PTPRF_DANRE,A4IFW2,PTPRF_DANRE,ptprf,1909,Danio rerio,2:Experimental evidence at transcript level,Receptor-type tyrosine-protein phosphatase F,1,0.999,5,7,7,7,5,2,5,2,5,2,101690160,53644880,
sp|A4IG32|MICU1_DANRE,A4IG32,MICU1_DANRE,micu1,489,Danio rerio,2:Experimental evidence at transcript level,"Calcium uptake protein 1, mitochondrial",1,0.999,13,26,26,26,17,9,17,9,17,9,854276930,530295552,
sp|A4IG53|COMTB_DANRE,A4IG53,COMTB_DANRE,comtb,264,Danio rerio,2:Experimental evidence at transcript level,Catechol O-methyltransferase B,1,0.999,3,5,5,5,2,3,2,3,2,3,172239296,173118128,
sp|A4IG62|SUV3_DANRE,A4IG62,SUV3_DANRE,supv3l1,763,Danio rerio,2:Experimental evidence at transcript level,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",1,0.999,6,8,8,8,4,4,4,4,4,4,330341536,133553968,
sp|A4IGF3|ATP23_DANRE,A4IGF3,ATP23_DANRE,atp23,254,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial inner membrane protease ATP23 homolog,0.9994,0.9964,4,7,7,7,4,3,4,3,4,3,224946432,94534256,
sp|A4IGH4|WDR4_DANRE,A4IGH4,WDR4_DANRE,wdr4,413,Danio rerio,2:Experimental evidence at transcript level,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4,1,0.999,10,15,15,15,9,6,9,6,9,6,494895264,291771936,
sp|A4QN59|DPH2_DANRE,A4QN59,DPH2_DANRE,dph2,498,Danio rerio,2:Experimental evidence at transcript level,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,1,0.9986,4,6,6,6,4,2,4,2,4,2,92024352,94053536,
sp|A4QNW7|PHIPL_DANRE,A4QNW7,PHIPL_DANRE,phyhipl,377,Danio rerio,2:Experimental evidence at transcript level,Phytanoyl-CoA hydroxylase-interacting protein-like,1,0.999,13,24,24,24,16,8,16,8,16,8,661347580,319149056,
sp|A4QP73|TTC19_DANRE,A4QP73,TTC19_DANRE,ttc19,403,Danio rerio,2:Experimental evidence at transcript level,"Tetratricopeptide repeat protein 19, mitochondrial",0.9665,0.999,1,1,1,1,1,0,1,0,1,0,21632374,0,
sp|A4QP78|CNO11_DANRE,A4QP78,CNO11_DANRE,cnot11,445,Danio rerio,2:Experimental evidence at transcript level,CCR4-NOT transcription complex subunit 11,0.965,0.9989,1,2,2,2,1,1,1,1,1,1,307124.1,2018983.4,
sp|A4VCH0|SAC1A_DANRE,A4VCH0,SAC1A_DANRE,sacm1la,586,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol-3-phosphatase SAC1-A,1,0.9988,10,16,9,16,9,7,4,5,9,7,479263040,239944320,
sp|A5D6U8|ACP7_DANRE,A5D6U8,ACP7_DANRE,acp7,443,Danio rerio,2:Experimental evidence at transcript level,Acid phosphatase type 7,1,0.9988,4,10,10,10,6,4,6,4,6,4,578435840,342137472,
sp|A5D8S8|HEXI1_DANRE,A5D8S8,HEXI1_DANRE,hexim1,319,Danio rerio,2:Experimental evidence at transcript level,Protein HEXIM1,0.7321,0.9894,1,2,2,2,1,1,1,1,1,1,81273512,86122640,
sp|A5HAK0|RNSL3_DANRE,A5HAK0,RNSL3_DANRE,rnasel3,149,Danio rerio,1:Experimental evidence at protein level,Ribonuclease-like 3,0.9581,0.9987,1,2,2,2,1,1,1,1,1,1,396152576,172540432,
sp|A5PF44|GARL3_DANRE,A5PF44,GARL3_DANRE,garnl3,1015,Danio rerio,3:Protein inferred from homology,GTPase-activating Rap/Ran-GAP domain-like protein 3,0.9999,0.999,4,6,6,6,4,2,4,2,4,2,167529920,99579208,
sp|A5PF48|MYO1C_DANRE,A5PF48,MYO1C_DANRE,myo1c,1026,Danio rerio,3:Protein inferred from homology,Unconventional myosin-Ic,1,0.9989,5,44,26,44,21,23,14,12,21,23,2221293310,1544852740,
sp|A5PF61|LEG1A_DANRE,A5PF61,LEG1A_DANRE,leg1a,364,Danio rerio,1:Experimental evidence at protein level,Protein leg1a,1,0.999,9,53,36,53,31,22,19,17,31,22,7734506000,7020870100,
sp|A5PL98|SDHB_DANRE,A5PL98,SDHB_DANRE,sdhb,280,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",1,0.999,21,104,104,104,56,48,56,48,56,48,9354221600,7160543700,
sp|A5PLC8|PTMAB_DANRE,A5PLC8,PTMAB_DANRE,ptmab,106,Danio rerio,1:Experimental evidence at protein level,Prothymosin alpha-B,1,0.999,6,186,186,186,108,78,108,78,108,78,54594077000,39344476000,
sp|A5PLK2|LHPP_DANRE,A5PLK2,LHPP_DANRE,lhpp,270,Danio rerio,2:Experimental evidence at transcript level,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,1,0.999,14,32,32,32,19,13,19,13,19,13,1711362430,1233926530,
sp|A5PMF6|GT251_DANRE,A5PMF6,GT251_DANRE,colgalt1,604,Danio rerio,3:Protein inferred from homology,Procollagen galactosyltransferase 1,1,0.9987,8,9,9,9,6,3,6,3,6,3,5875018200,74995208,
sp|A5PMU4|ANS1B_DANRE,A5PMU4,ANS1B_DANRE,anks1b,1280,Danio rerio,3:Protein inferred from homology,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,0.999,0.9985,4,5,5,5,2,3,2,3,2,3,211544224,60098344,
sp|A5PMY6|COL12_DANRE,A5PMY6,COL12_DANRE,colec12,720,Danio rerio,2:Experimental evidence at transcript level,Collectin-12,0.9983,0.999,2,3,3,3,2,1,2,1,2,1,132057832,47028792,
sp|A5PN38|F151A_DANRE,A5PN38,F151A_DANRE,fam151a,599,Danio rerio,3:Protein inferred from homology,Protein FAM151A,0.973,0.9957,2,4,4,4,1,3,1,3,1,3,174130608,43256224,
sp|A5WVX0|ITPA_DANRE,A5WVX0,ITPA_DANRE,itpa,203,Danio rerio,2:Experimental evidence at transcript level,Inosine triphosphate pyrophosphatase,1,0.999,11,55,55,55,30,25,30,25,30,25,4332372000,3075039230,
sp|A5WVX1|EFNMT_DANRE,A5WVX1,EFNMT_DANRE,mettl13,690,Danio rerio,2:Experimental evidence at transcript level,eEF1A lysine and N-terminal methyltransferase,0.6572,0.9849,1,1,1,1,1,0,1,0,1,0,32908094,0,
sp|A5WVX9|ZDH17_DANRE,A5WVX9,ZDH17_DANRE,zdhhc17,620,Danio rerio,2:Experimental evidence at transcript level,Palmitoyltransferase ZDHHC17,0.9983,0.999,2,3,3,3,2,1,2,1,2,1,45724528,30026218,
sp|A5WWB6|ZWILC_DANRE,A5WWB6,ZWILC_DANRE,zwilch,583,Danio rerio,2:Experimental evidence at transcript level,Protein zwilch homolog,0.9951,0.999,2,2,2,2,1,1,1,1,1,1,30656952,21754092,
sp|A7E2M3|EMC10_DANRE,A7E2M3,EMC10_DANRE,emc10,257,Danio rerio,2:Experimental evidence at transcript level,ER membrane protein complex subunit 10,1,0.999,6,14,14,14,8,6,8,6,8,6,721884990,269038048,
sp|A7MBL8|PKN2_DANRE,A7MBL8,PKN2_DANRE,pkn2,977,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein kinase N2,1,0.9964,4,7,7,7,5,2,5,2,5,2,202480320,71962032,
sp|A7MBS7|THS7A_DANRE,A7MBS7,THS7A_DANRE,thsd7aa,1686,Danio rerio,1:Experimental evidence at protein level,Thrombospondin type-1 domain-containing protein 7A,1,0.9989,8,10,10,10,6,4,6,4,6,4,303144448,1263032060,
sp|A7Y7X5|ZN711_DANRE,A7Y7X5,ZN711_DANRE,znf711,761,Danio rerio,1:Experimental evidence at protein level,Zinc finger protein 711,0.7745,0.9915,1,1,1,1,1,0,1,0,1,0,19987176,0,
sp|A7YT82|NMT2_DANRE,A7YT82,NMT2_DANRE,nmt2,492,Danio rerio,2:Experimental evidence at transcript level,Glycylpeptide N-tetradecanoyltransferase 2,1,0.9988,7,12,12,12,8,4,8,4,8,4,314889600,181510944,
sp|A7YY97|CD37L_DANRE,A7YY97,CD37L_DANRE,cdc37l1,313,Danio rerio,2:Experimental evidence at transcript level,Hsp90 co-chaperone Cdc37-like 1,0.7114,0.9882,1,1,1,1,1,0,1,0,1,0,8865669,0,
sp|A8C984|MYLK3_DANRE,A8C984,MYLK3_DANRE,mylk3,715,Danio rerio,2:Experimental evidence at transcript level,Myosin light chain kinase 3,0.6624,0.9853,2,2,2,11,1,1,1,1,5,6,6375876.5,7355846,
sp|A8DZE6|WTIP_DANRE,A8DZE6,WTIP_DANRE,wtip,648,Danio rerio,3:Protein inferred from homology,Wilms tumor protein 1-interacting protein homolog,0.8538,0.995,1,2,2,2,1,1,1,1,1,1,84684496,64874676,
sp|A8E5C5|DS7CA_DANRE,A8E5C5,DS7CA_DANRE,dhrs7ca,324,Danio rerio,2:Experimental evidence at transcript level,Dehydrogenase/reductase SDR family member 7C-A,1,0.999,10,15,15,15,11,4,11,4,11,4,2763951360,391191360,
sp|A8E7C5|SAC2_DANRE,A8E7C5,SAC2_DANRE,inpp5f,1120,Danio rerio,3:Protein inferred from homology,Phosphatidylinositide phosphatase SAC2,1,0.9988,5,7,7,7,4,3,4,3,4,3,789456380,270840128,
sp|A8E7G4|DEN10_DANRE,A8E7G4,DEN10_DANRE,dennd10,349,Danio rerio,2:Experimental evidence at transcript level,DENN domain-containing protein 10,0.9265,0.9861,2,4,4,4,2,2,2,2,2,2,112987512,71883248,
sp|A8E7I5|TTC36_DANRE,A8E7I5,TTC36_DANRE,ttc36,187,Danio rerio,2:Experimental evidence at transcript level,Tetratricopeptide repeat protein 36,0.9951,0.9961,3,4,4,4,2,2,2,2,2,2,90306400,72814680,
sp|A8KB34|ACY2_DANRE,A8KB34,ACY2_DANRE,aspa,315,Danio rerio,2:Experimental evidence at transcript level,Aspartoacylase,1,0.999,7,12,12,12,7,5,7,5,7,5,401511616,128657456,
sp|A8KBL7|MET2A_DANRE,A8KBL7,MET2A_DANRE,mettl2a,353,Danio rerio,2:Experimental evidence at transcript level,tRNA N(3)-methylcytidine methyltransferase METTL2,0.984,0.9794,1,5,5,5,1,4,1,4,1,4,0,974756.94,
sp|A8WE67|KBP_DANRE,A8WE67,KBP_DANRE,kifbp,631,Danio rerio,2:Experimental evidence at transcript level,KIF-binding protein,1,0.999,11,16,16,16,11,5,11,5,11,5,399235680,252446528,
sp|A8WFR0|LAMP5_DANRE,A8WFR0,LAMP5_DANRE,lamp5,275,Danio rerio,2:Experimental evidence at transcript level,Lysosome-associated membrane glycoprotein 5,1,0.999,4,9,9,9,5,4,5,4,5,4,380700928,165940640,
sp|A8WG57|HMGC2_DANRE,A8WG57,HMGC2_DANRE,hmgcll1,335,Danio rerio,2:Experimental evidence at transcript level,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic",0.9647,0.9989,1,2,2,2,1,1,1,1,1,1,95703120,57229768,
sp|A8WG88|TMX2A_DANRE,A8WG88,TMX2A_DANRE,tmx2a,301,Danio rerio,2:Experimental evidence at transcript level,Thioredoxin-related transmembrane protein 2-A,0.9612,0.9988,1,1,1,1,1,0,1,0,1,0,24741086,0,
sp|A8WGA0|C27C1_DANRE,A8WGA0,C27C1_DANRE,cyp27c1,540,Danio rerio,1:Experimental evidence at protein level,Cytochrome P450 27C1,0.5826,0.9794,1,1,1,1,0,1,0,1,0,1,0,66776936,
sp|A8WGP3|PP4CA_DANRE,A8WGP3,PP4CA_DANRE,ppp4ca,311,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 4 catalytic subunit A,0.9977,0.999,9,2,2,55,1,1,1,1,28,27,51973224,32542374,
sp|A8WHR3|YJU2_DANRE,A8WHR3,YJU2_DANRE,yju2,345,Danio rerio,1:Experimental evidence at protein level,Splicing factor YJU2,1,0.999,5,11,11,11,5,6,5,6,5,6,345981248,191124992,
sp|A8Y5U1|RIMC1_DANRE,A8Y5U1,RIMC1_DANRE,rimoc1,276,Danio rerio,2:Experimental evidence at transcript level,RAB7A-interacting MON1-CCZ1 complex subunit 1,0.9783,0.996,2,3,3,3,2,1,2,1,2,1,96794352,67120936,
sp|A9C3P0|MLEC_DANRE,A9C3P0,MLEC_DANRE,mlec,285,Danio rerio,3:Protein inferred from homology,Malectin,1,0.999,16,82,82,82,44,38,44,38,44,38,11614551000,4133533950,
sp|A9C3R9|RP65B_DANRE,A9C3R9,RP65B_DANRE,rpe65b,532,Danio rerio,1:Experimental evidence at protein level,All-trans-retinyl ester 13-cis isomerohydrolase,1,0.999,17,62,23,62,32,30,12,11,32,30,3203492100,1988301180,
sp|A9JRB3|HTR1B_DANRE,A9JRB3,HTR1B_DANRE,htra1b,476,Danio rerio,2:Experimental evidence at transcript level,Serine protease HTRA1B,0.9996,0.9986,1,2,0,2,2,0,0,0,2,0,66914064,0,
sp|A9JRC7|PP4CB_DANRE,A9JRC7,PP4CB_DANRE,ppp4cb,307,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 4 catalytic subunit B,1,0.999,14,73,20,73,38,35,11,9,38,35,7405800400,5071722500,
sp|A9JRE2|MTNA_DANRE,A9JRE2,MTNA_DANRE,mri1,353,Danio rerio,2:Experimental evidence at transcript level,Methylthioribose-1-phosphate isomerase,1,0.999,15,39,39,39,19,20,19,20,19,20,1196908800,1632063490,
sp|A9JRZ0|SMUF2_DANRE,A9JRZ0,SMUF2_DANRE,smurf2,765,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase SMURF2,1,0.9988,4,5,5,5,4,1,4,1,4,1,555431300,57488588,
sp|A9JTG5|HOIL1_DANRE,A9JTG5,HOIL1_DANRE,rbck1,714,Danio rerio,2:Experimental evidence at transcript level,RanBP-type and C3HC4-type zinc finger-containing protein 1,0.9609,0.9911,3,5,5,5,2,3,2,3,2,3,56855928,33855892,
sp|A9JTH1|NCLDA_DANRE,A9JTH1,NCLDA_DANRE,ncalda,193,Danio rerio,2:Experimental evidence at transcript level,Neurocalcin-delta A,1,0.999,11,113,48,113,62,51,26,22,62,51,18053382100,10941623300,
sp|B0JZP3|THEM6_DANRE,B0JZP3,THEM6_DANRE,them6,202,Danio rerio,2:Experimental evidence at transcript level,Protein THEM6,0.9891,0.9898,3,5,5,5,3,2,3,2,3,2,176792320,117420464,
sp|B0R0D7|COR1C_DANRE,B0R0D7,COR1C_DANRE,coro1ca,474,Danio rerio,2:Experimental evidence at transcript level,Coronin-1C-A,1,0.999,33,154,154,154,83,71,83,71,83,71,14783887400,7860202000,
sp|B0R0I6|CHD8_DANRE,B0R0I6,CHD8_DANRE,chd8,2511,Danio rerio,3:Protein inferred from homology,Chromodomain-helicase-DNA-binding protein 8,0.8787,0.987,1,3,3,3,2,1,2,1,2,1,32276492,13662175,
sp|B0R0T1|VWA8_DANRE,B0R0T1,VWA8_DANRE,vwa8,1896,Danio rerio,3:Protein inferred from homology,von Willebrand factor A domain-containing protein 8,1,0.9958,6,8,8,8,5,3,5,3,5,3,205700160,31839870,
sp|B0R0W9|TBC8B_DANRE,B0R0W9,TBC8B_DANRE,tbc1d8b,1108,Danio rerio,1:Experimental evidence at protein level,TBC1 domain family member 8B,0.6797,0.9864,1,1,1,1,1,0,1,0,1,0,525652544,0,
sp|B0S5G3|CSTN2_DANRE,B0S5G3,CSTN2_DANRE,clstn2a,937,Danio rerio,1:Experimental evidence at protein level,Calsyntenin-2,0.9926,0.9912,2,4,4,4,3,1,3,1,3,1,184370896,89751464,
sp|B0S5N4|PLXA3_DANRE,B0S5N4,PLXA3_DANRE,plxna3,1892,Danio rerio,2:Experimental evidence at transcript level,Plexin A3,1,0.999,34,66,51,66,44,22,35,16,44,22,2880202500,1343722880,
sp|B0S6C5|RTSTL_DANRE,B0S6C5,RTSTL_DANRE,retsatl,604,Danio rerio,1:Experimental evidence at protein level,"Inactive all-trans-retinol 13,14-reductase",1,0.999,22,64,64,64,39,25,39,25,39,25,6224490000,3433935100,
sp|B0S6J3|SRGP2_DANRE,B0S6J3,SRGP2_DANRE,srgap2,1100,Danio rerio,2:Experimental evidence at transcript level,SLIT-ROBO Rho GTPase-activating protein 2,0.9758,0.9844,2,2,2,2,2,0,2,0,2,0,140525632,0,
sp|B0S6R1|NCKP1_DANRE,B0S6R1,NCKP1_DANRE,nckap1,1128,Danio rerio,3:Protein inferred from homology,Nck-associated protein 1,1,0.999,25,41,41,41,21,20,21,20,21,20,1413127300,1383781630,
sp|B0UXP9|IMDH2_DANRE,B0UXP9,IMDH2_DANRE,impdh2,514,Danio rerio,3:Protein inferred from homology,Inosine-5'-monophosphate dehydrogenase 2,1,0.999,17,44,44,47,25,19,25,19,26,21,2524765700,1462830080,
sp|B0V0U5|URB2_DANRE,B0V0U5,URB2_DANRE,urb2,1495,Danio rerio,2:Experimental evidence at transcript level,Unhealthy ribosome biogenesis protein 2 homolog,0.9233,0.9921,1,1,1,1,0,1,0,1,0,1,0,0,
sp|B0V3F8|PRKRA_DANRE,B0V3F8,PRKRA_DANRE,prkra,282,Danio rerio,2:Experimental evidence at transcript level,Interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog,1,0.999,17,61,61,61,31,30,31,30,31,30,3883525120,3213018880,
sp|B0V3H4|ACTMP_DANRE,B0V3H4,ACTMP_DANRE,actmap,307,Danio rerio,2:Experimental evidence at transcript level,Actin maturation protease,0.9813,0.9975,2,2,2,2,1,1,1,1,1,1,26652880,60818864,
sp|B2ZGJ1|CLAT_DANRE,B2ZGJ1,CLAT_DANRE,chat,637,Danio rerio,2:Experimental evidence at transcript level,Choline O-acetyltransferase,1,0.999,6,6,6,6,6,0,6,0,6,0,587646340,0,
sp|B3DFW5|STMP1_DANRE,B3DFW5,STMP1_DANRE,stmp1,46,Danio rerio,2:Experimental evidence at transcript level,Short transmembrane mitochondrial protein 1,0.5259,0.9742,1,2,2,2,1,1,1,1,1,1,163223632,77595104,
sp|B3DIV9|KL40A_DANRE,B3DIV9,KL40A_DANRE,klhl40a,612,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 40a,1,0.999,7,5,5,12,4,1,4,1,8,4,77846576,46941016,
sp|B3DJK0|TM160_DANRE,B3DJK0,TM160_DANRE,tmem160,208,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 160,0.9104,0.9922,2,3,3,3,2,1,2,1,2,1,99712584,52187888,
sp|B3DJT0|SART3_DANRE,B3DJT0,SART3_DANRE,sart3,951,Danio rerio,2:Experimental evidence at transcript level,Squamous cell carcinoma antigen recognized by T-cells 3,1,0.999,28,69,69,69,37,32,37,32,37,32,3182673660,1891202430,
sp|B5DE31|YBOX1_DANRE,B5DE31,YBOX1_DANRE,ybx1,310,Danio rerio,1:Experimental evidence at protein level,Y-box-binding protein 1,1,0.999,10,55,55,55,30,25,30,25,30,25,6547824100,5047890400,
sp|B7ZC77|CTNA2_DANRE,B7ZC77,CTNA2_DANRE,Ctnna2,865,Danio rerio,3:Protein inferred from homology,Catenin alpha-2,1,0.999,39,83,83,139,48,35,48,35,75,64,4857439200,2400023810,
sp|B8A4W9|LOX3B_DANRE,B8A4W9,LOX3B_DANRE,loxl3b,807,Danio rerio,2:Experimental evidence at transcript level,Lysyl oxidase homolog 3B,1,0.999,4,5,5,5,3,2,3,2,3,2,127990944,83064928,
sp|B8A556|DNPH1_DANRE,B8A556,DNPH1_DANRE,dnph1,143,Danio rerio,3:Protein inferred from homology,5-hydroxymethyl-dUMP N-hydrolase,1,0.999,3,9,9,9,5,4,5,4,5,4,596585920,644358340,
sp|B8A5G9|TRM5_DANRE,B8A5G9,TRM5_DANRE,trmt5,480,Danio rerio,3:Protein inferred from homology,tRNA (guanine(37)-N1)-methyltransferase,1,0.999,15,23,23,23,14,9,14,9,14,9,839407740,316600768,
sp|B8A5I7|SSBP_DANRE,B8A5I7,SSBP_DANRE,ssbp1,146,Danio rerio,1:Experimental evidence at protein level,"Single-stranded DNA-binding protein, mitochondrial",1,0.999,12,46,46,46,29,17,29,17,29,17,3681737980,2144348160,
sp|B8JLQ9|CBPO_DANRE,B8JLQ9,CBPO_DANRE,cpo,363,Danio rerio,1:Experimental evidence at protein level,Carboxypeptidase O,1,0.999,7,18,18,18,8,10,8,10,8,10,1194090500,1066616700,
sp|B8JLV7|VMA21_DANRE,B8JLV7,VMA21_DANRE,vma21,104,Danio rerio,3:Protein inferred from homology,Vacuolar ATPase assembly integral membrane protein vma21,0.3807,0.9544,1,1,1,1,1,0,1,0,1,0,39863932,0,
sp|B8JMH0|CAF17_DANRE,B8JMH0,CAF17_DANRE,iba57,354,Danio rerio,3:Protein inferred from homology,"Putative transferase CAF17 homolog, mitochondrial",1,0.999,7,12,12,12,8,4,8,4,8,4,329124192,169750960,
sp|B8XY56|RNT2_DANRE,B8XY56,RNT2_DANRE,rnaset2,240,Danio rerio,2:Experimental evidence at transcript level,Ribonuclease T2,1,0.999,9,49,49,49,28,21,28,21,28,21,3511524860,2633340930,
sp|C6KFA3|AGRG6_DANRE,C6KFA3,AGRG6_DANRE,adgrg6,1185,Danio rerio,1:Experimental evidence at protein level,Adhesion G-protein coupled receptor G6,0.689,0.9869,2,2,2,2,1,1,1,1,1,1,351875392,0,
sp|E7EZF3|UHRF1_DANRE,E7EZF3,UHRF1_DANRE,uhrf1,776,Danio rerio,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase UHRF1,1,0.999,6,13,13,13,7,6,7,6,7,6,265235456,123734312,
sp|E7F1H9|YTHD2_DANRE,E7F1H9,YTHD2_DANRE,ythdf2,613,Danio rerio,1:Experimental evidence at protein level,YTH domain-containing family protein 2,1,0.999,9,24,24,24,12,12,12,12,12,12,1727276800,1036011520,
sp|E7F3I6|CLP1_DANRE,E7F3I6,CLP1_DANRE,clp1,443,Danio rerio,1:Experimental evidence at protein level,Polyribonucleotide 5'-hydroxyl-kinase Clp1,1,0.999,8,12,12,12,8,4,8,4,8,4,345807552,154174112,
sp|E7F590|VPS41_DANRE,E7F590,VPS41_DANRE,vps41,854,Danio rerio,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 41 homolog,0.9999,0.9981,3,4,4,4,2,2,2,2,2,2,64975368,192567840,
sp|E7F6F7|ABCB7_DANRE,E7F6F7,ABCB7_DANRE,abcb7,743,Danio rerio,3:Protein inferred from homology,"Iron-sulfur clusters transporter ABCB7, mitochondrial",0.9986,0.9958,3,4,4,4,2,2,2,2,2,2,1849641.4,3453223.5,
sp|E7F6H7|DCI2A_DANRE,E7F6H7,DCI2A_DANRE,dync1i2a,626,Danio rerio,3:Protein inferred from homology,"Dynein, cytoplasmic 1, intermediate chain 2a",1,0.999,8,21,21,21,10,11,10,11,10,11,1521500800,866767550,
sp|E7F9L8|MYO1D_DANRE,E7F9L8,MYO1D_DANRE,myo1d,1004,Danio rerio,2:Experimental evidence at transcript level,Unconventional myosin-Id,0.9978,0.9977,5,6,6,24,4,2,4,2,11,13,228616992,9488968,
sp|E7F9T0|MICA1_DANRE,E7F9T0,MICA1_DANRE,mical1,1214,Danio rerio,3:Protein inferred from homology,[F-actin]-monooxygenase mical1,0.9653,0.9989,1,1,1,1,1,0,1,0,1,0,32582248,0,
sp|E7FBU4|MMS19_DANRE,E7FBU4,MMS19_DANRE,mms19,1043,Danio rerio,3:Protein inferred from homology,MMS19 nucleotide excision repair protein homolog,1,0.9989,3,3,3,3,2,1,2,1,2,1,25329554,43565652,
sp|E7FBY6|AGRA2_DANRE,E7FBY6,AGRA2_DANRE,adgra2,1367,Danio rerio,1:Experimental evidence at protein level,Adhesion G protein-coupled receptor A2,0.3859,0.9554,1,1,1,1,0,1,0,1,0,1,0,9223033,
sp|E7FC72|EXOC7_DANRE,E7FC72,EXOC7_DANRE,exoc7,720,Danio rerio,3:Protein inferred from homology,Exocyst complex component 7,0.9652,0.9989,1,1,1,1,1,0,1,0,1,0,20567144,0,
sp|E7FDX5|LBX1B_DANRE,E7FDX5,LBX1B_DANRE,lbx1b,265,Danio rerio,2:Experimental evidence at transcript level,Transcription factor LBX1b,0.4726,0.9683,1,1,1,1,0,1,0,1,0,1,0,0,
sp|E7FF10|VWA1_DANRE,E7FF10,VWA1_DANRE,vwa1,503,Danio rerio,3:Protein inferred from homology,von Willebrand factor A domain-containing protein 1,0.9932,0.9956,2,3,3,3,2,1,2,1,2,1,100630160,8125139,
sp|E7FGY2|GID8B_DANRE,E7FGY2,GID8B_DANRE,gid8b,229,Danio rerio,2:Experimental evidence at transcript level,Glucose-induced degradation protein 8-B homolog,0.9999,0.999,4,6,2,6,3,3,1,1,3,3,77891328,58600992,
sp|E9QG68|UBP45_DANRE,E9QG68,UBP45_DANRE,usp45,803,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin carboxyl-terminal hydrolase 45,0.5288,0.9745,1,2,2,2,1,1,1,1,1,1,4624537.5,1126076.6,
sp|E9QHT9|PERP_DANRE,E9QHT9,PERP_DANRE,perp,185,Danio rerio,2:Experimental evidence at transcript level,p53 apoptosis effector related to PMP-22,1,0.9981,3,15,15,15,8,7,8,7,8,7,1098483710,489070560,
sp|E9QI36|HARS1_DANRE,E9QI36,HARS1_DANRE,hars,513,Danio rerio,3:Protein inferred from homology,Histidine--tRNA ligase,1,0.999,30,80,70,80,48,32,43,27,48,32,3970528510,3337460740,
sp|E9QIN8|KL41A_DANRE,E9QIN8,KL41A_DANRE,klhl41a,599,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 41a,1,0.999,10,16,14,29,9,7,8,6,16,13,643278720,390096576,
sp|E9QJ30|KL40B_DANRE,E9QJ30,KL40B_DANRE,klhl40b,618,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 40b,1,0.999,17,32,27,32,21,11,18,9,21,11,1825778690,906936450,
sp|F1Q575|NNRD_DANRE,F1Q575,NNRD_DANRE,naxd,330,Danio rerio,3:Protein inferred from homology,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,1,0.999,15,49,49,49,32,17,32,17,32,17,5967352300,3659826690,
sp|F1Q749|DKC1_DANRE,F1Q749,DKC1_DANRE,dkc1,506,Danio rerio,2:Experimental evidence at transcript level,H/ACA ribonucleoprotein complex subunit DKC1,1,0.999,15,24,24,24,14,10,14,10,14,10,908558270,566510850,
sp|F1Q8W0|CATIN_DANRE,F1Q8W0,CATIN_DANRE,cactin,835,Danio rerio,2:Experimental evidence at transcript level,Splicing factor Cactin,1,0.9984,6,6,6,6,6,0,6,0,6,0,217132896,0,
